date,Week,Influenza A not subtyped,Influenza A H1N1pdm09,Influenza A H3N2,Influenza B,Percentage testing positive for overall influenza,Year
18/11/2024,47,236,229,106,28,7.4,2024
25/11/2024,48,327,385,139,38,10.9,2024
02/12/2024,49,475,606,70,35,15.2,2024
09/12/2024,50,798,741,59,68,18.9,2024
16/12/2024,51,1010,900,64,83,22.2,2024
23/12/2024,52,1565,855,82,110,27.3,2024
30/12/2024,1,1120,861,92,145,23.6,2024
06/01/2025,2,631,810,75,155,18.0,2025
13/01/2025,3,578,551,73,236,15.8,2025
20/01/2025,4,521,388,88,262,14.3,2025
27/01/2025,5,410,311,118,289,13.6,2025
03/02/2025,6,280,241,93,334,12.1,2025
10/02/2025,7,249,151,104,367,11.0,2025
17/02/2025,8,200,122,111,405,10.5,2025
24/02/2025,9,156,100,78,322,9.4,2025
03/03/2025,10,82,51,61,227,7.3,2025
10/03/2025,11,135,38,90,218,7.6,2025
17/03/2025,12,150,24,75,231,6.9,2025
24/03/2025,13,122,24,59,232,6.5,2025
31/03/2025,14,121,21,61,139,5.0,2025
07/04/2025,15,87,20,53,102,4.0,2025
14/04/2025,16,75,18,29,85,3.1,2025
21/04/2025,17,45,8,27,51,2.1,2025
28/04/2025,18,29,13,31,21,1.7,2025
05/05/2025,19,47,9,17,20,1.8,2025
12/05/2025,20,39,23,9,9,1.4,2025
19/05/2025,21,24,23,12,7,1.3,2025
26/05/2025,22,29,16,11,5,1.0,2025
02/06/2025,23,34,8,5,4,0.7,2025
09/06/2025,24,38,8,5,1,1.1,2025
16/06/2025,25,24,5,5,2,0.7,2025
23/06/2025,26,34,7,6,0,1.0,2025
30/06/2025,27,4,13,1,1,0.6,2025
07/07/2025,28,25,9,6,5,1.2,2025
14/07/2025,29,6,10,7,1,0.7,2025
21/07/2025,30,7,17,3,2,0.9,2025
28/07/2025,31,5,9,3,0,0.5,2025
04/08/2025,32,9,11,11,3,1.0,2025
11/08/2025,33,21,10,3,0,1.0,2025
18/08/2025,34,10,14,8,1,1.2,2025
25/08/2025,35,8,23,13,0,1.6,2025
01/09/2025,36,9,7,10,4,1.1,2025
08/09/2025,37,29,6,10,2,1.3,2025
15/09/2025,38,13,13,25,2,1.3,2025
22/09/2025,39,37,24,32,6,2.7,2025
29/09/2025,40,76,55,109,4,4.8,2025
06/10/2025,41,114,73,162,6,6.5,2025
13/10/2025,42,72,66,245,9,7.4,2025
20/10/2025,43,141,51,387,10,9.4,2025
27/10/2025,44,235,53,478,6,11.9,2025
03/11/2025,45,203,30,451,12,12.8,2025
10/11/2025,46,232,23,360,7,11.0,2025
17/11/2025,47,249,26,282,7,10.5,2025
24/11/2025,48,412,50,487,8,15.5,2025
01/12/2025,49,688,39,639,7,21.5,2025
08/12/2025,50,914,9,271,7,17.5,2025
