"","Season","0-4","5-18","19-64","65+"
"1","2022/23",0.235976339287584,0.409325762179939,0,0.168808071134825
"2","2023/24",0.0515775173472629,0.118435575454362,0,0.226155331677243
"3","2024/25",0.0649275531713652,0.193698353617538,0,0.0316619735701047
"4","2025/26",0.202738471255124,0.342854572818098,0,0.115862526153993
