"date","age_col","age_group","t","weekly_reported","lag_weekly","log_growth"
2022-09-05,"inc_1_1","[0,5)",1,0.13393334931818,NA,0.125692428726558
2022-09-05,"inc_2_1","[5,18)",1,0.957207948864646,NA,0.671518941769693
2022-09-05,"inc_3_1","[18,65)",1,2.57131989702053,NA,1.27293524651567
2022-09-05,"inc_4_1","65+",1,0.550236122445141,NA,0.438407256390425
2022-09-12,"inc_1_1","[0,5)",2,0.252646769463279,0.13393334931818,0.0995662995933502
2022-09-12,"inc_2_1","[5,18)",2,2.41151301049602,0.957207948864646,0.555636949213515
2022-09-12,"inc_3_1","[18,65)",2,4.0147383323315,2.57131989702053,0.33944599653427
2022-09-12,"inc_4_1","65+",2,0.861259786337856,0.550236122445141,0.182846306550239
2022-09-19,"inc_1_1","[0,5)",3,0.432250142845689,0.252646769463279,0.133988005721802
2022-09-19,"inc_2_1","[5,18)",3,4.64299338863236,2.41151301049602,0.503258776397999
2022-09-19,"inc_3_1","[18,65)",3,6.52659444157393,4.0147383323315,0.406061431063795
2022-09-19,"inc_4_1","65+",3,1.38001448784204,0.861259786337856,0.24585301205278
2022-09-26,"inc_1_1","[0,5)",4,0.761131340827716,0.432250142845689,0.206709675784714
2022-09-26,"inc_2_1","[5,18)",4,8.51799994167178,4.64299338863236,0.522770069189511
2022-09-26,"inc_3_1","[18,65)",4,11.3735854040931,6.52659444157393,0.497121317026688
2022-09-26,"inc_4_1","65+",4,2.38771947568288,1.38001448784204,0.353050398983087
2022-10-03,"inc_1_1","[0,5)",5,1.35586600445625,0.761131340827716,0.290951980175847
2022-10-03,"inc_2_1","[5,18)",5,15.3661766249352,8.51799994167178,0.542032067663408
2022-10-03,"inc_3_1","[18,65)",5,20.2311518020875,11.3735854040931,0.53990553661638
2022-10-03,"inc_4_1","65+",5,4.23796128207763,2.38771947568288,0.435775380343914
2022-10-10,"inc_1_1","[0,5)",6,2.41633161022413,1.35586600445625,0.371658956805065
2022-10-10,"inc_2_1","[5,18)",6,27.442292616625,15.3661766249352,0.552660409850818
2022-10-10,"inc_3_1","[18,65)",6,36.0855082422164,20.2311518020875,0.557756752129947
2022-10-10,"inc_4_1","65+",6,7.55873245495152,4.23796128207763,0.491019747176042
2022-10-17,"inc_1_1","[0,5)",7,3.83492822884509,2.41633161022413,0.347298937901934
2022-10-17,"inc_2_1","[5,18)",7,39.0253064409156,27.442292616625,0.341634701006267
2022-10-17,"inc_3_1","[18,65)",7,60.2125203868552,36.0855082422164,0.501125470192155
2022-10-17,"inc_4_1","65+",7,13.2533535425781,7.55873245495152,0.510040113852196
2022-10-24,"inc_1_1","[0,5)",8,3.53116448037489,3.83492822884509,-0.0648873185631007
2022-10-24,"inc_2_1","[5,18)",8,23.1480541234542,39.0253064409156,-0.505308112837107
2022-10-24,"inc_3_1","[18,65)",8,64.5651476450987,60.2125203868552,0.0686925187908941
2022-10-24,"inc_4_1","65+",8,16.2742043642066,13.2533535425781,0.19222209617965
2022-10-31,"inc_1_1","[0,5)",9,5.19542959791878,3.53116448037489,0.312832892441642
2022-10-31,"inc_2_1","[5,18)",9,48.4138412684768,23.1480541234542,0.716026770315539
2022-10-31,"inc_3_1","[18,65)",9,81.9133689077566,64.5651476450987,0.234752045743114
2022-10-31,"inc_4_1","65+",9,18.2158311841221,16.2742043642066,0.106520168598044
2022-11-07,"inc_1_1","[0,5)",10,8.59025109027559,5.19542959791878,0.436935212475269
2022-11-07,"inc_2_1","[5,18)",10,90.9255752069101,48.4138412684768,0.620748711948239
2022-11-07,"inc_3_1","[18,65)",10,130.746629362192,81.9133689077566,0.463084288892618
2022-11-07,"inc_4_1","65+",10,27.9177501865788,18.2158311841221,0.408721119759722
2022-11-14,"inc_1_1","[0,5)",11,13.973395798825,8.59025109027559,0.445527941912965
2022-11-14,"inc_2_1","[5,18)",11,151.660209748592,90.9255752069101,0.50723531581057
2022-11-14,"inc_3_1","[18,65)",11,213.228931184787,130.746629362192,0.486164611609658
2022-11-14,"inc_4_1","65+",11,45.3661489272221,27.9177501865788,0.472114044113467
2022-11-21,"inc_1_1","[0,5)",12,21.9989651145891,13.973395798825,0.429174206922935
2022-11-21,"inc_2_1","[5,18)",12,236.428734025384,151.660209748592,0.441652910855516
2022-11-21,"inc_3_1","[18,65)",12,339.70645928404,213.228931184787,0.4639760682333
2022-11-21,"inc_4_1","65+",12,72.6636444807733,45.3661489272221,0.462939742860649
2022-11-28,"inc_1_1","[0,5)",13,36.81600034057,21.9989651145891,0.497283082597933
2022-11-28,"inc_2_1","[5,18)",13,367.027963100648,236.428734025384,0.438291410784665
2022-11-28,"inc_3_1","[18,65)",13,586.993979281108,339.70645928404,0.545695425179873
2022-11-28,"inc_4_1","65+",13,125.944224531252,72.6636444807733,0.544238426212673
2022-12-05,"inc_1_1","[0,5)",14,68.5176861344832,36.81600034057,0.608848894455271
2022-12-05,"inc_2_1","[5,18)",14,607.777251837904,367.027963100648,0.503293518305674
2022-12-05,"inc_3_1","[18,65)",14,1153.15259054088,586.993979281108,0.674404957303489
2022-12-05,"inc_4_1","65+",14,251.387486355815,125.944224531252,0.687217737743143
2022-12-12,"inc_1_1","[0,5)",15,96.4759758890433,68.5176861344832,0.338024749551853
2022-12-12,"inc_2_1","[5,18)",15,783.094995819021,607.777251837904,0.253077740872342
2022-12-12,"inc_3_1","[18,65)",15,1744.89095022629,1153.15259054088,0.413898611702116
2022-12-12,"inc_4_1","65+",15,395.367920040676,251.387486355815,0.451377320112352
