"","group","Season","Year","Week","date","cases_H3","cases_total","Source","log_count","dt","gr","gr_smooth","date_int","log_y","fitted_log","fitted_se","lower","upper","r_week","lower_r","upper_r"
"223","1-4","2023/24",2024,20,2024-05-19,0.1019359848,0.339786616,"RCGP",-0.507604176869081,7,-0.0125642835915812,0.0240938545006353,72,-1.59980453873724,-1.65383759729918,0.147381838049478,-1.94270599987616,-1.3649691947222,-0.0615586870945137,-0.0605768938647013,-0.0625404803243261
"224","1-4","2023/24",2024,21,2024-05-26,0.129918412,0.454714442,"RCGP",-0.462164972744929,7,0.0454392041241522,-0.0142347029567634,73,-1.47003076342545,-1.68333347998665,0.148010351775088,-1.97343376946582,-1.39323319050747,-0.0294958826874678,-0.0307277695896626,-0.0282639957852731
"225","1-4","2023/24",2024,22,2024-06-02,0.119924688,0.29981172,"RCGP",-0.478157279288937,7,-0.015992306544008,0.00562753799618767,74,-1.51447011850986,-1.69217908690812,0.149344243212582,-1.98489380360478,-1.39946437021146,-0.00884560692147351,-0.0114600341389615,-0.00623117970398557
"226","1-4","2023/24",2024,23,2024-06-09,0.0262335255,0.104934102,"RCGP",-0.642010199938755,7,-0.163852920649818,-0.0448020076898912,75,-2.06962171043048,-1.69080058839813,0.150628680011955,-1.98603280122156,-1.3955683755747,0.00137849850998872,-0.00113899761678238,0.00389599463675983
"227","1-4","2023/24",2024,24,2024-06-16,0.08432204625,0.337288185,"RCGP",-0.537302999087848,7,0.104707200850907,-0.0250460087809729,76,-1.69107079991948,-1.68759252144785,0.151184988322156,-1.98391509855927,-1.39126994433642,0.0032080669502832,0.00211770266228828,0.00429843123827811
"228","1-4","2023/24",2024,25,2024-06-23,0.0936911625,0.187382325,"RCGP",-0.521396023280336,7,0.0159069758075118,-0.0144129146637996,77,-1.64149033428736,-1.68820931087524,0.150739236015516,-1.98365821346565,-1.39276040828482,-0.000616789427387854,0.000256885093626202,-0.00149046394840191
"229","1-4","2023/24",2024,26,2024-06-30,0.0166562066666667,0.04996862,"RCGP",-0.660377603103181,7,-0.138981579822845,-0.00612246772147529,78,-2.14852407432909,-1.69525048242967,0.149535908921842,-1.98834086391648,-1.40216010094286,-0.00704117155443407,-0.0046826504508326,-0.00939969265803553
"230","1-4","2024/25",2024,27,2024-07-07,0.0312303875,0.12492155,"RCGP",-0.632559477072043,7,0.0278181260311383,-0.0317521593280649,79,-2.03080081724739,-1.70834557474911,0.148206828941304,-1.99883095947407,-1.41786019002416,-0.0130950923194419,-0.0104900955575882,-0.0157000890812957
"231","1-4","2024/25",2024,28,2024-07-14,0.19987448,0.39974896,"RCGP",-0.356854274303175,7,0.275705202768867,0.0548472496590536,80,-1.20439129187964,-1.72459518590756,0.147446114766142,-2.0135895708492,-1.43560080096592,-0.0162496111584467,-0.0147586113751288,-0.0177406109417646
"232","1-4","2024/25",2024,29,2024-07-21,0.288707582222222,0.519673648,"RCGP",-0.237359645054956,7,0.11949462924822,0.141005986016075,81,-0.944927934696711,-1.73928257833164,0.147635224813382,-2.02864761896587,-1.44991753769741,-0.0146873924240813,-0.0150580481166713,-0.0143167367314914
"233","1-4","2024/25",2024,30,2024-07-28,0.089943516,0.157401153,"RCGP",-0.527728482258537,7,-0.290368837203581,0.0349436649378353,82,-1.66102853522989,-1.74674098138208,0.1486313649514,-2.03805845668682,-1.45542350607733,-0.00745840305043588,-0.0094108377209503,-0.00550596837992123
"234","1-4","2024/25",2024,31,2024-08-04,0.1416610377,0.202372911,"RCGP",-0.443695093382424,7,0.0840333888761124,-0.028946939693083,83,-1.4202192053427,-1.74124861383765,0.149859498180581,-2.03497323027159,-1.44752399740371,0.00549236754442473,0.00308522641522835,0.00789950867362088
"235","1-4","2024/25",2024,32,2024-08-11,0.022485879,0.022485879,"RCGP",-0.649157321345696,7,-0.205462227963272,-0.137265892096914,84,-2.09975952911124,-1.71782778139269,0.150641973826364,-2.01308605009236,-1.42256951269301,0.0234208324449654,0.0218871801792315,0.0249544847106991
"236","1-4","2024/25",2024,33,2024-08-18,0.0629604612,0.157401153,"RCGP",-0.574545882083025,7,0.0746114392626709,-0.0156057999414962,85,-1.81424767692523,-1.67284516430414,0.15055754619006,-1.96793795483666,-1.37775237377163,0.0449826170885421,0.0451480952556982,0.0448171389213863
"237","1-4","2024/25",2024,34,2024-08-25,0.0839472816,0.209868204,"RCGP",-0.53794457146148,7,0.0366013106215456,-0.0314164926930184,86,-1.69310607546933,-1.6043444219731,0.149648373993631,-1.89765523500061,-1.31103360894558,0.0685007423310466,0.0702827198360476,0.0667187648260457
"238","1-4","2024/25",2024,35,2024-09-01,0.029981172,0.059962344,"RCGP",-0.634913797595283,7,-0.0969692261338029,0.00474784125013786,87,-2.04036566978477,-1.51208460940145,0.148395436596257,-1.80293966513011,-1.22122955367278,0.0922598125716494,0.0947155698705018,0.089804055272797
"239","1-4","2024/25",2024,36,2024-09-08,0.104934102,0.209868204,"RCGP",-0.502635749197811,7,0.132278048397471,0.0239700442950713,88,-1.58506680517957,-1.39730266795675,0.147473065895277,-1.68634987711149,-1.10825545880201,0.114781941444697,0.116589788018618,0.112974094870776
"240","1-4","2024/25",2024,37,2024-09-15,0.0787005765,0.157401153,"RCGP",-0.546970074204465,7,-0.0443343250066532,-0.00300850091432829,89,-1.72204363074473,-1.26225919673248,0.147384914740774,-1.5511336296244,-0.973384763840562,0.135043471224272,0.135216247487099,0.134870694961446
"241","1-4","2024/25",2024,38,2024-09-22,0.385472211428571,0.89943516,"RCGP",-0.121634204037583,7,0.425335870166881,0.171093197852566,90,-0.722633229905189,-1.10965817316164,0.148175555093158,-1.40008226114423,-0.819234085179051,0.152601023570837,0.151051368480164,0.154150678661511
"242","1-4","2024/25",2024,39,2024-09-29,0.186549514666667,0.839472816,"RCGP",-0.37607693013085,7,-0.254442726093266,0.0421862730223205,91,-1.24984393169838,-0.942048936495931,0.149404579267946,-1.2348819118611,-0.649215961130758,0.16760923666571,0.165200349283128,0.170018124048293
"243","1-4","2024/25",2024,40,2024-10-06,1.0306027875,1.64896446,"RCGP",0.425661636573261,7,0.801738566704111,0.324210570259242,92,0.122750930761056,-0.761320144045035,0.150402064279053,-1.05610819003198,-0.46653209805809,0.180728792450896,0.178773721829124,0.182683863072667
"244","1-4","2024/25",2024,41,2024-10-13,0.876949281,2.338531416,"RCGP",0.319870386097942,7,-0.105791250475319,0.147168196711842,93,-0.0233205412858572,-0.568380362469731,0.150637170369673,-0.863629216394291,-0.273131508545171,0.192939781575304,0.192478973637689,0.193400589512919
"245","1-4","2024/25",2024,42,2024-10-20,0.724999250181818,1.993747938,"RCGP",0.202940231900028,7,-0.116930154197914,0.193005720676959,94,-0.192372801518393,-0.363090540847054,0.149994575431148,-0.657079908692103,-0.0691011730020044,0.205289821622677,0.206549307702188,0.204030335543167
"246","1-4","2024/25",2024,43,2024-10-27,0.808903777882353,3.437841056,"RCGP",0.269189976114643,7,0.066249744214615,-0.0521572201528727,95,-0.0955160453225886,-0.144473908023723,0.148836312890311,-0.436193081288731,0.147245265241286,0.218616632823331,0.220886827403371,0.21634643824329
"247","1-4","2024/25",2024,44,2024-11-03,0.9993724,2.79824272,"RCGP",0.405046620554462,7,0.135856644439818,0.0283920781521732,96,0.0947394715267863,0.0888156103535107,0.147822337780846,-0.200916171696948,0.378547392403969,0.233289518377234,0.235276909591783,0.231302127162684
"248","1-4","2024/25",2024,45,2024-11-10,0.2610860395,1.044344158,"RCGP",-0.273008866407565,7,-0.678055486962027,-0.158649699435864,97,-1.01863901248181,0.337828275239086,0.147556479310692,0.0486175757901296,0.627038974688042,0.249012664885575,0.249533747487078,0.248491582284073
"249","1-4","2024/25",2024,46,2024-11-17,1.5852544695,5.284181565,"RCGP",0.73489089552537,7,1.00789976193294,0.155233639803576,98,0.521916572876659,0.602553760746756,0.148233694562513,0.31201571940423,0.893091802089282,0.26472548550767,0.2633981436141,0.266052827401239
"250","1-4","2024/25",2024,47,2024-11-24,2.33740712205,10.388476098,"RCGP",1.04289064995463,7,0.307999754429257,0.212614676466722,99,0.890934819389539,0.881176084835201,0.149511424950594,0.588133691932037,1.17421847773837,0.278622324088445,0.276117972527807,0.281126675649084
"251","1-4","2024/25",2024,48,2024-12-01,4.070881010625,21.71136539,"RCGP",1.51970596764456,7,0.476815317689937,0.59757161135071,100,1.42812728702678,1.16947347712823,0.150700338804812,0.874100813070794,1.46484614118566,0.288297392293025,0.285967121138757,0.290627663447292
"252","1-4","2024/25",2024,49,2024-12-08,3.1060494192,34.943055966,"RCGP",1.28261282940158,7,-0.237093138242981,0.182573977958737,101,1.16503946866619,1.46047647762564,0.151149307869923,1.16422383420059,1.75672912105069,0.291003000497415,0.290123021129797,0.291882979865032
"253","1-4","2024/25",2024,50,2024-12-15,5.57601956904255,87.357639915,"RCGP",1.80434980543975,7,0.521736976038172,0.253819718495043,102,1.73625020697377,1.74446884571195,0.150599412156993,1.44929399788425,2.03964369353966,0.283992368086313,0.285070163683657,0.28291457248897
"254","1-4","2024/25",2024,51,2024-12-22,13.8454717916667,213.6158505,"RCGP",2.66343433782012,7,0.859084532380362,0.381242790058518,103,2.63515485282459,2.00937371553325,0.149339461459459,1.71666837107271,2.30207905999379,0.264904869821297,0.267374373188464,0.26243536645413
"255","1-4","2024/25",2024,52,2024-12-29,13.8520776755728,178.345500073,"RCGP",2.66389471747939,7,0.000460379659271037,0.460427296025935,104,2.63562843449436,2.24151711833308,0.14809215893152,1.9512564868273,2.53177774983886,0.232143402799829,0.234588115754589,0.229698689845068
"256","1-4","2024/25",2025,2,2025-01-12,9.30970911288889,125.681073024,"RCGP",2.28337262103661,14,-0.190261048221389,0.223094621272748,105,2.24174204056783,2.4267090128058,0.147652015369478,2.13731106268163,2.71610696292998,0.185191894472723,0.186054575854325,0.184329213091121
"257","1-4","2024/25",2025,3,2025-01-19,12.1662726956522,139.912136,"RCGP",2.53894276759974,7,0.255570146563131,0.0219231593336711,106,2.50685343878874,2.55153524396987,0.148427515701765,2.26061731319441,2.84245317474533,0.124826231164063,0.12330625051278,0.126346211815346
"258","1-4","2024/25",2025,4,2025-01-26,14.9613360760976,122.682955824,"RCGP",2.73834246090624,7,0.199399693306499,0.088236263882747,107,2.71213093530899,2.60471882063853,0.150162997395462,2.31039934574343,2.89903829553364,0.0531835766686686,0.0497820325490235,0.0565851207883137
"259","1-4","2024/25",2025,5,2025-02-02,18.1704714035765,110.320719236,"RCGP",2.9269432064891,7,0.188600745582865,0.214523528484165,108,2.90528617211378,2.57839064135148,0.15204623207537,2.28038002648376,2.87640125621921,-0.0263281792870531,-0.0300193192596736,-0.0226370393144326
"260","1-4","2024/25",2025,6,2025-02-09,9.02049797093023,64.646902125,"RCGP",2.25344715530609,7,-0.673496051183016,-0.0951652040978841,109,2.21052440467128,2.46911133852704,0.153132944195975,2.16897076790293,2.76925190915115,-0.109279302824446,-0.111409258580831,-0.107149347068061
"261","1-4","2024/25",2025,7,2025-02-16,7.88582696774026,50.600723043,"RCGP",2.12654301506804,7,-0.126904140238043,-0.203933148612731,110,2.07766834145667,2.27850778545355,0.152825280644147,1.97897023539102,2.57804533551607,-0.190603553073489,-0.190000532511906,-0.191206573635072
"262","1-4","2024/25",2025,8,2025-02-23,5.34775275377778,30.940569504,"RCGP",1.76605744278794,7,-0.36048557228011,-0.386961921233723,111,1.69520318488378,2.01342793158041,0.151178115485453,1.71711882522892,2.3097370379319,-0.265079853873138,-0.261851410162098,-0.268308297584178
"263","1-4","2024/25",2025,10,2025-03-09,3.4665730125,20.799438075,"RCGP",1.37790250087653,14,-0.194077470955703,-0.227155727824619,112,1.27160519427743,1.68557149454366,0.14892276192149,1.39368288117754,1.97746010790978,-0.327856437036744,-0.323435944051377,-0.332276930022112
"264","1-4","2024/25",2025,11,2025-03-16,5.10196840758621,19.727611176,"RCGP",1.72311803733365,7,0.345215536457126,-0.0697825022595623,113,1.64903709387965,1.3106152495804,0.147171477808934,1.02215915307489,1.59907134608591,-0.374956244963265,-0.371523728102655,-0.378388761823875
"265","1-4","2024/25",2025,12,2025-03-23,2.17278550346,9.876297743,"RCGP",0.983121188317776,7,-0.739996849015879,-0.196286261171485,114,0.821006173264005,0.906912715795116,0.146864413803772,0.619058464739723,1.19476696685051,-0.403702533785284,-0.403100688335166,-0.404304379235402
"266","1-4","2024/25",2025,13,2025-03-30,1.87229359836735,10.19359848,"RCGP",0.863857250190507,7,-0.119263938127269,-0.171348416895341,115,0.679197128651809,0.493901268745446,0.148219739646441,0.203390579038421,0.784411958452471,-0.41301144704967,-0.415667885701302,-0.410355008398037
"267","1-4","2024/25",2025,14,2025-04-06,1.48142261647059,5.59648544,"RCGP",0.683815079880762,7,-0.180042170309745,-0.346434319150964,116,0.458324832102055,0.0903882380726104,0.150569198346648,-0.204727390686819,0.38550386683204,-0.403513030672835,-0.40811796972524,-0.398908091620431
"268","1-4","2024/25",2025,15,2025-04-13,1.2951866304,4.317288768,"RCGP",0.585108988903178,7,-0.0987060909775836,-0.132670733138199,117,0.333028191557858,-0.287093799466802,0.152719938144665,-0.586424878230347,0.0122372792967421,-0.377482037539413,-0.381697487543527,-0.373266587535298
"269","1-4","2024/25",2025,16,2025-04-20,0.291294341590909,1.281695103,"RCGP",-0.234085267168609,7,-0.819194256071788,-0.365980839119705,118,-0.938295210409785,-0.625676338680061,0.153579663312886,-0.926692478773318,-0.324660198586804,-0.338582539213259,-0.340267600542972,-0.336897477883547
"270","1-4","2024/25",2025,17,2025-04-27,0.300644530333333,0.901933591,"RCGP",-0.222338212769699,7,0.01174705439891,-0.302051097550154,119,-0.914680702833442,-0.917129377114961,0.152681990696812,-1.21638607888071,-0.617872675349209,-0.2914530384349,-0.289693600107395,-0.293212476762405
"271","1-4","2024/25",2025,18,2025-05-04,0.2938154856,0.629604612,"RCGP",-0.230904230634994,7,-0.00856601786529437,-0.272004406512724,120,-0.931872790035787,-1.15830800038309,0.150416329104397,-1.4531240054277,-0.863491995338466,-0.241178623268124,-0.23673792654699,-0.245619319989257
"272","1-4","2024/25",2025,19,2025-05-11,0.0817668327272727,0.22485879,"RCGP",-0.541685542577556,7,-0.310781311942563,-0.102533425136316,121,-1.70503055212646,-1.35101919339714,0.147896848666658,-1.64089701678379,-1.06114137001049,-0.192711193014059,-0.187773011356091,-0.197649374672028
"273","1-4","2024/25",2025,20,2025-05-18,0.0444165511111111,0.19987448,"RCGP",-0.608040606185137,7,-0.0663550636075805,-0.128567464471812,122,-1.93505343920873,-1.50132521316544,0.146459913111469,-1.78838664286392,-1.21426378346696,-0.150306019768297,-0.147489626080127,-0.153122413456468
"274","1-4","2024/25",2025,21,2025-05-25,0.0613251245454546,0.22485879,"RCGP",-0.577454996686278,7,0.0305856094988589,-0.115516922017095,123,-1.8243335431447,-1.61836708411101,0.146934902763132,-1.90635949352675,-1.33037467469527,-0.117041870945568,-0.117972850662827,-0.11611089122831
"275","1-4","2024/25",2025,22,2025-06-01,0.089943516,0.239849376,"RCGP",-0.527728482258537,7,0.0497265144277412,0.00465235343967322,124,-1.66102853522989,-1.71284969547089,0.149111349253906,-2.00510794000854,-1.42059145093323,-0.0944826113598751,-0.0987484464817929,-0.0902167762379573
"276","1-4","2024/25",2025,23,2025-06-08,0.019987448,0.079949792,"RCGP",-0.65395060615954,7,-0.126222123901003,-0.015303333324801,125,-2.12036814167105,-1.79537136234476,0.15182993676786,-2.09295803840976,-1.49778468627975,-0.0825216668738713,-0.0878500984012218,-0.0771932353465208
"277","1-4","2024/25",2025,24,2025-06-15,0.0416405166666666,0.12492155,"RCGP",-0.613152750974854,7,0.040797855184686,-0.0118992514295253,126,-1.95446300399963,-1.87480028281625,0.15363551547056,-2.17592589313855,-1.57367467249396,-0.0794289204714975,-0.0829678547287895,-0.0758899862142055
"278","1-4","2024/25",2025,25,2025-06-22,0.079949792,0.239849376,"RCGP",-0.544813744705924,7,0.0683390062689297,-0.00569508748246247,127,-1.7150774003344,-1.95689544599273,0.153530336798524,-2.25781490611783,-1.65597598586762,-0.0820951631764719,-0.0818890129792798,-0.0823013133736639
"279","1-4","2024/25",2025,26,2025-06-29,0.029981172,0.07495293,"RCGP",-0.634913797595283,7,-0.0901000528893584,0.00634560285475246,128,-2.04036566978477,-2.04334057932893,0.15146375994204,-2.34020954881532,-1.74647160984253,-0.0864451333362,-0.0823946426974929,-0.0904956239749073
"280","1-4","2025/26",2025,27,2025-07-06,0,0.112429395,"RCGP",-0.693147180559945,7,-0.0582333829646627,-0.0266648098616971,129,-2.30258509299405,-2.13131001177377,0.14842414865851,-2.42222134314445,-1.84039868040309,-0.0879694324448437,-0.0820117943291243,-0.093927070560563
"281","1-4","2025/26",2025,28,2025-07-13,0.097438809,0.292316427,"RCGP",-0.51510341213639,7,0.178043768423555,0.00990344418984463,130,-1.62232657049563,-2.21362081345834,0.146064555856098,-2.49990734293629,-1.92733428398038,-0.0823108016845668,-0.0776859997918402,-0.0869356035772937
"282","1-4","2025/26",2025,29,2025-07-20,0.009993724,0.02498431,"RCGP",-0.673356859221837,7,-0.158253447085446,-0.012814353875518,131,-2.20733196936285,-2.2794540766685,0.145864115500864,-2.56534774305019,-1.9935604102868,-0.0658332632101595,-0.0654404001139008,-0.0662261263064179
"283","1-4","2025/26",2025,30,2025-07-27,0.012492155,0.087445085,"RCGP",-0.668469875403805,7,0.00488698381803143,0.00822576838538004,132,-2.18487179310248,-2.31555847576418,0.148182019225669,-2.6059952334465,-2.02512171808187,-0.0361043990956871,-0.0406474903963048,-0.0315613077950694
"284","1-4","2025/26",2025,31,2025-08-03,0.02498431,0.09993724,"RCGP",-0.644386902551386,7,0.0240829728524192,-0.0430944968049986,133,-2.07956706955813,-2.30778987937272,0.151925779484232,-2.60556440716182,-2.01001535158363,0.00776859639146243,0.000430826284679497,0.0151063664982454
"285","1-4","2025/26",2025,32,2025-08-10,0.0428302457142857,0.09993724,"RCGP",-0.610958630918906,7,0.0334282716324802,0.0207994094343103,134,-1.94609844678222,-2.24279915466093,0.155154343355542,-2.54690166763779,-1.93869664168407,0.06499072471179,0.0586627395240229,0.0713187098995571
"286","1-4","2025/26",2025,33,2025-08-17,0.07557753775,0.302310151,"RCGP",-0.552381328792231,7,0.0585773021266743,0.0386961822038579,135,-1.73967452310445,-2.10966161932165,0.156115548572206,-2.41564809452318,-1.80367514412013,0.133137535339277,0.131253573114614,0.135021497563939
"287","1-4","2025/26",2025,34,2025-08-24,0,0,"RCGP",-0.693147180559945,7,-0.140765851767714,-0.0162534260028531,136,-2.30258509299405,-1.90124826837812,0.154100201205915,-2.20328466274171,-1.59921187401452,0.208413350943537,0.212363431781468,0.204463270105606
"288","1-4","2025/26",2025,35,2025-08-31,0.1311676275,0.367269357,"RCGP",-0.460183797996379,7,0.232963382563566,0.0502582776408421,137,-1.46461217145122,-1.61517020997,0.149882055448416,-1.90893903864889,-1.3214013812911,0.286078058408119,0.294345624092818,0.27781049272342
"289","1-4","2025/26",2025,36,2025-09-07,0.089943516,0.157401153,"RCGP",-0.527728482258537,7,-0.0675446842621574,0.00821761551123153,138,-1.66102853522989,-1.25417991453642,0.145644642375194,-1.5396434135918,-0.968716415481036,0.360990295433581,0.369295625057094,0.352684965810068
"290","1-4","2025/26",2025,37,2025-09-14,0.052467051,0.104934102,"RCGP",-0.593361483567633,7,-0.0656330013090962,0.0332618989974374,139,-1.88080676529518,-0.825979547950306,0.144143698265798,-1.10850119655127,-0.543457899349342,0.428200366586111,0.431142217040528,0.425258516131694
"291","1-4","2025/26",2025,38,2025-09-21,0.2518418448,0.419736408,"RCGP",-0.285229289917086,7,0.308132193650547,0.0583181693597645,140,-1.04457350889703,-0.342459643497167,0.147063232403062,-0.630703579007169,-0.0542157079871654,0.483519904453139,0.477797617544101,0.489242191362176
"292","1-4","2025/26",2025,39,2025-09-28,0.8432204625,1.686440925,"RCGP",0.295070060807502,7,0.580299350724588,0.274266181022013,141,-0.0584552352317931,0.181538301728276,0.153623406497267,-0.119563575006368,0.48264017846292,0.523997945225443,0.511140004000801,0.536855886450085
"293","1-4","2025/26",2025,40,2025-10-05,1.65543098729412,2.558393344,"RCGP",0.767990697663555,7,0.472920636856053,0.453784060410396,142,0.562714403574546,0.729782686588786,0.160874452324027,0.414468760033693,1.04509661314388,0.54824438486051,0.534032335040061,0.56245643468096
"294","1-4","2025/26",2025,41,2025-10-12,4.88386477977273,7.163001677,"RCGP",1.6834064768288,7,0.915415779165249,0.65621192224863,143,1.60620565025288,1.28634299048044,0.16532250826169,0.962310874287523,1.61037510667335,0.556560303891649,0.54784211425383,0.565278493529468
"295","1-4","2025/26",2025,42,2025-10-19,11.0456440455484,14.570849592,"RCGP",2.44630822691948,7,0.762901750090673,0.717079388703992,144,2.4110487530146,1.83720104669658,0.164522194009461,1.51473754643803,2.15966454695512,0.55085805621614,0.552426672150509,0.549289440281771
"296","1-4","2025/26",2025,43,2025-10-26,23.2676797004167,27.020531265,"RCGP",3.16832666198471,7,0.722018435065234,0.800111988107052,145,3.15135385823083,2.37158037707201,0.15824583048487,2.06141854932167,2.68174220482236,0.534379330375439,0.546681002883637,0.522077657867241
"297","1-4","2025/26",2025,44,2025-11-02,44.692896978506,50.128519584,"RCGP",3.81093992799615,7,0.64261326601144,0.709177817055782,146,3.80204957726371,2.88282372964277,0.149594120027837,2.58961925438821,3.17602820489733,0.511243352570756,0.528200705066542,0.49428600007497
"298","1-4","2025/26",2025,45,2025-11-09,42.7455187025714,46.865568698,"RCGP",3.76689361419623,7,-0.0440463137999227,0.440195129092251,147,3.75760105853797,3.36870059273041,0.145867403438609,3.08280048199074,3.65460070347009,0.485876863087642,0.493181227602527,0.478572498572757
"299","1-4","2025/26",2025,46,2025-11-16,41.590804296,45.056704654,"RCGP",3.7398292915569,7,-0.0270643226393266,0.190500876524064,148,3.73028058400692,3.83109039573515,0.156510116186709,3.5243305680092,4.1378502234611,0.462389803004737,0.441530086018461,0.483249519991013
"300","1-4","2025/26",2025,47,2025-11-23,42.2268908513636,48.89429467,"RCGP",3.75482848434452,7,0.0149991927876147,-0.0187038145505449,149,3.74542260159577,4.27505432360799,0.186024186385374,3.91044691829266,4.63966172892332,0.443963927872842,0.386116350283459,0.501811505462225
"301","1-4","2025/26",2025,48,2025-11-30,81.3186293478788,95.83981316,"RCGP",4.40450496031839,7,0.649676475973871,0.212537115374053,150,4.39960410859119,4.7073692614133,0.230968111485514,4.25467176290169,5.16006675992491,0.432314937805308,0.344224844609035,0.520405031001581
"302","1-4","2025/26",2025,49,2025-12-07,117.638623635,141.166348362,"RCGP",4.77185871152343,7,0.367353751205041,0.344009806655509,151,4.76846711366428,5.13464159792398,0.285280820933267,4.57549118889478,5.69379200695318,0.427272336510683,0.320819425993086,0.533725247028279
"303","5-14","2022/23",2023,1,2023-01-08,182.357696106783,294.331720032,"RCGP",5.20870823343774,NA,NA,NA,1,5.20651834399766,3.79890384103324,0.254522151688167,3.30004042372443,4.29776725834204,NA,NA,NA
"304","5-14","2022/23",2023,2,2023-01-15,38.6967913495814,69.331751168,"RCGP",3.66859489011925,7,-1.54011334331849,NA,2,3.65833754603389,3.32980362906778,0.219101779666609,2.90036414092123,3.75924311721434,-0.469100211965453,-0.399676282803199,-0.538524141127707
"305","5-14","2022/23",2023,3,2023-01-22,13.5626066526316,28.6321696,"RCGP",2.64351926412301,7,-1.02507562599623,NA,3,2.61466265970323,2.85968814880506,0.191820003106235,2.48372094271684,3.23565535489328,-0.470115480262724,-0.416643198204391,-0.523587762321057
"306","5-14","2022/23",2023,4,2023-01-29,5.65659936,13.19873184,"RCGP",1.8175245731606,7,-0.825994690962418,-1.13039455342571,4,1.75034691147077,2.38760643599576,0.174855652323498,2.04488935744171,2.73032351454982,-0.472081712809297,-0.438831585275132,-0.505331840343461
"307","5-14","2022/23",2023,5,2023-02-05,5.05749234526316,19.218470912,"RCGP",1.71514698948471,7,-0.102377583675881,-0.65114930021151,5,1.64045048176695,1.91330986723382,0.167622552883597,1.58476966358197,2.24185007088567,-0.474296568761942,-0.460119693859737,-0.488473443664148
"308","5-14","2022/23",2023,6,2023-02-12,2.850995912,22.807967296,"RCGP",1.20925758882008,7,-0.505889400664633,-0.478087225100977,6,1.08214271066672,1.43789592264703,0.166411545631142,1.11172929320999,1.76406255208407,-0.475413944586786,-0.473040370371975,-0.477787518801597
"309","5-14","2022/23",2023,7,2023-02-19,0.9308946848,18.617893696,"RCGP",0.358299902338427,7,-0.850957686481654,-0.486408223607389,7,0.0304270512237013,0.964230622700999,0.166605455361868,0.637683930191737,1.29077731521026,-0.473665299946035,-0.474045363018258,-0.473285236873813
"310","5-14","2022/23",2023,8,2023-02-26,1.07030651957895,10.167911936,"RCGP",0.45127083570487,7,0.0929709333664427,-0.421292051259948,8,0.157265697044339,0.497102663340975,0.165053104393636,0.17359857872945,0.820606747952501,-0.467127959360023,-0.464085351462288,-0.470170567257759
"311","5-14","2022/23",2023,9,2023-03-05,1.34986096564706,11.473818208,"RCGP",0.61511048256176,7,0.16383964685689,-0.19804903541944,9,0.371467666074501,0.0430876118210063,0.160968619934857,-0.272410883251314,0.358586106893327,-0.454015051519969,-0.446009461980764,-0.462020641059174
"312","5-14","2022/23",2023,10,2023-03-12,1.424625024,12.821625216,"RCGP",0.654731156037908,7,0.0396206734761477,0.0988104178998269,10,0.421748493922841,-0.389867046966118,0.155717770571427,-0.695073877286116,-0.0846602166461204,-0.432954658787124,-0.422662994034802,-0.443246323539447
"313","5-14","2022/23",2023,11,2023-03-19,0.649461408,11.690305344,"RCGP",0.139293491799754,7,-0.515437664238154,-0.103992447968372,11,-0.288400453092042,-0.793091156448808,0.15192443712721,-1.09086305321814,-0.495319259679477,-0.40322410948269,-0.395789175932024,-0.410659043033357
"314","5-14","2022/23",2023,12,2023-03-26,0.721623786666667,10.8243568,"RCGP",0.200180946463777,7,0.060887454664023,-0.138309845365994,12,-0.196472669147801,-1.1580002008986,0.151950994355869,-1.45582414983611,-0.860176251961099,-0.364909044449794,-0.364961096617967,-0.364856992281622
"315","5-14","2022/23",2023,13,2023-04-02,0,9.832706048,"RCGP",-0.693147180559945,7,-0.893328127023722,-0.449292778865951,13,-2.30258509299405,-1.47696542020159,0.156309374382142,-1.78333179399059,-1.17059904641259,-0.318965219302985,-0.327507644154481,-0.31042279445149
"316","5-14","2022/23",2023,14,2023-04-09,0,4.720816256,"RCGP",-0.693147180559945,7,0,-0.2774802241199,14,-2.30258509299405,-1.74413814008708,0.163286907250053,-2.06418047829719,-1.42409580187698,-0.267172719885492,-0.280848684306598,-0.253496755464386
"317","5-14","2022/23",2023,15,2023-04-16,0,2.074086432,"RCGP",-0.693147180559945,7,0,-0.297776042341241,15,-2.30258509299405,-1.95612386609683,0.170100541505378,-2.28952092744737,-1.62272680474629,-0.211985726009752,-0.225340449150187,-0.198631002869317
"318","5-14","2022/23",2023,16,2023-04-23,0,1.25702208,"RCGP",-0.693147180559945,7,0,0,16,-2.30258509299405,-2.11241818102219,0.174370238927843,-2.45418384932076,-1.77065251272362,-0.15629431492536,-0.164662921873393,-0.147925707977327
"319","5-14","2022/23",2023,17,2023-04-30,0,2.30454048,"RCGP",-0.693147180559945,7,0,0,17,-2.30258509299405,-2.21554442088674,0.174983657057338,-2.55851238871912,-1.87257645305435,-0.103126239864544,-0.104328539398355,-0.101923940330733
"320","5-14","2022/23",2023,18,2023-05-07,0,3.519661824,"RCGP",-0.693147180559945,7,0,0,18,-2.30258509299405,-2.27086902357993,0.172325276824641,-2.60862656615623,-1.93311148100363,-0.0553246026931937,-0.0501141774371057,-0.0605350279492818
