y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,Year,Week,date,season,days_from_start,day_of_year,plot_label,peak_time,day_shifted,Influenza A not subtyped,Influenza A H1N1pdm09,Influenza A H3N2,Influenza B,Percentage testing positive for overall influenza,total_cases,H1_prop,H3_prop,H1_adj,H3_adj,Season,total,gr,gr_smooth
-0.08924537984845915,-0.18983055502374319,0.0067084441527531236,-0.37971258718473794,0.19530945450111808,0.26366666666666666,366,total,2018,28,2018-07-09,2018/19,7,190,Pre-pandemic,351,-161,3,2,1,0,0.4,6,0.6666666666666666,0.3333333333333333,4,2,2018/19,6,-0.15180601286800421,-0.12606166316698708
-0.055704976115575455,-0.15574171213613047,0.03507015507411537,-0.34929275567284274,0.22364972349941184,0.3403333333333333,367,total,2018,29,2018-07-16,2018/19,14,197,Pre-pandemic,351,-154,2,0,0,0,0.2,2,0,0,0,0,2018/19,2,-1.0663514264498881,-0.2665878566124721
0.017499685404304577,-0.08168772397752588,0.11573214725531361,-0.2692315648717564,0.31188970186228876,0.5436666666666666,368,total,2018,30,2018-07-23,2018/19,21,204,Pre-pandemic,351,-147,2,0,0,1,0.2,3,0,0,0,0,2018/19,3,0.3894647667617233,-0.24011548754682308
0.10275884912816513,-2.2719191724462906e-4,0.19737325746693957,-0.18912564305205481,0.3758322817204858,0.7493333333333333,369,total,2018,31,2018-07-30,2018/19,28,211,Pre-pandemic,351,-140,1,1,4,0,0.5,6,0.2,0.8,1,5,2018/19,6,0.6768866596881649,-0.037951503217001054
0.1554476023950403,0.057217130140852446,0.250437506282738,-0.12902131213692716,0.43091050464410807,0.8603333333333333,370,total,2018,32,2018-08-06,2018/19,35,218,Pre-pandemic,351,-133,3,1,2,0,0.5,6,0.3333333333333333,0.6666666666666666,2,4,2018/19,6,0,0
0.19566069154138788,0.09691873325741684,0.298403416846176,-0.0898128368052317,0.4675402296622251,0.903,371,total,2018,33,2018-08-13,2018/19,42,225,Pre-pandemic,351,-126,1,0,3,2,0.5,6,0,1,0,4,2018/19,6,0,0.2665878566124721
0.22373562721123208,0.13162948388817786,0.322349287725729,-0.04760417753457115,0.5107186066592688,0.9433333333333334,372,total,2018,34,2018-08-20,2018/19,49,232,Pre-pandemic,351,-119,3,0,1,1,0.4,5,0,1,0,4,2018/19,5,-0.17904823144898543,0.12445960705979486
0.2318380573893435,0.13823202909031407,0.32112030726604956,-0.04433924314485723,0.5050784385951356,0.949,373,total,2018,35,2018-08-27,2018/19,56,239,Pre-pandemic,351,-112,12,1,1,1,1.3,15,0.5,0.5,7,7,2018/19,15,1.0854542040905986,0.2266014931604033
0.13506469400346233,0.041308312718320694,0.2292967194581244,-0.12450184773695702,0.3903842279995517,0.8303333333333334,374,total,2018,36,2018-09-03,2018/19,63,246,Pre-pandemic,351,-105,4,3,15,6,2.3,28,0.16666666666666666,0.8333333333333334,4,18,2018/19,28,0.6210748325188216,0.3818702012901086
-0.03192379193466088,-0.12159706473477816,0.06076749120159319,-0.30138931377431766,0.22916211326740085,0.4073333333333333,375,total,2018,37,2018-09-10,2018/19,70,253,Pre-pandemic,351,-98,8,3,5,0,1.1,16,0.375,0.625,6,10,2018/19,16,-0.5569503043492827,0.242632625202788
-0.11300452636306169,-0.20122935464110314,-0.025976377848621612,-0.3771390718168302,0.14758783503914638,0.197,376,total,2018,38,2018-09-17,2018/19,77,260,Pre-pandemic,351,-91,2,1,4,1,0.5,8,0.2,0.8,1,6,2018/19,8,-0.6869552103120243,0.1156558804870283
-0.0759642412104864,-0.16426574758574009,0.01231106448112751,-0.3349391607832436,0.1943201729096086,0.279,377,total,2018,39,2018-09-24,2018/19,84,267,Pre-pandemic,351,-84,4,0,2,1,0.4,7,0,1,0,6,2018/19,7,-0.13176927763112334,-0.1886499899434022
0.023746098556424622,-0.06747017061106786,0.11462036311850388,-0.23887609693979203,0.2816981273932118,0.575,378,total,2018,40,2018-10-01,2018/19,91,274,Pre-pandemic,351,-77,6,0,3,3,0.7,12,0,1,0,9,2018/19,12,0.5331106685554257,-0.21064103093425118
0.11163519438738123,0.023397801612272673,0.19900619922996354,-0.14122486860563435,0.3718392296569799,0.807,379,total,2018,41,2018-10-08,2018/19,98,281,Pre-pandemic,351,-70,4,6,3,1,0.8,14,0.6666666666666666,0.3333333333333333,9,4,2018/19,14,0.1529693447814273,-0.03316111865157369
0.20893295203662698,0.12385705524287238,0.29492741804191913,-0.04007313650937701,0.46174893217466173,0.9526666666666667,380,total,2018,42,2018-10-15,2018/19,105,288,Pre-pandemic,351,-63,7,1,1,1,0.5,10,0.5,0.5,5,5,2018/19,10,-0.33363937353690876,0.05516784054220519
0.3353950593359831,0.2557176282204823,0.415598853422223,0.09168872448755969,0.5823510427881349,0.9956666666666667,381,total,2018,43,2018-10-22,2018/19,112,295,Pre-pandemic,351,-56,5,10,1,3,0.9,19,0.9090909090909092,0.09090909090909093,15,1,2018/19,19,0.6371529112053705,0.24739838775132866
0.3981609927553451,0.3154363531035086,0.4821969728724854,0.1658388329636694,0.6442343290606254,0.9996666666666667,382,total,2018,44,2018-10-29,2018/19,119,302,Pre-pandemic,351,-49,9,12,7,7,1.7,35,0.631578947368421,0.3684210526315789,18,10,2018/19,35,0.608512795419236,0.26624891946728124
0.367410320934334,0.29222286080024706,0.44885242100723144,0.14817248687383894,0.5901657385022254,0.999,383,total,2018,45,2018-11-05,2018/19,126,309,Pre-pandemic,351,-42,16,24,10,11,2.5,61,0.7058823529411765,0.29411764705882354,35,15,2018/19,61,0.5543107357057295,0.3665842671983568
0.2636952136667621,0.18914678333310153,0.335598526370824,0.04533956588928703,0.47850110230196535,0.99,384,total,2018,46,2018-11-12,2018/19,133,316,Pre-pandemic,351,-35,14,30,8,5,2.4,57,0.7894736842105263,0.21052631578947367,41,11,2018/19,57,-0.06770774951558506,0.43306717320368776
0.2417046836309913,0.1715220317682591,0.31325761902365556,0.03669933872306761,0.44592413641666784,0.989,385,total,2018,47,2018-11-19,2018/19,140,323,Pre-pandemic,351,-28,26,39,15,2,3.2,82,0.7222222222222222,0.2777777777777778,58,22,2018/19,82,0.3631338997964179,0.3645624203514496
0.22962704403624512,0.16603648085940614,0.2968365831507711,0.040954443892697666,0.42973028332036206,0.993,386,total,2018,48,2018-11-26,2018/19,147,330,Pre-pandemic,351,-21,26,58,14,3,3.8,101,0.8055555555555556,0.19444444444444445,79,19,2018/19,101,0.2081721095680432,0.2644772488886514
0.26042556307764775,0.1963494581003533,0.3234703704773334,0.07628076709083566,0.4419123912457416,0.9973333333333333,387,total,2018,49,2018-12-03,2018/19,154,337,Pre-pandemic,351,-14,48,64,17,3,5.2,132,0.7901234567901234,0.20987654320987653,102,27,2018/19,132,0.2674490855018539,0.19276183633768249
0.3372552539166458,0.276777877692451,0.3935257974142765,0.16006985995232942,0.5009915200670083,0.9996666666666667,388,total,2018,50,2018-12-10,2018/19,161,344,Pre-pandemic,351,-7,42,101,18,2,6.4,163,0.8487394957983193,0.15126050420168066,137,24,2018/19,163,0.21080429809868861,0.2623898482412509
0.4726672880016509,0.4168473896701159,0.5285286068347368,0.3069586010514782,0.6416864799343878,1,389,total,2018,51,2018-12-17,2018/19,168,351,Pre-pandemic,351,0,80,162,59,2,12.2,303,0.7330316742081447,0.2669683257918552,221,80,2018/19,303,0.6196992744367894,0.3265311919013438
0.4115433383500302,0.36130074199981066,0.46374684187064563,0.2674508254102547,0.5622665525900362,1,390,total,2018,52,2018-12-24,2018/19,175,358,Pre-pandemic,351,7,113,245,95,4,17.3,457,0.7205882352941176,0.27941176470588236,326,127,2018/19,457,0.4108394012739412,0.3771980148278183
0.2896013371465629,0.24298124566279466,0.3349204915242301,0.15188798855525437,0.4249144159131228,1,391,total,2018,1,2018-12-31,2018/19,182,365,Pre-pandemic,351,14,163,310,84,5,15.8,562,0.7868020304568528,0.2131979695431472,438,119,2018/19,562,0.20677758467033064,0.36203013961993746
0.29630130520560716,0.25453157374893975,0.3365201746033559,0.17491098054272577,0.42174686650947296,1,392,total,2019,2,2019-01-07,2018/19,189,372,Pre-pandemic,351,21,312,410,111,4,20.9,837,0.7869481765834933,0.21305182341650672,656,177,2018/19,837,0.39826376765798144,0.40889500700976067
0.039399573348068984,-0.0019676190670177007,0.07944491164541168,-0.07587177499171126,0.15467524224549487,0.7386666666666667,393,total,2019,3,2019-01-14,2018/19,196,379,Pre-pandemic,351,28,198,520,92,1,21.3,811,0.8496732026143791,0.1503267973856209,688,122,2018/19,811,-0.03155218658971169,0.2460821417531354
0.0798369900728817,0.040797795680874493,0.11937591969499173,-0.03736512772348244,0.19299184479209316,0.9136666666666666,394,total,2019,4,2019-01-21,2018/19,203,386,Pre-pandemic,351,35,170,563,132,1,23.4,866,0.8100719424460432,0.18992805755395684,701,164,2018/19,866,0.06560902426069996,0.1597745474998251
0.21436728996153143,0.1778789265264018,0.25518658093770963,0.10817651042039361,0.32559611766753416,1,395,total,2019,5,2019-01-28,2018/19,210,393,Pre-pandemic,351,42,322,628,169,1,25.5,1120,0.7879548306148055,0.2120451693851945,882,237,2018/19,1120,0.25717287068069467,0.1723733690024161
0.10121158553677079,0.06459434917791129,0.13756775905326135,0.002801317234990575,0.20293232881584347,0.9783333333333334,396,total,2019,6,2019-02-04,2018/19,217,400,Pre-pandemic,351,49,313,650,268,6,28.1,1237,0.7080610021786492,0.29193899782135074,872,359,2018/19,1237,0.09935196385109203,0.09764541805069374
-0.1255221217069864,-0.16279279999844531,-0.08809828350019955,-0.22781345225769328,-0.0231585688147677,0.006666666666666667,397,total,2019,7,2019-02-11,2018/19,224,407,Pre-pandemic,351,56,293,459,335,2,26.6,1089,0.5780856423173804,0.4219143576826197,628,459,2018/19,1089,-0.12741826378714516,0.07367889875133538
-0.3326622399484229,-0.37199725194664324,-0.2942647108678811,-0.4474978099076493,-0.2223692919218595,0,398,total,2019,8,2019-02-18,2018/19,231,414,Pre-pandemic,351,63,213,289,277,1,21.7,780,0.5106007067137809,0.48939929328621906,398,381,2018/19,780,-0.33368482948737316,-0.02614456468568291
-0.4311402828842099,-0.4743904085960675,-0.39042207771756754,-0.5607367284329152,-0.31024965727053827,0,399,total,2019,9,2019-02-25,2018/19,238,421,Pre-pandemic,351,70,130,144,225,5,15.6,504,0.3902439024390244,0.6097560975609756,195,304,2018/19,504,-0.43664745550568235,-0.19959964623227716
-0.36652755258439784,-0.4162060900486293,-0.3183288114662888,-0.5132281926547954,-0.22454704719178406,0,400,total,2019,10,2019-03-04,2018/19,245,428,Pre-pandemic,351,77,83,80,153,3,11.4,319,0.34334763948497854,0.6566523605150214,108,208,2018/19,319,-0.4572701278043873,-0.338755169146147
-0.12804551732331726,-0.17803882411186533,-0.07491178080627314,-0.28394532464665345,0.017619095963318177,0.04533333333333334,401,total,2019,11,2019-03-11,2018/19,252,435,Pre-pandemic,351,84,107,44,167,3,11.3,321,0.20853080568720375,0.7914691943127962,66,252,2018/19,321,0.006248067811270313,-0.30533858624654314
-0.11492703494823697,-0.16872856773246148,-0.06516641859900019,-0.2690549614499067,0.03838156597017485,0.06766666666666667,402,total,2019,12,2019-03-18,2018/19,259,442,Pre-pandemic,351,91,77,27,172,7,10.4,283,0.135678391959799,0.864321608040201,37,239,2018/19,283,-0.12595240897761426,-0.2534054811191034
-0.16223062025801438,-0.21731477570801028,-0.10495593836458794,-0.3206956818313133,0.0035613655772597915,0.027666666666666666,403,total,2019,13,2019-03-25,2018/19,266,449,Pre-pandemic,351,98,64,17,140,3,9.3,224,0.10828025477707008,0.89171974522293,24,197,2018/19,224,-0.2337078113109728,-0.202670570070426
-0.12684102825431376,-0.18223989170707133,-0.07240329478675767,-0.2855374310940436,0.03487049393357151,0.056,404,total,2019,14,2019-04-01,2018/19,273,456,Pre-pandemic,351,105,54,13,138,1,7.4,206,0.08609271523178808,0.913907284768212,18,187,2018/19,206,-0.08373089291046797,-0.10928576134694618
-0.1365407051755354,-0.19313208766270695,-0.08118692093795943,-0.30263062672612434,0.026218178854492697,0.04933333333333333,405,total,2019,15,2019-04-08,2018/19,280,463,Pre-pandemic,351,112,59,15,101,1,7.2,176,0.12931034482758622,0.8706896551724138,23,152,2018/19,176,-0.15730947239425294,-0.150175146398327
-0.17028846378234208,-0.23192253581557698,-0.1114694127525726,-0.35363495595569805,0.00519520200415787,0.029333333333333333,406,total,2019,16,2019-04-15,2018/19,287,470,Pre-pandemic,351,119,63,4,89,1,6.5,157,0.04301075268817204,0.956989247311828,7,149,2018/19,157,-0.11416947024058495,-0.14722941171406967
-0.2585932491490479,-0.3241594121679874,-0.19734200106624966,-0.44403458564978104,-0.08650295310697817,6.666666666666666e-4,407,total,2019,17,2019-04-22,2018/19,294,477,Pre-pandemic,351,126,31,5,78,7,5.5,121,0.06024096385542168,0.9397590361445785,7,107,2018/19,121,-0.2602658947025289,-0.1538689325619587
-0.31294695828204544,-0.3839555857790098,-0.24989806558023941,-0.5105707560089104,-0.12893288984804288,3.333333333333333e-4,408,total,2019,18,2019-04-29,2018/19,301,484,Pre-pandemic,351,133,23,2,49,2,3.7,76,0.0392156862745098,0.9607843137254902,3,71,2018/19,76,-0.46456838569140635,-0.2490783057571933
-0.2714122678253248,-0.33923345593247767,-0.20240594774317655,-0.4733085347365567,-0.07472281449698963,0.0026666666666666666,409,total,2019,19,2019-05-06,2018/19,308,491,Pre-pandemic,351,140,21,7,37,1,3.4,66,0.1590909090909091,0.8409090909090909,10,55,2018/19,66,-0.1408795180099995,-0.24497081716112992
-0.25072940919865383,-0.32472479042041436,-0.17981547065468817,-0.46869414503444873,-0.04257761520238266,0.009333333333333334,410,total,2019,20,2019-05-13,2018/19,315,498,Pre-pandemic,351,147,20,2,25,1,2.6,48,0.07407407407407407,0.925925925925926,3,44,2018/19,48,-0.31788656974592494,-0.2959000920374649
-0.2261303863102888,-0.30225678197752526,-0.1541287514635724,-0.45663119258123774,-0.007916541188216662,0.019666666666666666,411,total,2019,21,2019-05-20,2018/19,322,505,Pre-pandemic,351,154,18,3,24,3,2.7,48,0.1111111111111111,0.8888888888888888,5,40,2018/19,48,0,-0.2308336183618327
-0.23231695358506999,-0.3111475265421928,-0.15149595299651286,-0.4614344576266193,-0.004958242762558314,0.02266666666666667,412,total,2019,22,2019-05-27,2018/19,329,512,Pre-pandemic,351,161,10,4,8,0,1.4,22,0.3333333333333333,0.6666666666666666,7,15,2018/19,22,-0.7777045685880083,-0.3091176640859832
-0.16085749104019098,-0.23939232777363784,-0.0808769585117427,-0.3845059660355633,0.06723242264654301,0.08566666666666667,413,total,2019,23,2019-06-03,2018/19,336,519,Pre-pandemic,351,168,12,0,12,7,2,31,0,1,0,24,2018/19,31,0.34163021066148125,-0.18849023191811298
-0.14564228699589798,-0.2292175294740132,-0.06665375159227482,-0.37325193503840076,0.08923357034341016,0.11033333333333334,414,total,2019,24,2019-06-10,2018/19,343,526,Pre-pandemic,351,175,10,4,10,1,1.7,25,0.2857142857142857,0.7142857142857143,7,17,2018/19,25,-0.2143399730474502,-0.16260358274349435
-0.14212474904381245,-0.22324953441662898,-0.05758488362706948,-0.37846292127093045,0.09729019578223949,0.13333333333333333,415,total,2019,25,2019-06-17,2018/19,350,533,Pre-pandemic,351,182,3,3,9,3,1.2,18,0.25,0.75,4,11,2018/19,18,-0.32695590786595813,-0.24434255970998384
-0.11074630539118235,-0.1959435444758767,-0.024763181005611923,-0.3534404077213397,0.16079787780689175,0.19166666666666668,416,total,2019,26,2019-06-24,2018/19,357,540,Pre-pandemic,351,189,6,1,7,2,1,16,0.125,0.875,2,12,2018/19,16,-0.11709266628136268,-0.07918958413332244
-0.08313041494847506,-0.16958332964361278,0.0034553493177518213,-0.32659061018724433,0.16293492279527877,0.25733333333333336,417,total,2019,27,2019-07-01,2019/20,0,547,During pandemic,322,225,4,3,10,3,1.2,20,0.2307692307692308,0.7692307692307693,4,13,2019/20,20,0.22190054307461277,-0.10912200103003956
-0.08386813689642514,-0.16996415402026488,0.0014372355744799448,-0.33304214216852446,0.17548417452569828,0.25433333333333336,418,total,2019,28,2019-07-08,2019/20,7,189,During pandemic,322,-133,6,1,7,1,0.9,15,0.125,0.875,2,12,2019/20,15,-0.28602507124415155,-0.1270432755792149
-0.06112911172570734,-0.15005290185314601,0.026899022545861184,-0.3174474867122242,0.1847841903197434,0.32133333333333336,419,total,2019,29,2019-07-15,2019/20,14,196,During pandemic,322,-126,5,3,6,3,1.1,17,0.3333333333333333,0.6666666666666666,5,9,2019/20,17,0.12438371968773553,-0.014208368690791475
-0.02876308285702711,-0.11884530664076653,0.05436440090780459,-0.2839610188023281,0.21428362002660137,0.4116666666666667,420,total,2019,30,2019-07-22,2019/20,21,203,During pandemic,322,-119,1,4,4,1,0.7,10,0.5,0.5,4,4,2019/20,10,-0.5265430396614006,-0.11657096203580096
0.0515178305679469,-0.038155255289583634,0.13858413933417202,-0.21519913637671437,0.3008269655656044,0.6516666666666666,421,total,2019,31,2019-07-29,2019/20,28,210,During pandemic,322,-112,4,2,5,2,1,13,0.2857142857142857,0.7142857142857143,3,8,2019/20,13,0.2600768063598921,-0.10702689621448111
0.12889853095189108,0.043845881128045217,0.21725472955705127,-0.1253556549762115,0.38987855572141683,0.8503333333333334,422,total,2019,32,2019-08-05,2019/20,35,217,During pandemic,322,-105,5,0,2,4,0.9,11,0,1,0,7,2019/20,11,-0.16566712188881744,-0.0769374088756476
0.18758654265306496,0.10344751760923243,0.2750639832029179,-0.048044928873254164,0.4453731415148525,0.9373333333333334,423,total,2019,33,2019-08-12,2019/20,42,224,During pandemic,322,-98,14,2,7,0,1.9,23,0.2222222222222222,0.7777777777777778,5,18,2019/20,23,0.7328875092094594,0.07518853850478338
0.13512419301649436,0.04992750053144113,0.22063563424479282,-0.11387264478771186,0.3882293606803171,0.8543333333333333,424,total,2019,34,2019-08-19,2019/20,49,231,During pandemic,322,-91,15,5,14,1,2.5,35,0.2631578947368421,0.7368421052631579,9,25,2019/20,35,0.41836851294407224,0.3114164266561516
0.009555559787638002,-0.07497031817541588,0.09393764676144678,-0.2270594335473801,0.2529002216267571,0.5306666666666666,425,total,2019,35,2019-08-26,2019/20,56,238,During pandemic,322,-84,13,4,8,2,2.3,27,0.3333333333333333,0.6666666666666666,8,17,2019/20,27,-0.25866740258616494,0.18173037441963732
-0.04907291353256893,-0.13042503285910445,0.03725925994619417,-0.29995399439388143,0.19117397114025758,0.344,426,total,2019,36,2019-09-02,2019/20,63,245,During pandemic,322,-77,5,3,8,0,1.2,16,0.2727272727272727,0.7272727272727273,4,12,2019/20,16,-0.5207144558952378,0.09296854091803225
0.012548523212666751,-0.07198073431593977,0.09638242906797168,-0.2329885885777027,0.25692857819839493,0.544,427,total,2019,37,2019-09-09,2019/20,70,252,During pandemic,322,-70,5,3,11,2,1.4,21,0.21428571428571427,0.7857142857142857,4,15,2019/20,21,0.27045376849160346,-0.02263989426143176
0.10252674345288937,0.02350045670386891,0.1842390726112354,-0.13024948161534658,0.3338797959833798,0.808,428,total,2019,38,2019-09-16,2019/20,77,259,During pandemic,322,-63,3,2,12,2,1.1,19,0.14285714285714285,0.8571428571428571,2,15,2019/20,19,-0.0995847054294366,-0.15212819885480897
0.20322453380747718,0.12446043785231797,0.2792016966925477,-0.02217775240078643,0.4215116961917247,0.961,429,total,2019,39,2019-09-23,2019/20,84,266,During pandemic,322,-56,13,3,21,3,2.1,40,0.125,0.875,5,32,2019/20,40,0.7416879992599392,0.09796065160671708
0.22145717745376747,0.14829866319415752,0.3001896216569918,0.003709912944419803,0.4414769681418564,0.9766666666666667,430,total,2019,40,2019-09-30,2019/20,91,273,During pandemic,322,-49,6,3,14,4,1.2,27,0.17647058823529413,0.8235294117647058,4,19,2019/20,27,-0.3918426064268683,0.13017861397380942
0.2853552493244018,0.20973476950793546,0.36497378504012845,0.06944480086767046,0.5086821324444176,0.9946666666666667,431,total,2019,41,2019-10-07,2019/20,98,280,During pandemic,322,-42,27,4,27,5,2.5,63,0.12903225806451613,0.8709677419354839,7,51,2019/20,63,0.8451870416615122,0.27386193226628663
0.22681828412047023,0.15456241848764718,0.2988698531661437,0.021371351008261104,0.4392120800538792,0.984,432,total,2019,42,2019-10-14,2019/20,105,287,During pandemic,322,-35,26,6,30,6,2.7,68,0.16666666666666666,0.8333333333333334,10,52,2019/20,68,0.07625644360829918,0.31782221952572054
0.18279948313530614,0.11085562881475752,0.2553316843005018,-0.02672176325175939,0.3857374191314855,0.9556666666666667,433,total,2019,43,2019-10-21,2019/20,112,294,During pandemic,322,-28,39,2,35,3,2.7,79,0.05405405405405406,0.945945945945946,4,72,2019/20,79,0.14973566161814145,0.16983413511527112
0.1985145160933448,0.1314550839159121,0.2662529580836357,0.004194714161255816,0.3944027175761424,0.9766666666666667,434,total,2019,44,2019-10-28,2019/20,119,301,During pandemic,322,-21,48,6,41,5,3.4,100,0.1276595744680851,0.8723404255319149,12,83,2019/20,100,0.23545681154756667,0.32665898960887985
0.3085729867493656,0.24459720937901852,0.3716690617854941,0.12217390457757496,0.48923039875584795,0.999,435,total,2019,45,2019-11-04,2019/20,126,308,During pandemic,322,-14,52,7,35,8,3.6,102,0.16666666666666666,0.8333333333333334,16,78,2019/20,102,0.01978303884944496,0.12030798890586307
0.5843950210016251,0.5231483405997743,0.6468269324437415,0.41411092988306614,0.7559820375833148,1,436,total,2019,46,2019-11-11,2019/20,133,315,During pandemic,322,-7,79,6,112,17,7.1,214,0.05084745762711865,0.9491525423728814,10,187,2019/20,214,0.7404904704250173,0.28636649561004257
0.6699565239817438,0.6141929220127058,0.72223227012464,0.5125931464494359,0.8235596975335643,1,437,total,2019,47,2019-11-18,2019/20,140,322,During pandemic,322,0,195,14,274,13,15.2,496,0.04861111111111111,0.9513888888888888,23,460,2019/20,496,0.8403343237113662,0.45901616113334875
0.3671427197570547,0.3208630856830814,0.41303349279691814,0.229332172387583,0.5024152334478711,1,438,total,2019,48,2019-11-25,2019/20,147,329,During pandemic,322,7,189,20,407,14,17,630,0.0468384074941452,0.9531615925058547,29,587,2019/20,630,0.2391010176410065,0.4599272126567087
0.2779474945675,0.23774040682472664,0.317514220155801,0.1605507116248191,0.39283886055583767,1,439,total,2019,49,2019-12-02,2019/20,154,336,During pandemic,322,14,227,22,585,18,20.2,852,0.03624382207578253,0.9637561779242174,30,804,2019/20,852,0.30182535388590054,0.5304377914158226
0.1818028804869063,0.14218554622312052,0.2207386559598472,0.06840294057866567,0.2916825274017618,0.999,440,total,2019,50,2019-12-09,2019/20,161,343,During pandemic,322,21,369,21,614,17,21.1,1021,0.03307086614173228,0.9669291338582676,33,971,2019/20,1021,0.180931865727582,0.3905481402414638
0.06483808577841943,0.028551088892798004,0.10420418332315773,-0.04691239868774388,0.17920061051285896,0.88,441,total,2019,51,2019-12-16,2019/20,168,350,During pandemic,322,28,415,39,615,27,22.6,1096,0.05963302752293578,0.9403669724770642,64,1005,2019/20,1096,0.07087794766018532,0.1981840462286686
-0.082078027522976,-0.11955701674610908,-0.04473251008524315,-0.18729481483121493,0.02438376398522419,0.07633333333333334,442,total,2019,52,2019-12-23,2019/20,175,357,During pandemic,322,35,301,50,613,24,25.9,988,0.07541478129713423,0.9245852187028658,73,891,2019/20,988,-0.10372979702076052,0.11247634256322683
-0.1893171606438302,-0.22945233959860656,-0.15083934047291536,-0.3008425833798897,-0.07594618166649122,0,443,total,2019,1,2019-12-30,2019/20,182,364,During pandemic,322,42,317,62,459,36,19.2,874,0.11900191938579656,0.8809980806142035,100,738,2019/20,874,-0.12258912161447484,0.006372723688132988
-0.5059267415624205,-0.5495853105174431,-0.4626153457273898,-0.6317934240338726,-0.3775794592299367,0,444,total,2020,2,2020-01-06,2019/20,189,371,During pandemic,322,49,233,67,175,22,12.9,497,0.2768595041322314,0.7231404958677686,132,343,2019/20,497,-0.5644035724858153,-0.17996113586521634
-0.5028409104906992,-0.5533859370738528,-0.455361078769265,-0.6456633504993216,-0.36344002742892767,0,445,total,2020,3,2020-01-13,2019/20,196,378,During pandemic,322,56,110,46,99,26,9.2,281,0.31724137931034485,0.6827586206896552,81,174,2019/20,281,-0.5700807351881406,-0.3402008065772978
-0.24272077990929786,-0.2968381683458139,-0.19151223299371112,-0.3998176027214185,-0.08593690891637638,0.0016666666666666668,446,total,2020,4,2020-01-20,2019/20,203,385,During pandemic,322,63,60,53,81,30,6.9,224,0.3955223880597014,0.6044776119402985,77,117,2019/20,224,-0.22661809710560493,-0.37092288159850895
-0.028678622483026217,-0.08612624452291473,0.026039847989488996,-0.18818454442119154,0.13402802541893882,0.36333333333333334,447,total,2020,5,2020-01-27,2019/20,210,392,During pandemic,322,70,88,54,66,53,7.8,261,0.45,0.55,94,114,2019/20,261,0.15281109489820197,-0.3020728274703397
-0.04557034185397013,-0.0999858641103184,0.010666179542507592,-0.20530684185882106,0.11373858757501319,0.28533333333333333,448,total,2020,6,2020-02-03,2019/20,217,399,During pandemic,322,77,47,53,45,48,5.7,193,0.5408163265306123,0.45918367346938777,78,67,2019/20,193,-0.30169528627061454,-0.23639575591653955
0.0974710309687743,0.04311746292907115,0.15356950444705864,-0.05850055293465344,0.2573549570528427,0.883,449,total,2020,7,2020-02-10,2019/20,224,406,During pandemic,322,84,112,61,40,57,6.7,270,0.6039603960396039,0.39603960396039606,129,84,2019/20,270,0.3355840713641012,-0.009979554278479075
0.03186042274586631,-0.025453387190344623,0.08719380820007538,-0.1283368596390506,0.1897464945982442,0.6413333333333333,450,total,2020,8,2020-02-17,2019/20,231,413,During pandemic,322,91,77,51,37,58,6.4,223,0.5795454545454546,0.4204545454545454,96,69,2019/20,223,-0.19117215936008322,-0.001118069842098654
0.10036851865332208,0.04642488652493104,0.15535389041442205,-0.05484462586964991,0.26834953660790684,0.8976666666666666,451,total,2020,9,2020-02-24,2019/20,238,420,During pandemic,322,98,83,76,42,96,5.9,297,0.6440677966101694,0.3559322033898305,129,72,2019/20,297,0.2864486810300752,0.03229132669086967
-0.06523079445763669,-0.11678965046273215,-0.010298521774142255,-0.223190925384148,0.08840100282151762,0.20833333333333334,452,total,2020,10,2020-03-02,2019/20,245,427,During pandemic,322,105,64,77,22,79,5.5,242,0.7777777777777778,0.2222222222222222,127,36,2019/20,242,-0.20471791852454924,0.05653566862738596
-0.23066920612329378,-0.2878695037863903,-0.17746485623439923,-0.39313136780202873,-0.061392173892463195,0.0033333333333333335,453,total,2020,11,2020-03-09,2019/20,252,434,During pandemic,322,112,70,53,18,95,3.9,236,0.7464788732394366,0.2535211267605634,105,36,2019/20,236,-0.025095419852545615,-0.03363420417677572
-0.640410333183433,-0.7007467404549412,-0.5730905158923829,-0.8275200388399919,-0.4516547196551072,0,454,total,2020,12,2020-03-16,2019/20,259,441,During pandemic,322,119,41,29,4,41,2,115,0.8787878787878788,0.12121212121212122,65,9,2019/20,115,-0.7184541283636302,-0.16545469642766245
-0.9183293611527747,-0.9977086554401141,-0.843307965052499,-1.1400855343343443,-0.6991397895260787,0,455,total,2020,13,2020-03-23,2019/20,266,448,During pandemic,322,126,18,9,2,12,0.8,41,0.8181818181818182,0.18181818181818185,24,5,2019/20,41,-1.029793194225648,-0.4945151652415932
-0.9971720881139492,-1.0867655023158411,-0.9109444740047754,-1.2647186084776803,-0.7411990388103047,0,456,total,2020,14,2020-03-30,2019/20,273,455,During pandemic,322,133,2,2,0,2,0.1,6,1,0,4,0,2019/20,6,-1.9077193503229235,-0.9202655231911868
-0.9044016152322537,-1.0066755176410995,-0.8051518992817777,-1.2044788457666198,-0.6117323877776973,0,457,total,2020,15,2020-04-06,2019/20,280,462,During pandemic,322,140,2,0,0,4,0.2,6,0,0,0,0,2019/20,6,0,-0.9139916682280504
