"","Source","Year","Week","Season","date","cases_total","gr","gr_smooth","date_int","log_y","fitted_log","fitted_se","lower","upper","r_week","lower_r","upper_r"
"245","FluNet",2018,45,"2018/19",2018-11-11,76,0.611597313595838,0.491696619967674,741,4.33204826486764,4.11057196923976,0.181981461469588,3.75388830475936,4.46725563372015,0.220547952609966,0.235946111846408,0.205149793373523
"246","FluNet",2018,46,"2018/19",2018-11-18,88,0.145711811181394,0.314014409325523,743,4.47847253294213,4.53873469632699,0.17488375716203,4.19596253228941,4.88150686036457,0.214081363543619,0.221037113765025,0.207125613322212
"247","FluNet",2018,47,"2018/19",2018-11-25,99,0.117155092150663,0.291488072309298,745,4.59612944133594,4.95126232527088,0.177480621405688,4.60340030731573,5.29912434322602,0.206263814471941,0.203718887513157,0.208808741430726
"248","FluNet",2018,48,"2018/19",2018-12-02,156,0.452898365815661,0.238588423049239,747,5.05049682752139,5.34545293606076,0.186778638220787,4.97936680514802,5.7115390669735,0.197095305394943,0.187983248916145,0.20620736187374
"249","FluNet",2018,49,"2018/19",2018-12-09,206,0.27724440242088,0.282432620129068,749,5.32836148789641,5.71860460868598,0.197463519141261,5.33157611116911,6.10563310620285,0.186575836312608,0.176104653010544,0.197047019614673
"250","FluNet",2018,50,"2018/19",2018-12-16,268,0.262550501547832,0.330897756594791,751,5.59136004524191,6.06801542313588,0.204239083273183,5.66770681992044,6.46832402635132,0.17470540722495,0.168065354375666,0.181345460074233
"251","FluNet",2018,51,"2018/19",2018-12-23,561,0.737760860229578,0.42585192139943,753,6.32989914275693,6.39092075988317,0.203416315398809,5.9922247817015,6.78961673806484,0.161452668373646,0.162258980890533,0.160646355856759
"252","FluNet",2018,52,"2018/19",2018-12-30,732,0.265851566712725,0.422054309496712,755,6.5959171166526,6.68405966662396,0.195813593403924,6.30026502355227,7.06785430969565,0.146569453370396,0.154020120925383,0.139118785815409
"253","FluNet",2018,1,"2018/19",2019-01-06,1310,0.581700681872238,0.52843770293818,757,7.17785874915962,6.94393515466561,0.185043301264653,6.58125028418689,7.30662002514433,0.129937744020826,0.140492630317311,0.11938285772434
"254","FluNet",2019,2,"2018/19",2019-01-13,1870,0.35579703102474,0.401116426536568,759,7.53374718435467,7.16704879792609,0.175473583630021,6.82312057401125,7.51097702184093,0.11155682163024,0.120935144912179,0.1021784983483
"255","FluNet",2019,3,"2018/19",2019-01-20,1847,-0.0123724009658446,0.308375103977045,761,7.52137212058527,7.34990217032339,0.17108731094978,7.01457104086182,7.68523329978496,0.0914266861986484,0.0957252334252838,0.0871281389720129
"256","FluNet",2019,4,"2018/19",2019-01-27,2163,0.157893906842583,0.167106178967159,763,7.67929765696946,7.48899684577548,0.173775534404738,7.1483967983422,7.82959689320877,0.0695473377260463,0.0669128787401876,0.072181796711905
"257","FluNet",2019,5,"2018/19",2019-02-03,2453,0.125788295865019,0.0904366005805857,765,7.80510780983604,7.58083439820036,0.182238926587662,7.22364610208854,7.93802269431218,0.04591877621244,0.0376246518731747,0.0542129005517054
"258","FluNet",2019,6,"2018/19",2019-02-10,2769,0.1211512219432,0.134944474883601,767,7.92627763663948,7.62191640151601,0.192757865307246,7.24411098551381,7.99972181751821,0.0205410016578234,0.0102324417126312,0.0308495616030156
"259","FluNet",2019,7,"2018/19",2019-02-17,2920,0.0530880360072059,0.100009184605142,769,7.97937314125127,7.60874442964039,0.200926235255035,7.21492900854052,8.00255985074026,-0.00658598593780768,-0.0145909884866411,0.00141901661102573
"260","FluNet",2019,8,"2018/19",2019-02-24,2050,-0.35367116864825,-0.0598106368992815,771,7.62564385143053,7.53784106287337,0.202942348120123,7.14007406055793,7.93560806518881,-0.0354516833835126,-0.0374274739912988,-0.0334758927757264
"261","FluNet",2019,9,"2018/19",2019-03-03,1316,-0.443106965895749,-0.247896699512265,773,7.18242809684028,7.4091783786523,0.197635877040171,7.02181205965356,7.79654469765103,-0.0643313421105365,-0.059131000452183,-0.06953168376889
"262","FluNet",2019,10,"2018/19",2019-03-10,899,-0.380892925545776,-0.392557020029925,775,6.80139426299073,7.22998199062239,0.188045271651743,6.86141325818498,7.59855072305981,-0.0895981940149513,-0.0801994007342928,-0.0989969872956098
"263","FluNet",2019,11,"2018/19",2019-03-17,671,-0.292325037427296,-0.37210830962294,777,6.50891815716419,7.00839381946218,0.178490370101969,6.65855269406232,7.35823494486204,-0.110794085580107,-0.101430282061328,-0.120157889098886
"264","FluNet",2019,12,"2018/19",2019-03-24,693,0.0322372237915944,-0.213660246393826,779,6.54117428892394,6.75255578585015,0.173228815947995,6.41302730659208,7.09208426510822,-0.127919016806014,-0.12276269373512,-0.133075339876908
"265","FluNet",2019,13,"2018/19",2019-03-31,495,-0.336183885984844,-0.198757233206848,781,6.20475976236738,6.47060981046484,0.174892794322419,6.1278199335929,6.81339968733678,-0.140972987692657,-0.142603686499592,-0.139342288885722
"266","FluNet",2019,14,"2018/19",2019-04-07,419,-0.166503827862782,-0.156816830018677,783,6.03810955493103,6.17069781398474,0.183200254782148,5.81162531461173,6.52977031335775,-0.149955998240049,-0.158097309490584,-0.141814686989515
"267","FluNet",2019,15,"2018/19",2019-04-14,417,-0.00477898161634993,-0.169155565154659,785,6.0333260012029,5.86096171708837,0.195386655625561,5.47800387206227,6.24391956211447,-0.154868048448183,-0.166810721274727,-0.142925375621638
"268","FluNet",2019,16,"2018/19",2019-04-21,312,-0.289680075114454,-0.153654294864529,787,5.74332364927673,5.54954344045426,0.208001880353363,5.14185975496167,5.95722712594685,-0.155709138317058,-0.168072058550304,-0.143346218083813
"269","FluNet",2019,17,"2018/19",2019-04-28,321,0.0283930745012171,-0.0886886607431956,789,5.77175260109547,5.24458490476089,0.218632513443262,4.8160651784121,5.67310463110969,-0.152479267846681,-0.162897288274782,-0.142061247418579
"270","FluNet",2019,18,"2018/19",2019-05-05,182,-0.566247370655128,-0.275844790422788,791,5.20455598673356,4.95403487853804,0.22740523249327,4.50832062285123,5.39974913422484,-0.14527501311143,-0.153872277780437,-0.136677748442422
"271","FluNet",2019,19,"2018/19",2019-05-12,86,-0.746605759084712,-0.428153351746208,793,4.45550941143368,4.6835723255656,0.23882885677298,4.21546776629056,5.15167688484064,-0.135231276486218,-0.146426428280333,-0.124036124692102
"272","FluNet",2019,20,"2018/19",2019-05-19,75,-0.136011757682855,-0.482954962474232,795,4.31882055877009,4.4374001442032,0.258053920003343,3.93161446099665,4.94318582740976,-0.123086090681197,-0.141926652646954,-0.104245528715441
"273","FluNet",2019,40,"2019/20",2019-10-06,69,-0.00414029518421164,-0.29558593731726,816,4.23555473077362,4.27938594102319,0.317666586135462,3.65675943219768,4.90201244984869,-0.00752448586571507,-0.0130883347047129,-0.00196063702671728
"274","FluNet",2019,41,"2019/20",2019-10-13,91,0.27501221971073,0.0449533889478877,818,4.51195780426591,4.51451017220353,0.269458961101017,3.98637060844553,5.04264973596152,0.117562115590168,0.164805588123925,0.070318643056412
"275","FluNet",2019,42,"2019/20",2019-10-20,90,-0.0109891215755953,0.086627600983641,820,4.50092016461429,4.77269065688387,0.230009302244085,4.32187242448547,5.22350888928228,0.129090242340173,0.167750908019967,0.0904295766603802
"276","FluNet",2019,43,"2019/20",2019-10-27,171,0.639233415900114,0.301085504678416,822,5.14224818089815,5.04649977277105,0.207534082405446,4.63973297125637,5.45326657428572,0.136904557943587,0.158930273385453,0.114878842501722
"277","FluNet",2019,44,"2019/20",2019-11-03,230,0.295667595830708,0.307970630051742,824,5.43851399704132,5.32850989757183,0.204588386906046,4.92751665923597,5.72950313590768,0.14100506240039,0.143891843989802,0.138118280810978
"278","FluNet",2019,45,"2019/20",2019-11-10,195,-0.164690483011283,0.256736842906513,826,5.27351224762907,5.61129340899303,0.214313859319438,5.19123824472693,6.03134857325913,0.141391755710604,0.13186079274548,0.150922718675728
"279","FluNet",2019,46,"2019/20",2019-11-17,245,0.227736567809155,0.119571226876193,828,5.50166629053407,5.8874226924779,0.225307094227994,5.44582078779103,6.32902459716477,0.138064641742432,0.127291271532047,0.148838011952816
"280","FluNet",2019,47,"2019/20",2019-11-24,561,0.827314826943923,0.296786970580598,830,6.32989914275693,6.14954773944223,0.22904121144757,5.70062696500499,6.59846851387946,0.131062523482165,0.12740308860698,0.134721958357349
"281","FluNet",2019,48,"2019/20",2019-12-01,1133,0.702453695769086,0.585835030174054,832,7.03271251838652,6.39058693651881,0.224641763733497,5.95028907960116,6.83088479343647,0.120519598538293,0.124831057298085,0.116208139778502
"282","FluNet",2019,1,"2019/20",2020-01-05,2526,0.160304950956876,0.563357824556628,838,7.83443189040871,6.91695310779982,0.196042435681066,6.53270993386493,7.30119628173471,0.087727695213501,0.097070142377295,0.0783852480497069
"283","FluNet",2020,2,"2019/20",2020-01-12,1601,-0.45589425568275,0.135621463681071,840,7.37844617200801,7.00341258470315,0.193840399146851,6.62348540237532,7.38333976703097,0.0432297384516636,0.0453877342551952,0.041071742648132
"284","FluNet",2020,3,"2019/20",2020-01-19,838,-0.647081387785949,-0.314223564170608,842,6.73113742510486,7.03366805140759,0.197229626755306,6.64709798296719,7.42023811984799,0.0151277333522213,0.0118062902959348,0.0184491764085077
"285","FluNet",2020,4,"2019/20",2020-01-26,509,-0.498184728600484,-0.533720124023061,844,6.23264446090829,7.00069587585091,0.203200958099794,6.60242199797532,7.39896975372651,-0.0164860877783379,-0.0223379924959359,-0.0106341830607399
"286","FluNet",2020,5,"2019/20",2020-02-02,476,-0.0669621295685232,-0.404076081984986,846,6.16562791620047,6.8974724259709,0.207345833638405,6.49107459203963,7.30387025990217,-0.051611724940007,-0.0556737029678458,-0.0475497469121682
"287","FluNet",2020,6,"2019/20",2020-02-09,395,-0.186316935886548,-0.250487931351852,848,5.97913889741734,6.71722351265258,0.205653479413571,6.31414269300198,7.12030433230318,-0.0901244566591606,-0.0884659495188229,-0.0917829637994982
"288","FluNet",2020,7,"2019/20",2020-02-16,392,-0.00761424998524607,-0.0869644384801056,850,5.97151690929829,6.45915986556809,0.197902552161885,6.0712708633308,6.84704886780539,-0.129031823542243,-0.121435914835591,-0.136627732248894
"289","FluNet",2020,8,"2019/20",2020-02-23,363,-0.076757240248889,-0.0902294753735609,852,5.89467827842029,6.12861808506139,0.187900854099839,5.7603324110257,6.49690375909707,-0.165270890253353,-0.155469226152547,-0.175072554354158
"290","FluNet",2020,9,"2019/20",2020-03-01,361,-0.00551725537475445,-0.0299629152029632,854,5.88915492828341,5.73121240958929,0.180274501606076,5.37787438644138,6.0845504327372,-0.19870283773605,-0.191229012292163,-0.206176663179938
"291","FluNet",2020,10,"2019/20",2020-03-08,309,-0.155303949474169,-0.079192815032604,856,5.73366484913807,5.27255707760864,0.178665493395851,4.92237271055277,5.62274144466451,-0.229327665990323,-0.227750837944303,-0.230904494036343
"292","FluNet",2020,11,"2019/20",2020-03-15,254,-0.195657256134074,-0.118826153660999,858,5.53772789032612,4.75826632757627,0.18386445976501,4.39789198643685,5.11864066871569,-0.257145375016183,-0.262240362057959,-0.252050387974408
"293","FluNet",2020,12,"2019/20",2020-03-22,242,-0.0482991256130392,-0.13308677707376,860,5.48935086394401,4.19395439794901,0.19337212712769,3.81494502877874,4.57296376711928,-0.282155964813631,-0.291473478829057,-0.272838450798205
"294","FluNet",2020,13,"2019/20",2020-03-29,80,-1.10274452595302,-0.448900302566711,862,4.38327585407431,3.58523552718369,0.202937133019575,3.18747874646533,3.98299230790206,-0.304359435382659,-0.313733141156707,-0.294985729608611
"295","FluNet",2020,14,"2019/20",2020-04-05,48,-0.50669338648108,-0.55257901268238,864,3.87328217711172,2.93772395373715,0.208562804037326,2.528940857824,3.34650704965031,-0.323755786723269,-0.329268944320665,-0.318242629125874
"296","FluNet",2020,15,"2019/20",2020-04-12,13,-1.27887411249905,-0.962770674977718,866,2.57261223020711,2.25703391606622,0.208161983944304,1.84903642753539,2.66503140459706,-0.340345018835466,-0.339952215144304,-0.340737822526628
"297","FluNet",2020,16,"2019/20",2020-04-19,1,-2.19722457733622,-1.32759735877212,868,0.0953101798043249,1.55112990922824,0.204210371050505,1.15087758196925,1.95138223648723,-0.352952003418994,-0.349079422783071,-0.356824584054917
"298","FluNet",2020,17,"2019/20",2020-04-26,4,1.09861228866811,-0.792495467055721,870,1.41098697371026,0.839457641781306,0.206675541244699,0.434373580941697,1.24454170262091,-0.355836133723465,-0.358252000513775,-0.353420266933155
"299","FluNet",2020,18,"2019/20",2020-05-03,1,-1.09861228866811,-0.732408192445406,872,0.0953101798043249,0.144963350380089,0.225492101210951,-0.297001167993376,0.586927868753554,-0.347247145700608,-0.365687374467536,-0.328806916933681
"300","FluNet",2020,19,"2019/20",2020-05-10,0,-1.09861228866811,-0.366204096222703,874,-2.30258509299405,-0.509405880254461,0.262814443363924,-1.02452218924775,0.00571042873883043,-0.327184615317275,-0.363760510627189,-0.290608720007362
"301","FluNet",2020,20,"2019/20",2020-05-17,0,0,-0.732408192445406,876,-2.30258509299405,-1.1007029654014,0.312963115277463,-1.71411067134523,-0.48729525945757,-0.295648542573468,-0.344794241048736,-0.2465028440982
"302","FluNet",2020,40,"2020/21",2020-10-04,4,0.109861228866811,-0.329583686600433,897,1.41098697371026,0.344504077308467,0.276038714830902,-0.1965318037601,0.885539958377035,0.068819382986184,0.0722656603611964,0.0653731056111717
"303","FluNet",2020,41,"2020/21",2020-10-11,4,0,0.0366204096222703,899,1.41098697371026,0.967227702066,0.241003497765058,0.494860846446486,1.43959455768551,0.311361812378767,0.345696325103293,0.27702729965424
"304","FluNet",2020,42,"2020/21",2020-10-18,13,1.09861228866811,0.402824505844974,901,2.57261223020711,1.54805343071486,0.221172781286823,1.11455477939268,1.98155208203703,0.290412864324429,0.309846966473099,0.270978762175759
"305","FluNet",2020,43,"2020/21",2020-10-25,16,0.200670695462151,0.43309432804342,903,2.77881927199042,2.05294629436805,0.214127814209283,1.63325577851785,2.47263681021824,0.252446431826595,0.259350499562585,0.245542364090606
"306","FluNet",2020,44,"2020/21",2020-11-01,6,-0.931558204004943,0.122574926708439,905,1.80828877117927,2.44814018240321,0.211703796176483,2.03320074189731,2.86307962290912,0.197596944017583,0.199972481689727,0.195221406345439
"307","FluNet",2020,45,"2020/21",2020-11-08,8,0.268263986594679,-0.154207840649371,907,2.09186406167839,2.7178725165438,0.206547691995216,2.31303904023317,3.12270599285442,0.134866167070292,0.139919149167934,0.129813184972649
"308","FluNet",2020,46,"2020/21",2020-11-15,15,0.60077386042893,-0.0208401189937779,909,2.71469474382088,2.87541940818869,0.197443547758552,2.48843005458193,3.26240876179546,0.078773445822448,0.0876955071743788,0.0698513844705173
"309","FluNet",2020,47,"2020/21",2020-11-22,14,-0.0666913744986721,0.267448824174979,911,2.64617479738412,2.93669222912142,0.186641225973663,2.57087542621304,3.3025090320298,0.0306364104663637,0.0412226858155551,0.0200501351171722
"310","FluNet",2020,48,"2020/21",2020-11-29,12,-0.148420005118273,0.128554160270662,913,2.4932054526027,2.91760235112548,0.17793051608082,2.56885853960708,3.26634616264389,-0.00954493899796893,-0.00100844330298355,-0.0180814346929543
"311","FluNet",2020,49,"2020/21",2020-12-06,18,0.392042087776023,0.0589769027196927,915,2.89591193827178,2.8340611459844,0.174879182571955,2.49129794814336,3.17682434382543,-0.0417706025705442,-0.0387802957318562,-0.0447609094092323
"312","FluNet",2020,50,"2020/21",2020-12-13,9,-0.666478933477784,-0.140952283606678,917,2.2082744135228,2.70197998548166,0.178802154477465,2.35152776270583,3.05243220825749,-0.0660405802513675,-0.0698850927187671,-0.0621960677839679
"313","FluNet",2020,51,"2020/21",2020-12-20,10,0.100083458556982,-0.058117795714926,919,2.31253542384721,2.53727024140079,0.187758675681877,2.16926323706431,2.90527724573727,-0.0823548720404339,-0.0911322628207576,-0.0735774812601102
"314","FluNet",2020,52,"2020/21",2020-12-27,8,-0.211309093667207,-0.259234856196003,921,2.09186406167839,2.3558432855253,0.19755525769788,1.96863498043745,2.74305159061314,-0.0907134779377483,-0.100314128313432,-0.0811128275620652
"315","FluNet",2020,53,"2020/21",2021-01-03,6,-0.268263986594679,-0.126496540568301,923,1.80828877117927,2.17361048963868,0.203525586779658,1.77470033955055,2.57252063972681,-0.0911163979433065,-0.0969673204434488,-0.0852654754431641
"316","FluNet",2021,1,"2020/21",2021-01-10,10,0.479573080261886,0,925,2.31253542384721,2.00520025332667,0.202151217467197,1.60898386709096,2.40141663956237,-0.0842051181560084,-0.0828582362297967,-0.0855520000822201
"317","FluNet",2021,2,"2020/21",2021-01-17,7,-0.336472236621213,-0.0417210476513354,927,1.96009478404727,1.85447216898958,0.194282631419763,1.47367821140685,2.23526612657232,-0.0753640421685415,-0.0676528278420563,-0.0830752564950268
"318","FluNet",2021,3,"2020/21",2021-01-24,6,-0.143100843640673,0,929,1.80828877117927,1.71990525635562,0.183659604486671,1.35993243156174,2.07987808114949,-0.0672834563169823,-0.0568728899225521,-0.0776940227114125
"319","FluNet",2021,4,"2020/21",2021-01-31,4,-0.367724780125317,-0.282432620129068,931,1.41098697371026,1.59993874203652,0.17475450291305,1.25741991632694,1.9424575677461,-0.0599832571595479,-0.0512562576173995,-0.0687102567016963
"320","FluNet",2021,5,"2020/21",2021-02-07,12,1.02165124753198,0.170275207921997,933,2.4932054526027,1.49301185264404,0.171486898702434,1.15689753118727,1.82912617410081,-0.053463444696239,-0.0502611925698351,-0.0566656968226429
"321","FluNet",2021,6,"2020/21",2021-02-14,7,-0.510825623765991,0.0477002812135578,935,1.96009478404727,1.39756381478994,0.175426304013349,1.05372825892377,1.7413993706561,-0.0477240189270535,-0.0515846361317503,-0.0438634017223566
"322","FluNet",2021,7,"2020/21",2021-02-21,10,0.336472236621213,0.282432620129068,937,2.31253542384721,1.31203385508596,0.18485454281727,0.949718951164108,1.67434875900781,-0.0427649798519897,-0.0520046538798325,-0.0335253058241469
"323","FluNet",2021,8,"2020/21",2021-02-28,2,-1.43508452528932,-0.5364793041447,939,0.741937344729377,1.23486120014386,0.195782413026515,0.851127670611892,1.61859472967583,-0.0385863274710482,-0.0492956402761081,-0.0278770146659882
"324","FluNet",2021,9,"2020/21",2021-03-07,4,0.587786664902119,-0.170275207921997,941,1.41098697371026,1.16448507657539,0.20372479328218,0.765184481742316,1.56378567140846,-0.0351880617842366,-0.0429715944347879,-0.0274045291336853
"325","FluNet",2021,10,"2020/21",2021-03-14,3,-0.251314428280906,-0.366204096222703,943,1.1314021114911,1.09935364104038,0.204918272505559,0.697713826929483,1.50099345515127,-0.0325657177675052,-0.0337353274064165,-0.0313961081285938
"326","FluNet",2021,11,"2020/21",2021-03-21,7,0.762140052046896,0.366204096222703,945,1.96009478404727,1.03972907928275,0.198352910967727,0.650957373786001,1.42850078477949,-0.0298122808788162,-0.0233782265717408,-0.0362463351858915
"327","FluNet",2021,12,"2020/21",2021-03-28,0,-2.70805020110221,-0.732408192445407,947,-2.30258509299405,0.989882723624638,0.187613539319795,0.622160186557839,1.35760526069144,-0.0249231778290539,-0.0143985936140811,-0.0354477620440267
"328","FluNet",2021,13,"2020/21",2021-04-04,1,1.09861228866811,-0.282432620129068,949,0.0953101798043249,0.954622500088313,0.177986656848601,0.605768652665056,1.30347634751157,-0.0176301117681624,-0.00819576694639185,-0.027064456589933
"329","FluNet",2021,14,"2020/21",2021-04-11,5,1.29928298413026,-0.10338497610128,951,1.62924053973028,0.938756334696052,0.17490853835431,0.595935599521604,1.2815770698705,-0.00793308269613047,-0.00491652657172581,-0.0109496388205352
"330","FluNet",2021,15,"2020/21",2021-04-18,5,0,0.799298424266124,953,1.62924053973028,0.947092153470121,0.181651275608943,0.591055653276593,1.30312865366365,0.00416790938703437,-0.0024399731225056,0.0107757918965744
"331","FluNet",2021,16,"2020/21",2021-04-25,7,0.310154928303839,0.5364793041447,955,1.96009478404727,0.984437882432794,0.197428513648585,0.597477995681568,1.37139776918402,0.0186728644813366,0.00321117120248782,0.0341345577601855
"332","FluNet",2021,17,"2020/21",2021-05-02,1,-1.6094379124341,-0.43309432804342,957,0.0953101798043249,1.05560144760634,0.21828045897563,0.627771748014106,1.48343114719858,0.0355817825867739,0.015146876166269,0.0560166890072787
"333","FluNet",2021,18,"2020/21",2021-05-09,3,0.847297860387204,-0.150661707914352,959,1.1314021114911,1.16539077501304,0.239476512371603,0.696016810764695,1.63476473926138,0.0548946637033469,0.0341225313752941,0.0756667960313997
"334","FluNet",2021,19,"2020/21",2021-05-16,8,0.887303195000903,0.0417210476513354,961,2.09186406167839,1.31861379067515,0.257090666395448,0.814716084540069,1.82251149681023,0.0766115078310559,0.0593496368876871,0.0938733787744247
"335","FluNet",2021,20,"2020/21",2021-05-23,3,-0.887303195000903,0.282432620129068,963,1.1314021114911,1.51941588043089,0.268857360315172,0.992455454213152,2.04637630664863,0.100401044877871,0.0888696848365418,0.111932404919201
"336","FluNet",2021,40,"2021/22",2021-10-10,118,0.176107499603991,0.0587024998679969,984,4.77153172320332,4.36108881359499,0.305128833285828,3.76303630035477,4.95914132683521,0.1353177587221,0.131932421244839,0.138703096199361
"337","FluNet",2021,41,"2021/22",2021-10-17,118,0,-0.237065231798971,986,4.77153172320332,4.49130126039948,0.27381500571066,3.95462384920659,5.02797867159238,0.0651062234022457,0.0957937744259105,0.0344186723785809
"338","FluNet",2021,42,"2021/22",2021-10-24,125,0.0573927979966529,0.0778334325335479,988,4.82911341747287,4.58519556589653,0.240143001421234,4.11451528311092,5.05587584868215,0.0469471527485257,0.0799457169521633,0.013948588544888
"339","FluNet",2021,43,"2021/22",2021-10-31,102,-0.202442959993376,-0.0483500539989077,990,4.62595272517062,4.64617900079569,0.210175792914912,4.23423444668246,5.05812355490892,0.030491717449578,0.0598595817857728,0.00112385311338326
"340","FluNet",2021,44,"2021/22",2021-11-07,61,-0.51082562376599,-0.218625261920905,992,4.11251186617755,4.67765883580651,0.190219607236742,4.3048284056225,5.05048926599053,0.0157399175054111,0.0352969794700178,-0.00381714445919545
"341","FluNet",2021,45,"2021/22",2021-11-14,58,-0.0500104205746617,-0.254426334778009,994,4.06216566385787,4.68304234163857,0.184034043714868,4.32233561595743,5.04374906731971,0.0026917529160273,0.00875360516746415,-0.00337009933540955
"342","FluNet",2021,46,"2021/22",2021-11-21,74,0.241772371147703,-0.106354557730983,996,4.30541553230204,4.6657367890014,0.189557050604229,4.29420496981711,5.03726860818569,-0.00865277631858286,-0.0140653230701568,-0.00324022956700887
"343","FluNet",2021,47,"2021/22",2021-11-28,82,0.101999167955121,0.0979203728427208,998,4.40793801645838,4.62914944860459,0.199860270727296,4.23742331797909,5.02087557923009,-0.0182936701984069,-0.0283908259190122,-0.00819651447780156
"344","FluNet",2021,48,"2021/22",2021-12-05,99,0.187359350823912,0.177043629975579,1000,4.59612944133594,4.57668760975655,0.207269755337839,4.17043888929439,4.98293633021872,-0.0262309194240187,-0.0334922143423513,-0.0189696245056861
"345","FluNet",2021,49,"2021/22",2021-12-12,124,0.224148071740215,0.171168863506416,1002,4.82108769221056,4.51245771929661,0.206839230802592,4.10705282692353,4.91786261166969,-0.0321149452299707,-0.0316930311854282,-0.0325368592745132
"346","FluNet",2021,50,"2021/22",2021-12-19,141,0.12799400117853,0.179833807914219,1004,4.94946885885877,4.44311651200143,0.199394872460708,4.05230256197844,4.83393046202441,-0.0346706036475917,-0.0273751324725455,-0.0419660748226378
"347","FluNet",2021,51,"2021/22",2021-12-26,134,-0.0507355180413986,0.100468851625782,1006,4.89858579028763,4.37590204696447,0.188412330712065,4.00661387876882,4.74519021516012,-0.0336072325184791,-0.022844341604809,-0.0443701234321492
"348","FluNet",2021,52,"2021/22",2022-01-02,119,-0.118247827670328,-0.0136631148443988,1008,4.77996347636125,4.31805238327922,0.17831078808041,3.96856323864161,4.66754152791682,-0.028924831842625,-0.0190253200636032,-0.0388243436216467
"349","FluNet",2022,1,"2021/22",2022-01-09,89,-0.289077746090756,-0.152687030600828,1010,4.48975933447676,4.27680558003916,0.173250494216035,3.93723461137573,4.61637654870259,-0.0206234016200293,-0.0156643136329417,-0.0255824896071166
"350","FluNet",2022,2,"2021/22",2022-01-16,64,-0.327573401479083,-0.244966325080056,1012,4.16044436392662,4.25939969633777,0.175336392778499,3.91574036649191,4.60305902618363,-0.00870294185069431,-0.0107471224419087,-0.00665876125948017
"351","FluNet",2022,3,"2021/22",2022-01-23,51,-0.225083416132036,-0.280578187900625,1014,3.93378449720966,4.27307279126852,0.183360904320938,3.91368541879948,4.63246016373756,0.00683654746537599,-0.00102747384621416,0.0147005687769659
"352","FluNet",2022,4,"2021/22",2022-01-30,51,0,-0.184218939203706,1016,3.93378449720966,4.3250629239249,0.193497186706238,3.94580843798068,4.70431740986913,0.0259950663281896,0.0160615095905956,0.0359286230657836
"353","FluNet",2022,5,"2021/22",2022-02-06,59,0.144394504881894,-0.0268963037500474,1018,4.07923092441205,4.42260815340038,0.201109235601353,4.02843405162173,4.81678225517903,0.0487726147377385,0.0413128068205257,0.0562324226549515
"354","FluNet",2022,6,"2021/22",2022-02-13,63,0.0650635933470616,0.0698193660763184,1020,4.14472076954717,4.57255713290179,0.202212036789323,4.17622154079472,4.96889272500886,0.0749744897507063,0.0738937445864956,0.0760552349149171
"355","FluNet",2022,7,"2021/22",2022-02-20,101,0.469018892583196,0.226158996937384,1022,4.61611012602643,4.77156727370404,0.196185220722417,4.38704424108811,5.15609030631998,0.0995050704011264,0.105411350146694,0.0935987906555589
"356","FluNet",2022,8,"2021/22",2022-02-27,128,0.235870105853433,0.256650863927897,1024,4.85281120890269,5.00536746642318,0.186061374610124,4.64068717218734,5.37004776065902,0.116900096359568,0.126821465549615,0.10697872716952
"357","FluNet",2022,9,"2021/22",2022-03-06,156,0.197127105644933,0.300672034693854,1026,5.05049682752139,5.25914951449402,0.175920698499903,4.91434494543421,5.60395408355383,0.126891024035419,0.136828886623436,0.116953161447401
"358","FluNet",2022,10,"2021/22",2022-03-13,296,0.638991208457573,0.357329473318646,1028,5.69069723510755,5.51810522135138,0.169862410371204,5.18517489702382,5.85103554567894,0.129477853428683,0.135414975794808,0.123540731062558
"359","FluNet",2022,11,"2021/22",2022-03-20,429,0.37057452298653,0.402230945696345,1030,6.06168999199748,5.76742639043011,0.170484288973196,5.43327718404264,6.10157559681757,0.124660584539362,0.124051143509409,0.125270025569315
"360","FluNet",2022,12,"2021/22",2022-03-27,589,0.316652978553115,0.442072903332406,1032,6.37859594852764,5.99230482516501,0.177477053126041,5.64444980103797,6.34015984929205,0.112439217367451,0.105586308497664,0.119292126237239
"361","FluNet",2022,13,"2021/22",2022-04-03,706,0.181048482147157,0.289425327895601,1034,6.5597568705223,6.17793232899091,0.187800058917459,5.80984421351269,6.54602044446913,0.092813751912951,0.0826972062373614,0.102930297588541
"362","FluNet",2022,14,"2021/22",2022-04-10,742,0.0496996685522726,0.182467043084181,1036,6.60948400497609,6.30950070534264,0.197221891991188,5.92294579703991,6.69605561364537,0.0657841881758636,0.056550791763609,0.0750175845881182
"363","FluNet",2022,15,"2021/22",2022-04-17,880,0.170467057259406,0.133738402652945,1038,6.78003553737977,6.37220175765502,0.201722139660691,5.97682636392007,6.76757715138998,0.0313505261561926,0.02694028344008,0.0357607688723052
"364","FluNet",2022,16,"2021/22",2022-04-24,588,-0.402913001235929,-0.0609154251414171,1040,6.37689700146591,6.35481513201735,0.19882625023213,5.96511568156238,6.74451458247233,-0.00869331281883534,-0.00585534117884601,-0.0115312844588247
"365","FluNet",2022,17,"2021/22",2022-05-01,457,-0.251800041984755,-0.16141532865376,1042,6.1249021853377,6.26462111471704,0.190205572856317,5.89181819191866,6.63742403751542,-0.0450970086501572,-0.0366487448218606,-0.0535452724784538
