"","Source","Year","Week","Season","date","cases_H3","gr","gr_smooth","date_int","log_y","fitted_log","fitted_se","lower","upper","r_week","lower_r","upper_r"
"953","UKHSA",2014,16,"2013/14",2014-04-14,17.85,0.0950567425603657,-0.339236769650829,375,2.88759011493429,2.92179453932354,0.318162455734805,2.29819612608332,3.54539295256376,-0.118394450851032,-0.124933009688575,-0.111855892013488
"954","UKHSA",2014,17,"2013/14",2014-04-21,15.4375,-0.140954751581934,-0.355367587864149,377,2.74325645683683,2.65396230892995,0.31115278481604,2.04410285069052,3.26382176716939,-0.133916115196793,-0.127046637696403,-0.140785592697182
"955","UKHSA",2014,18,"2013/14",2014-04-28,10.1052631578947,-0.407324420698348,-0.151074143239972,379,2.32290358308217,2.36589650231529,0.294162555558201,1.78933789342122,2.94245511120937,-0.144032903307332,-0.127382478634649,-0.160683327980014
"956","UKHSA",2014,19,"2013/14",2014-05-05,9.6,-0.0488149783730836,-0.199031383551122,381,2.27212588550934,2.07079292735642,0.276393703991954,1.52906126753219,2.61252458718065,-0.147551787479434,-0.130138312944512,-0.164965262014356
"957","UKHSA",2014,20,"2013/14",2014-05-12,7.7,-0.208401269577006,-0.221513556216146,383,2.05412373369555,1.78184943301923,0.265832468231707,1.26081779528508,2.30288107075337,-0.144471747168598,-0.134121736123556,-0.15482175821364
"958","UKHSA",2014,21,"2013/14",2014-05-19,6.5,-0.158224005214894,-0.138480084388328,385,1.88706964903238,1.51226386826959,0.264576719665396,0.99369349772541,2.03083423881376,-0.13479278237482,-0.133562148779835,-0.136023415969805
"959","UKHSA",2014,22,"2013/14",2014-05-26,3.6,-0.534923175345051,-0.300516150045651,386,1.30833281965018,1.38885463729193,0.265937206705201,0.867617712149741,1.91009156243413,-0.123409230977652,-0.126075785575669,-0.120742676379635
"960","UKHSA",2014,23,"2013/14",2014-06-02,5.33333333333333,0.352601618551097,-0.113515187336283,388,1.69255281914461,1.17305193373464,0.266808373218686,0.65010752222602,1.69599634524327,-0.107901351778645,-0.108755094961861,-0.10704760859543
"961","UKHSA",2014,24,"2013/14",2014-06-09,1.2,-1.23296034119919,-0.471760632664381,389,0.262364264467491,1.08393794742018,0.263913792622697,0.566666913879691,1.60120898096066,-0.0891139863144652,-0.0834406083463282,-0.0947873642826023
"962","UKHSA",2014,25,"2013/14",2014-06-16,5.33333333333333,1.23296034119919,0.117533872850366,390,1.69255281914461,1.00863167182866,0.258126868587294,0.502703009397563,1.51456033425975,-0.0753062755915195,-0.0639639044821289,-0.0866486467009102
"963","UKHSA",2014,26,"2013/14",2014-06-23,0,-2.4567357728213,-0.818911924273768,391,-2.30258509299405,0.946645838759042,0.250293069956725,0.456071421643861,1.43722025587422,-0.0619858330696162,-0.0466315877537019,-0.0773400783855305
"964","UKHSA",2014,27,"2013/14",2014-06-30,2,1.6094379124341,0.128554160270662,392,0.741937344729377,0.897403703583632,0.241631259815325,0.423806434345595,1.37100097282167,-0.0492421351754105,-0.032264987298266,-0.066219283052555
"965","UKHSA",2014,28,"2014/15",2014-07-07,2,0,-0.282432620129068,393,0.741937344729377,0.860328521674732,0.233526794250287,0.402616004944169,1.31804103840529,-0.0370751819089,-0.0211904294014258,-0.0529599344163745
"966","UKHSA",2014,29,"2014/15",2014-07-14,4.57142857142857,0.707331815551902,0.772256575995334,394,1.54146492884789,0.834843548404654,0.227341704775389,0.389253807044892,1.28043328976442,-0.0254849732700773,-0.0133621978992771,-0.0376077486408772
"967","UKHSA",2014,30,"2014/15",2014-07-21,1,-1.21815743931789,-0.170275207921997,395,0.0953101798043249,0.820372039145702,0.224168455648692,0.381001866074265,1.25974221221714,-0.0144715092589527,-0.0082519409706267,-0.0206910775472788
"968","UKHSA",2014,31,"2014/15",2014-07-28,3,0.847297860387204,0.112157412207071,396,1.1314021114911,0.816337249270181,0.224572490162088,0.376175168552488,1.25649932998787,-0.00403478987552119,-0.00482669752177706,-0.00324288222926516
"969","UKHSA",2014,32,"2014/15",2014-08-04,4,0.251314428280906,-0.0398483835499276,397,1.41098697371026,0.822162434150398,0.228434584578502,0.374430648376534,1.26989421992426,0.00582518488021777,-0.00174452017595422,0.0133948899363896
"970","UKHSA",2014,33,"2014/15",2014-08-11,9.81818181818182,0.829830167346813,0.642814152004974,398,2.29436962004065,0.837270849158658,0.234985627794632,0.376699018681178,1.29784267963614,0.0151084150082593,0.00226837030464444,0.0279484597118742
"971","UKHSA",2014,34,"2014/15",2014-08-18,4,-0.829830167346813,0.0837714760936354,399,1.41098697371026,0.861085749667273,0.243013360724295,0.384779562647655,1.33739193668689,0.0238149005086157,0.0080805439664764,0.039549257050755
"972","UKHSA",2014,35,"2014/15",2014-08-25,2,-0.587786664902119,-0.195928888300706,400,0.741937344729377,0.893030391048544,0.251129851349869,0.400815882402802,1.38524489969429,0.0319446413812706,0.0160363197551469,0.0478529630073943
"973","UKHSA",2014,36,"2014/15",2014-09-01,6,0.955511445027436,-0.154035129073832,401,1.80828877117927,0.932528028674776,0.258005236349058,0.426837765430623,1.43821829191893,0.0394976376262316,0.0260218830278213,0.052973392224642
"974","UKHSA",2014,37,"2014/15",2014-09-08,3.75,-0.424883193965266,-0.0190528046133163,402,1.34807314829969,0.97900191791828,0.262548616049796,0.46440663046068,1.49359720537588,0.0464738892435048,0.0375688650300567,0.0553789134569529
"975","UKHSA",2014,38,"2014/15",2014-09-15,1,-1.04145387482816,-0.170275207921997,403,0.0953101798043249,1.03215809251111,0.264259805698057,0.514208873342916,1.5501073116793,0.053156174592827,0.0498022428822368,0.0565101063034172
"976","UKHSA",2014,39,"2014/15",2014-09-22,4,1.09861228866811,-0.122574926708439,404,1.41098697371026,1.09296025435993,0.263937496781048,0.575642760669074,1.61027774805078,0.0608021618488215,0.0614338873261578,0.060170436371485
"977","UKHSA",2014,40,"2014/15",2014-09-29,2,-0.587786664902119,-0.17687608368739,406,0.741937344729377,1.24275543063485,0.26240881521374,0.728434152815915,1.75707670845378,0.0748975881374585,0.0763956960734205,0.0733994802014966
"978","UKHSA",2014,41,"2014/15",2014-10-06,2.66666666666667,0.23638877806423,0.24907146727674,408,1.01764322613444,1.43889329779781,0.267481743419449,0.914629080695685,1.96315751489993,0.09806893358148,0.093097463939885,0.103040403223075
"979","UKHSA",2014,42,"2014/15",2014-10-13,7.2,0.888540818921253,0.179047644027788,410,1.98787434815435,1.69187972079082,0.282870642062502,1.13745326234832,2.24630617923333,0.126493211496509,0.111412090826318,0.1415743321667
"980","UKHSA",2014,43,"2014/15",2014-10-20,6,-0.169418151958047,0.318503815009145,412,1.80828877117927,2.01222056455591,0.303954928067175,1.41646890554425,2.60797222356757,0.160170421882543,0.139507821597963,0.180833022167123
"981","UKHSA",2014,44,"2014/15",2014-10-27,9,0.379489621704904,0.366204096222703,414,2.2082744135228,2.41042169403508,0.321044023896432,1.78117540719808,3.03966798087209,0.199100564739586,0.182353250826914,0.215847878652257
"982","UKHSA",2014,45,"2014/15",2014-11-03,7,-0.236388778064231,-0.00877243610579118,416,1.96009478404727,2.89677775286779,0.32418436817217,2.26137639125034,3.53217911448524,0.243178029416354,0.240100492026131,0.246255566806578
"983","UKHSA",2014,46,"2014/15",2014-11-10,14.7333333333333,0.708582988689785,0.283894610776819,418,2.69687690050408,3.46153520487856,0.310822913196746,2.85232229501294,4.07074811474418,0.282378726005385,0.295472951881301,0.26928450012947
"984","UKHSA",2014,47,"2014/15",2014-11-17,44.4878048780488,1.08290544110037,0.518366550575309,420,3.79746038840873,4.05866305276981,0.290071058034745,3.49012377902171,4.62720232651791,0.298563923945626,0.318900742004387,0.278227105886865
"985","UKHSA",2014,48,"2014/15",2014-11-24,51.7,0.148691044556171,0.646726491448776,422,3.94739014926544,4.63831084823376,0.273068987900674,4.10309563194844,5.17352606451908,0.289823897731973,0.306485926463362,0.273161869000583
"986","UKHSA",2014,49,"2014/15",2014-12-01,114.691588785047,0.791514236688853,0.674370240781799,424,4.74311821277827,5.1506281429626,0.267283510145593,4.62675246307723,5.67450382284796,0.25615864736442,0.261828415564399,0.25048887916444
"987","UKHSA",2014,50,"2014/15",2014-12-08,293.749049429658,0.937829784072277,0.6260116884391,426,5.68306619817052,5.54576448864854,0.271535260086406,5.01355537887919,6.0779735984179,0.197568172842974,0.193401457900976,0.201734887784971
"988","UKHSA",2014,51,"2014/15",2014-12-15,622.270072992701,0.749750870799597,0.826364963853575,428,6.4335348884702,5.7738694369838,0.276573648827785,5.23178508528134,6.31595378868625,0.114052474167626,0.109114853201076,0.118990095134177
"989","UKHSA",2014,52,"2014/15",2014-12-22,607.60667903525,-0.0238270609347158,0.554584531312386,429,6.40969232975929,5.80971195090981,0.275741959658816,5.26925770997853,6.35016619184109,0.035842513926017,0.0374726246971964,0.0342124031548376
"990","UKHSA",2014,1,"2014/15",2014-12-29,732.612440191388,0.186948761867629,0.30429085724417,430,6.59675331958243,5.78789484867772,0.271383124316032,5.25598392501829,6.31980577233714,-0.0218171022320979,-0.0132737849602407,-0.0303604195039551
"991","UKHSA",2015,2,"2014/15",2015-01-05,666.403225806452,-0.0946541407389487,0.0228225200646547,431,6.50204497952671,5.7123584958602,0.26400919373078,5.19490047614787,6.22981651557253,-0.0755363528175188,-0.061083448870427,-0.0899892567646106
"992","UKHSA",2015,3,"2014/15",2015-01-12,395.066037735849,-0.522327200590543,-0.143344193153954,432,5.97930602527771,5.588254829164,0.254645140046977,5.08915035467192,6.08735930365607,-0.124103666696198,-0.105750121475944,-0.142457211916452
"993","UKHSA",2015,4,"2014/15",2015-01-19,284.964285714286,-0.326200818601926,-0.314394053310473,433,5.65271471874271,5.42073578529582,0.244549251278394,4.94141925279016,5.90005231780147,-0.167519043868182,-0.147731101881758,-0.187306985854605
"994","UKHSA",2015,5,"2014/15",2015-01-26,291.916666666667,0.0240627983444002,-0.27482174028269,434,5.67681087826499,5.21495330096239,0.235081887651628,4.7541928011652,5.67571380075958,-0.205782484333426,-0.187226451624964,-0.224338517041888
"995","UKHSA",2015,6,"2014/15",2015-02-02,164.189873417722,-0.574115575518771,-0.292084531925432,435,5.10163238843722,4.97605931287042,0.227533176137488,4.53009428764094,5.42202433809989,-0.238893988091976,-0.224098513524263,-0.25368946265969
"996","UKHSA",2015,7,"2014/15",2015-02-09,180.178743961353,0.0926564087554036,-0.152465456139656,436,5.19450423064349,4.70920575772661,0.222896016321554,4.27232956573636,5.14608194971686,-0.266853555143804,-0.257764721904573,-0.275942388383035
"997","UKHSA",2015,8,"2014/15",2015-02-16,161.865671641791,-0.106869535164557,-0.196109567309308,437,5.08738440933194,4.4195445722377,0.22163167069715,3.98514649767129,4.85394264680411,-0.289661185488911,-0.287183068065078,-0.292139302912744
"998","UKHSA",2015,9,"2014/15",2015-02-23,97.7272727272727,-0.50256712071872,-0.172260082375958,438,4.58320340040798,4.1122276931104,0.223532063588548,3.67410484847684,4.55035053774395,-0.307316879127305,-0.311041649194446,-0.303592109060165
"999","UKHSA",2015,10,"2014/15",2015-03-02,65.6901408450704,-0.39475238112953,-0.334729679004269,439,4.18646999192356,3.7924070570514,0.227762546262001,3.34599246637787,4.23882164772492,-0.319820636058997,-0.328112382098966,-0.311528890019029
