"date","age_col","age_group","t","weekly_reported","lag_weekly","log_growth"
2022-08-24,"inc_1_1","[0,5)",1,0.183974779866511,NA,0.168877235446529
2022-08-24,"inc_2_1","[5,18)",1,1.33013658135377,NA,0.845926884466376
2022-08-24,"inc_3_1","[18,65)",1,4.06057219112249,NA,1.62147955815568
2022-08-24,"inc_4_1","65+",1,0.492373117262382,NA,0.40036754911122
2022-08-31,"inc_1_1","[0,5)",2,0.514994686227308,0.183974779866511,0.246534696067932
2022-08-31,"inc_2_1","[5,18)",2,4.91104950400503,1.33013658135377,0.930896512235903
2022-08-31,"inc_3_1","[18,65)",2,9.54920015409015,4.06057219112249,0.73457048411413
2022-08-31,"inc_4_1","65+",2,1.14453489148513,0.492373117262382,0.362555145950446
2022-09-07,"inc_1_1","[0,5)",3,1.35651372153691,0.514994686227308,0.441771358696366
2022-09-07,"inc_2_1","[5,18)",3,14.06897472922,4.91104950400503,0.935814579727889
2022-09-07,"inc_3_1","[18,65)",3,24.4301547097593,9.54920015409015,0.87988562089559
2022-09-07,"inc_4_1","65+",3,2.89191193661693,1.14453489148513,0.595977842237588
2022-09-14,"inc_1_1","[0,5)",4,3.64871146176051,1.35651372153691,0.679406785990015
2022-09-14,"inc_2_1","[5,18)",4,38.5528631738458,14.06897472922,0.965000108939318
2022-09-14,"inc_3_1","[18,65)",4,65.5727532971235,24.4301547097593,0.962359721019962
2022-09-14,"inc_4_1","65+",4,7.74236191577566,2.89191193661693,0.809279857938972
2022-09-21,"inc_1_1","[0,5)",5,9.70577570242455,3.64871146176051,0.834193304908675
2022-09-21,"inc_2_1","[5,18)",5,102.296385820043,38.5528631738458,0.959964302922768
2022-09-21,"inc_3_1","[18,65)",5,175.160583665322,65.5727532971235,0.973100602051702
2022-09-21,"inc_4_1","65+",5,20.7276990802701,7.74236191577566,0.910407506643689
2022-09-28,"inc_1_1","[0,5)",6,24.5702286645311,9.70577570242455,0.87064535084155
2022-09-28,"inc_2_1","[5,18)",6,254.248699185258,102.296385820043,0.904635972501563
2022-09-28,"inc_3_1","[18,65)",6,448.851948285048,175.160583665322,0.937522538582675
2022-09-28,"inc_4_1","65+",6,53.5331398911496,20.7276990802701,0.920220686384023
2022-10-05,"inc_1_1","[0,5)",7,55.0275914693322,24.5702286645311,0.784415542254427
2022-10-05,"inc_2_1","[5,18)",7,544.084063608916,254.248699185258,0.758701667128841
2022-10-05,"inc_3_1","[18,65)",7,1035.4021174075,448.851948285048,0.834591966906952
2022-10-05,"inc_4_1","65+",7,125.903852810182,53.5331398911496,0.84462114698786
2022-10-12,"inc_1_1","[0,5)",8,93.8133581158812,55.0275914693322,0.526066033524199
2022-10-12,"inc_2_1","[5,18)",8,827.440801859703,544.084063608916,0.418605354200066
2022-10-12,"inc_3_1","[18,65)",8,1898.26057626528,1035.4021174075,0.605709427294702
2022-10-12,"inc_4_1","65+",8,245.223368291517,125.903852810182,0.662809389879886
2022-10-19,"inc_1_1","[0,5)",9,78.7495703538194,93.8133581158812,-0.173018953492173
2022-10-19,"inc_2_1","[5,18)",9,454.974507913405,827.440801859703,-0.59710847786968
2022-10-19,"inc_3_1","[18,65)",9,1966.52242017796,1898.26057626528,0.0353104564672319
2022-10-19,"inc_4_1","65+",9,320.34685859878,245.223368291517,0.266281970997991
2022-10-26,"inc_1_1","[0,5)",10,55.2081657482068,78.7495703538194,-0.34982930988181
2022-10-26,"inc_2_1","[5,18)",10,284.454158989737,454.974507913405,-0.468355452007642
2022-10-26,"inc_3_1","[18,65)",10,1519.64027247365,1966.52242017796,-0.257643618450985
2022-10-26,"inc_4_1","65+",10,269.820584827908,320.34685859878,-0.171064543108432
2022-11-02,"inc_1_1","[0,5)",11,47.0808714116456,55.2081657482068,-0.156177630090718
2022-11-02,"inc_2_1","[5,18)",11,303.856137055475,284.454158989737,0.0657585312998346
2022-11-02,"inc_3_1","[18,65)",11,1220.96148673029,1519.64027247365,-0.218674134390076
2022-11-02,"inc_4_1","65+",11,195.159067442818,269.820584827908,-0.322530654350632
2022-11-09,"inc_1_1","[0,5)",12,40.6590775793282,47.0808714116456,-0.14336512031608
2022-11-09,"inc_2_1","[5,18)",12,298.099138921204,303.856137055475,-0.0190648968128286
2022-11-09,"inc_3_1","[18,65)",12,1040.37866516472,1220.96148673029,-0.159911868815076
2022-11-09,"inc_4_1","65+",12,157.817331139032,195.159067442818,-0.211171217659597
2022-11-16,"inc_1_1","[0,5)",13,30.7473587591827,40.6590775793282,-0.271709760757739
2022-11-16,"inc_2_1","[5,18)",13,226.331597328902,298.099138921204,-0.27436535396934
2022-11-16,"inc_3_1","[18,65)",13,816.658856788193,1040.37866516472,-0.241855549708599
2022-11-16,"inc_4_1","65+",13,126.615607245613,157.817331139032,-0.218732003744961
2022-11-23,"inc_1_1","[0,5)",14,22.8589310670831,30.7473587591827,-0.285650917731033
2022-11-23,"inc_2_1","[5,18)",14,163.367489182362,226.331597328902,-0.324305024062153
2022-11-23,"inc_3_1","[18,65)",14,633.411158098795,816.658856788193,-0.253747945529807
2022-11-23,"inc_4_1","65+",14,100.310910868159,126.615607245613,-0.230828563342096
2022-11-30,"inc_1_1","[0,5)",15,22.3374919496509,22.8589310670831,-0.0220974515457195
2022-11-30,"inc_2_1","[5,18)",15,147.947900939932,163.367489182362,-0.0985081220213743
2022-11-30,"inc_3_1","[18,65)",15,658.996750170679,633.411158098795,0.0395376524304517
2022-11-30,"inc_4_1","65+",15,105.849038456144,100.310910868159,0.053222868792099
