Year,Week,date,group,ILI,N,ILI_per_100k,Season
2023,34,2023-08-27,5-18,46.374821999999995,9797125,0.47335133521313644,2023/24
2023,35,2023-09-03,5-18,53.358278,9797125,0.5446320017352029,2023/24
2023,36,2023-09-10,5-18,75.766197,9797125,0.7733513352131365,2023/24
2023,37,2023-09-17,5-18,85.56332200000001,9797125,0.8733513352131366,2023/24
2023,38,2023-09-24,5-18,126.10794000000001,9797125,1.287193334779336,2023/24
2023,39,2023-10-01,5-18,218.553285,9797125,2.2307900021690035,2023/24
2023,40,2023-10-08,5-18,236.791417,9797125,2.4169480026028043,2023/24
2023,41,2023-10-15,5-18,224.28205600000004,9797125,2.2892640034704064,2023/24
2023,42,2023-10-22,5-18,256.385667,9797125,2.616948002602805,2023/24
2023,43,2023-10-29,5-18,222.824505,9797125,2.2743866695586714,2023/24
2023,44,2023-11-05,5-18,213.128813,9797125,2.1754220039042065,2023/24
2023,45,2023-11-12,5-18,284.420924,9797125,2.9031060030366054,2023/24
2023,46,2023-11-19,5-18,256.385667,9797125,2.616948002602805,2023/24
2023,47,2023-11-26,5-18,344.458359,9797125,3.5159126682572692,2023/24
2023,48,2023-12-03,5-18,393.54541700000004,9797125,4.016948002602804,2023/24
2023,49,2023-12-10,5-18,456.5993870000001,9797125,4.660544669992474,2023/24
2023,50,2023-12-17,5-18,508.500114,9797125,5.190299337815941,2023/24
2023,51,2023-12-24,5-18,577.181422,9797125,5.891334672161476,2023/24
2023,52,2023-12-31,5-18,326.52452600000004,9797125,3.3328606708600743,2023/24
2024,1,2024-01-07,5-18,451.47921399999996,9797125,4.60828267476428,2023/24
2024,2,2024-01-14,5-18,486.497927,9797125,4.965721341720148,2023/24
2024,3,2024-01-21,5-18,634.405188,9797125,6.475422003904206,2023/24
2024,4,2024-01-28,5-18,943.540535,9797125,9.630790002169004,2023/24
2024,5,2024-02-04,5-18,841.399498,9797125,8.58822866912487,2023/24
2024,6,2024-02-11,5-18,824.6189169999999,9797125,8.416948002602803,2023/24
2024,7,2024-02-18,5-18,609.1835999999998,9797125,6.217983336948338,2023/24
2024,8,2024-02-25,5-18,544.773512,9797125,5.560544669992471,2023/24
2024,9,2024-03-03,5-18,467.75263000000007,9797125,4.774386669558672,2023/24
2024,10,2024-03-10,5-18,399.27418800000004,9797125,4.075422003904207,2023/24
2024,11,2024-03-17,5-18,462.1252920000001,9797125,4.7169480026028054,2023/24
2024,12,2024-03-24,5-18,452.226734,9797125,4.615912668257269,2023/24
2024,13,2024-03-31,5-18,284.31949099999997,9797125,2.9020706686910698,2023/24
2024,14,2024-04-07,5-18,218.65471800000003,9797125,2.231825336514539,2023/24
2024,15,2024-04-14,5-18,218.65471800000003,9797125,2.231825336514539,2023/24
2024,16,2024-04-21,5-18,187.907225,9797125,1.9179833369483394,2023/24
2024,17,2024-04-28,5-18,210.21371100000005,9797125,2.1456673360807383,2023/24
2024,18,2024-05-05,5-18,232.52019700000002,9797125,2.373351335213137,2023/24
2024,19,2024-05-12,5-18,177.80580099999997,9797125,1.8148773339117341,2023/24
2024,20,2024-05-19,5-18,162.584204,9797125,1.6595093356469373,2023/24
2024,21,2024-05-26,5-18,135.90506499999998,9797125,1.3871933347793355,2023/24
2024,22,2024-06-02,5-18,81.39353500000001,9797125,0.8307900021690039,2023/24
2024,23,2024-06-09,5-18,138.718734,9797125,1.4159126682572694,2023/24
2024,24,2024-06-16,5-18,156.956866,9797125,1.60207066869107,2023/24
2024,25,2024-06-23,5-18,134.548947,9797125,1.3733513352131363,2023/24
2024,26,2024-06-30,5-18,123.29427100000002,9797125,1.2584740013014024,2023/24
2024,27,2024-07-07,5-18,92.54677799999999,9797125,0.9446320017352028,2024/25
2024,28,2024-07-14,5-18,127.56549100000001,9797125,1.3020706686910701,2024/25
2024,29,2024-07-21,5-18,114.95469700000001,9797125,1.1733513352131366,2024/25
2024,30,2024-07-28,5-18,87.02087300000001,9797125,0.8882286691248709,2024/25
2024,31,2024-08-04,5-18,68.78274099999999,9797125,0.7020706686910699,2024/25
2024,32,2024-08-11,5-18,57.528065,9797125,0.5871933347793358,2024/25
2024,33,2024-08-18,5-18,47.730940000000004,9797125,0.4871933347793358,2024/25
2024,34,2024-08-25,5-18,61.697852000000005,9797125,0.6297546678234687,2024/25
2024,35,2024-09-01,5-18,42.103602,9797125,0.42975466782346866,2024/25
2024,36,2024-09-08,5-18,75.766197,9797125,0.7733513352131365,2024/25
2024,37,2024-09-15,5-18,78.57986600000001,9797125,0.8020706686910701,2024/25
2024,38,2024-09-22,5-18,154.143197,9797125,1.5733513352131365,2024/25
2024,39,2024-09-29,5-18,204.48494,9797125,2.087193334779336,2024/25
2024,40,2024-10-06,5-18,206.04392399999998,9797125,2.103106003036605,2024/25
2024,41,2024-10-13,5-18,217.2986,9797125,2.2179833369483393,2024/25
2024,42,2024-10-20,5-18,242.520188,9797125,2.4754220039042067,2024/25
2024,43,2024-10-27,5-18,234.07918099999998,9797125,2.3892640034704056,2024/25
2024,44,2024-11-03,5-18,213.128813,9797125,2.1754220039042065,2024/25
2024,45,2024-11-10,5-18,242.520188,9797125,2.4754220039042067,2024/25
2024,46,2024-11-17,5-18,338.83102099999996,9797125,3.4584740013014015,2024/25
2024,47,2024-11-24,5-18,415.851903,9797125,4.244632001735202,2024/25
2024,48,2024-12-01,5-18,527.891498,9797125,5.388228669124871,2024/25
2024,49,2024-12-08,5-18,788.3455190000001,9797125,8.046702670426274,2024/25
2024,50,2024-12-15,5-18,1109.039841,9797125,11.32005400563941,2024/25
2024,51,2024-12-22,5-18,1663.2047460000001,9797125,16.976457338249745,2024/25
2024,52,2024-12-29,5-18,1058.900964,9797125,10.80828267476428,2024/25
2025,1,2025-01-05,5-18,1093.780755,9797125,11.164303354300369,2024/25
2025,2,2025-01-12,5-18,1371.2182229999999,9797125,13.996128690814906,2024/25
2025,3,2025-01-19,5-18,1353.0175800000002,9797125,13.810353343455354,2024/25
2025,4,2025-01-26,5-18,1441.9392249999999,9797125,14.71798333694834,2024/25
2025,5,2025-02-02,5-18,1465.398963,9797125,14.957438666955868,2024/25
2025,6,2025-02-09,5-18,1233.2844980000002,9797125,12.588228669124874,2024/25
2025,7,2025-02-16,5-18,1080.8017180000002,9797125,11.03182533651454,2024/25
2025,8,2025-02-23,5-18,826.4822,9797125,8.43596667389668,2024/25
2025,9,2025-03-02,5-18,675.4569710000001,9797125,6.894440675198082,2024/25
2025,10,2025-03-09,5-18,624.8109290000001,9797125,6.377492672595278,2024/25
2025,11,2025-03-16,5-18,578.436107,9797125,5.90414133738214,2024/25
2025,12,2025-03-23,5-18,582.504461,9797125,5.945667336080738,2024/25
2025,13,2025-03-30,5-18,511.1109170000001,9797125,5.2169480026028054,2024/25
2025,14,2025-04-06,5-18,378.2223870000001,9797125,3.8605446699924735,2024/25
2025,15,2025-04-13,5-18,263.47055600000004,9797125,2.6892640034704063,2024/25
2025,16,2025-04-20,5-18,140.27771800000002,9797125,1.431825336514539,2024/25
2025,17,2025-04-27,5-18,131.836711,9797125,1.345667336080738,2024/25
2025,18,2025-05-04,5-18,117.76836600000001,9797125,1.2020706686910703,2024/25
2025,19,2025-05-11,5-18,92.54677799999999,9797125,0.9446320017352028,2024/25
2025,20,2025-05-18,5-18,119.12448400000001,9797125,1.2159126682572694,2024/25
2025,21,2025-05-25,5-18,138.617301,9797125,1.4148773339117342,2024/25
2025,22,2025-06-01,5-18,65.969072,9797125,0.6733513352131364,2024/25
2025,23,2025-06-08,5-18,110.78491000000001,9797125,1.1307900021690038,2024/25
2025,24,2025-06-15,5-18,142.88852099999997,9797125,1.458474001301402,2024/25
2025,25,2025-06-22,5-18,109.22592599999999,9797125,1.1148773339117344,2024/25
2025,26,2025-06-29,5-18,95.25901400000001,9797125,0.9723160008676015,2024/25
2025,27,2025-07-06,5-18,71.494977,9797125,0.7297546678234687,2025/26
2025,28,2025-07-13,5-18,85.46188900000001,9797125,0.8723160008676016,2025/26
2025,29,2025-07-20,5-18,93.80146299999998,9797125,0.957438666955867,2025/26
2025,30,2025-07-27,5-18,60.341733999999995,9797125,0.6159126682572693,2025/26
2025,31,2025-08-03,5-18,53.358278,9797125,0.5446320017352029,2025/26
2025,32,2025-08-10,5-18,50.544609,9797125,0.5159126682572693,2025/26
2025,33,2025-08-17,5-18,53.358278,9797125,0.5446320017352029,2025/26
2025,34,2025-08-24,5-18,60.341733999999995,9797125,0.6159126682572693,2025/26
2025,35,2025-08-31,5-18,47.730940000000004,9797125,0.4871933347793358,2025/26
2025,36,2025-09-07,5-18,102.34390300000001,9797125,1.044632001735203,2025/26
2025,37,2025-09-14,5-18,112.14102800000002,9797125,1.1446320017352032,2025/26
2025,38,2025-09-21,5-18,180.61946999999998,9797125,1.8435966673896675,2025/26
2025,39,2025-09-28,5-18,257.741785,9797125,2.630790002169004,2025/26
2025,40,2025-10-05,5-18,330.59288000000004,9797125,3.374386669558672,2025/26
2025,41,2025-10-12,5-18,490.0591160000001,9797125,5.002070668691071,2025/26
2025,42,2025-10-19,5-18,504.02602800000005,9797125,5.144632001735204,2025/26
2025,43,2025-10-26,5-18,622.74478,9797125,6.356403332610332,2025/26
2025,44,2025-11-02,5-18,558.537558,9797125,5.7010353343455344,2025/26
2025,45,2025-11-09,5-18,525.2806949999999,9797125,5.361580004338006,2025/26
2025,46,2025-11-16,5-18,796.177928,9797125,8.126648664786863,2025/26
2025,47,2025-11-23,5-18,1039.3442029999999,9797125,10.608665327838523,2025/26
2025,48,2025-11-30,5-18,1770.706311,9797125,18.07373398828738,2025/26
2025,49,2025-12-07,5-18,2256.291341,9797125,23.030137320897715,2025/26
2025,50,2025-12-14,5-18,2482.2338139999997,9797125,25.33634932697092,2025/26
2021,1,2021-01-10,19-64,556.3142560000002,34769641,1.6000000000000008,2020/21
2021,2,2021-01-17,19-64,417.23569200000003,34769641,1.2000000000000002,2020/21
2021,3,2021-01-24,19-64,312.92676900000015,34769641,0.9000000000000004,2020/21
2021,4,2021-01-31,19-64,452.0053329999999,34769641,1.2999999999999996,2020/21
2021,5,2021-02-07,19-64,382.4660509999999,34769641,1.0999999999999996,2020/21
2021,6,2021-02-14,19-64,243.3874869999999,34769641,0.6999999999999997,2020/21
2021,7,2021-02-21,19-64,347.69641,34769641,1,2020/21
2021,8,2021-02-28,19-64,139.07856400000006,34769641,0.4000000000000002,2020/21
2021,9,2021-03-07,19-64,208.61784600000001,34769641,0.6000000000000001,2020/21
2021,10,2021-03-14,19-64,312.92676900000015,34769641,0.9000000000000004,2020/21
2021,11,2021-03-21,19-64,243.3874869999999,34769641,0.6999999999999997,2020/21
2021,12,2021-03-28,19-64,243.3874869999999,34769641,0.6999999999999997,2020/21
2021,13,2021-04-04,19-64,139.07856400000006,34769641,0.4000000000000002,2020/21
2021,14,2021-04-11,19-64,208.61784600000001,34769641,0.6000000000000001,2020/21
2021,15,2021-04-18,19-64,278.1571280000001,34769641,0.8000000000000004,2020/21
2021,16,2021-04-25,19-64,173.848205,34769641,0.5,2020/21
2021,17,2021-05-02,19-64,173.848205,34769641,0.5,2020/21
2021,18,2021-05-09,19-64,139.07856400000006,34769641,0.4000000000000002,2020/21
2021,19,2021-05-16,19-64,208.61784600000001,34769641,0.6000000000000001,2020/21
2021,20,2021-05-23,19-64,312.92676900000015,34769641,0.9000000000000004,2020/21
2021,21,2021-05-30,19-64,208.61784600000001,34769641,0.6000000000000001,2020/21
2021,22,2021-06-06,19-64,208.61784600000001,34769641,0.6000000000000001,2020/21
2021,23,2021-06-13,19-64,278.1571280000001,34769641,0.8000000000000004,2020/21
2021,24,2021-06-20,19-64,104.30892300000001,34769641,0.30000000000000004,2020/21
2021,25,2021-06-27,19-64,312.92676900000015,34769641,0.9000000000000004,2020/21
2021,26,2021-07-04,19-64,417.23569200000003,34769641,1.2000000000000002,2021/22
2021,27,2021-07-11,19-64,278.1571280000001,34769641,0.8000000000000004,2021/22
2021,28,2021-07-18,19-64,243.3874869999999,34769641,0.6999999999999997,2021/22
2021,29,2021-07-25,19-64,278.1571280000001,34769641,0.8000000000000004,2021/22
2021,30,2021-08-01,19-64,278.1571280000001,34769641,0.8000000000000004,2021/22
2021,31,2021-08-08,19-64,243.3874869999999,34769641,0.6999999999999997,2021/22
2021,32,2021-08-15,19-64,312.92676900000015,34769641,0.9000000000000004,2021/22
2021,33,2021-08-22,19-64,417.23569200000003,34769641,1.2000000000000002,2021/22
2021,34,2021-08-29,19-64,382.4660509999999,34769641,1.0999999999999996,2021/22
2021,35,2021-09-05,19-64,347.69641,34769641,1,2021/22
2021,36,2021-09-12,19-64,452.0053329999999,34769641,1.2999999999999996,2021/22
2021,37,2021-09-19,19-64,556.3142560000002,34769641,1.6000000000000008,2021/22
2021,38,2021-09-26,19-64,695.39282,34769641,2,2021/22
2021,39,2021-10-03,19-64,1077.8588710000001,34769641,3.1,2021/22
2021,40,2021-10-10,19-64,1390.78564,34769641,4,2021/22
2021,41,2021-10-17,19-64,1390.78564,34769641,4,2021/22
2021,42,2021-10-24,19-64,1216.937435,34769641,3.5,2021/22
2021,43,2021-10-31,19-64,1460.3249220000005,34769641,4.200000000000001,2021/22
2021,44,2021-11-07,19-64,1356.0159990000002,34769641,3.9000000000000004,2021/22
2021,45,2021-11-14,19-64,1251.7070760000006,34769641,3.6000000000000014,2021/22
2021,46,2021-11-21,19-64,1077.8588710000001,34769641,3.1,2021/22
2021,47,2021-11-28,19-64,1182.1677940000002,34769641,3.400000000000001,2021/22
2021,48,2021-12-05,19-64,1495.0945629999997,34769641,4.299999999999999,2021/22
2021,49,2021-12-12,19-64,1286.476717,34769641,3.7,2021/22
2021,50,2021-12-19,19-64,695.39282,34769641,2,2021/22
2021,51,2021-12-26,19-64,730.1624610000002,34769641,2.1000000000000005,2021/22
2021,52,2022-01-02,19-64,347.69641,34769641,1,2021/22
2022,1,2022-01-09,19-64,521.5446149999999,34769641,1.4999999999999998,2021/22
2022,2,2022-01-16,19-64,625.8535380000003,34769641,1.8000000000000007,2021/22
2022,3,2022-01-23,19-64,452.0053329999999,34769641,1.2999999999999996,2021/22
2022,4,2022-01-30,19-64,382.4660509999999,34769641,1.0999999999999996,2021/22
2022,5,2022-02-06,19-64,347.69641,34769641,1,2021/22
2022,6,2022-02-13,19-64,660.623179,34769641,1.9000000000000001,2021/22
2022,7,2022-02-20,19-64,591.0838970000001,34769641,1.7000000000000004,2021/22
2022,8,2022-02-27,19-64,417.23569200000003,34769641,1.2000000000000002,2021/22
2022,9,2022-03-06,19-64,556.3142560000002,34769641,1.6000000000000008,2021/22
2022,10,2022-03-13,19-64,904.0106659999998,34769641,2.599999999999999,2021/22
2022,11,2022-03-20,19-64,521.5446149999999,34769641,1.4999999999999998,2021/22
2022,12,2022-03-27,19-64,799.701743,34769641,2.3,2021/22
2022,13,2022-04-03,19-64,1043.0892299999998,34769641,2.9999999999999996,2021/22
2022,14,2022-04-10,19-64,695.39282,34769641,2,2021/22
2022,15,2022-04-17,19-64,591.0838970000001,34769641,1.7000000000000004,2021/22
2022,16,2022-04-24,19-64,556.3142560000002,34769641,1.6000000000000008,2021/22
2022,17,2022-05-01,19-64,486.7749739999998,34769641,1.3999999999999995,2021/22
2022,18,2022-05-08,19-64,486.7749739999998,34769641,1.3999999999999995,2021/22
2022,19,2022-05-15,19-64,556.3142560000002,34769641,1.6000000000000008,2021/22
2022,20,2022-05-22,19-64,486.7749739999998,34769641,1.3999999999999995,2021/22
2022,21,2022-05-29,19-64,486.7749739999998,34769641,1.3999999999999995,2021/22
2022,22,2022-06-05,19-64,243.3874869999999,34769641,0.6999999999999997,2021/22
2022,23,2022-06-12,19-64,521.5446149999999,34769641,1.4999999999999998,2021/22
2022,24,2022-06-19,19-64,521.5446149999999,34769641,1.4999999999999998,2021/22
2022,25,2022-06-26,19-64,382.4660509999999,34769641,1.0999999999999996,2021/22
2022,26,2022-07-03,19-64,486.7749739999998,34769641,1.3999999999999995,2022/23
2022,27,2022-07-10,19-64,625.8535380000003,34769641,1.8000000000000007,2022/23
2022,28,2022-07-17,19-64,347.69641,34769641,1,2022/23
2022,29,2022-07-24,19-64,173.848205,34769641,0.5,2022/23
2022,30,2022-07-31,19-64,417.23569200000003,34769641,1.2000000000000002,2022/23
2022,31,2022-08-07,19-64,382.4660509999999,34769641,1.0999999999999996,2022/23
2022,32,2022-08-14,19-64,278.1571280000001,34769641,0.8000000000000004,2022/23
2022,33,2022-08-21,19-64,347.69641,34769641,1,2022/23
2022,34,2022-08-28,19-64,278.1571280000001,34769641,0.8000000000000004,2022/23
2022,35,2022-09-04,19-64,312.92676900000015,34769641,0.9000000000000004,2022/23
2022,36,2022-09-11,19-64,347.69641,34769641,1,2022/23
2022,37,2022-09-18,19-64,452.0053329999999,34769641,1.2999999999999996,2022/23
2022,38,2022-09-25,19-64,521.5446149999999,34769641,1.4999999999999998,2022/23
2022,39,2022-10-02,19-64,1043.0892299999998,34769641,2.9999999999999996,2022/23
2022,40,2022-10-09,19-64,1251.7070760000006,34769641,3.6000000000000014,2022/23
2022,41,2022-10-16,19-64,1495.0945629999997,34769641,4.299999999999999,2022/23
2022,42,2022-10-23,19-64,1286.476717,34769641,3.7,2022/23
2022,43,2022-10-30,19-64,1390.78564,34769641,4,2022/23
2022,44,2022-11-06,19-64,1356.0159990000002,34769641,3.9000000000000004,2022/23
2022,45,2022-11-13,19-64,1808.0213319999996,34769641,5.199999999999998,2022/23
2022,46,2022-11-20,19-64,1981.8695369999994,34769641,5.6999999999999975,2022/23
2022,47,2022-11-27,19-64,2503.414152000001,34769641,7.200000000000003,2022/23
2022,48,2022-12-04,19-64,3442.194459000001,34769641,9.900000000000002,2022/23
2022,49,2022-12-11,19-64,5667.451483000003,34769641,16.300000000000008,2022/23
2022,50,2022-12-18,19-64,8901.028096000004,34769641,25.600000000000012,2022/23
2022,51,2022-12-25,19-64,11647.829735,34769641,33.5,2022/23
2022,52,2023-01-01,19-64,6884.388918000002,34769641,19.800000000000004,2022/23
2023,1,2023-01-08,19-64,7753.629943000002,34769641,22.300000000000004,2022/23
2023,2,2023-01-15,19-64,4728.671176000001,34769641,13.600000000000003,2022/23
2023,3,2023-01-22,19-64,2851.1105619999994,34769641,8.199999999999998,2022/23
2023,4,2023-01-29,19-64,2190.4873829999997,34769641,6.3,2022/23
2023,5,2023-02-05,19-64,2225.257024000001,34769641,6.400000000000003,2022/23
2023,6,2023-02-12,19-64,2468.6445110000004,34769641,7.100000000000001,2022/23
2023,7,2023-02-19,19-64,2155.7177420000003,34769641,6.2,2022/23
2023,8,2023-02-26,19-64,1947.0998959999993,34769641,5.599999999999998,2022/23
2023,9,2023-03-05,19-64,1842.790973,34769641,5.3,2022/23
2023,10,2023-03-12,19-64,1773.2516910000002,34769641,5.1000000000000005,2022/23
2023,11,2023-03-19,19-64,1877.5606139999998,34769641,5.3999999999999995,2022/23
2023,12,2023-03-26,19-64,1738.4820499999998,34769641,4.999999999999999,2022/23
2023,13,2023-04-02,19-64,1529.8642039999995,34769641,4.399999999999999,2022/23
2023,14,2023-04-09,19-64,904.0106659999998,34769641,2.599999999999999,2022/23
2023,15,2023-04-16,19-64,938.7803069999999,34769641,2.6999999999999997,2022/23
2023,16,2023-04-23,19-64,1043.0892299999998,34769641,2.9999999999999996,2022/23
2023,17,2023-04-30,19-64,764.9321019999998,34769641,2.1999999999999993,2022/23
2023,18,2023-05-07,19-64,625.8535380000003,34769641,1.8000000000000007,2022/23
2023,19,2023-05-14,19-64,591.0838970000001,34769641,1.7000000000000004,2022/23
2023,20,2023-05-21,19-64,556.3142560000002,34769641,1.6000000000000008,2022/23
2023,21,2023-05-28,19-64,591.0838970000001,34769641,1.7000000000000004,2022/23
2023,22,2023-06-04,19-64,486.7749739999998,34769641,1.3999999999999995,2022/23
2023,23,2023-06-11,19-64,625.8535380000003,34769641,1.8000000000000007,2022/23
2023,24,2023-06-18,19-64,347.69641,34769641,1,2022/23
2023,25,2023-06-25,19-64,278.1571280000001,34769641,0.8000000000000004,2022/23
2023,26,2023-07-02,19-64,347.69641,34769641,1,2023/24
2023,27,2023-07-09,19-64,417.23569200000003,34769641,1.2000000000000002,2023/24
2023,28,2023-07-16,19-64,625.8535380000003,34769641,1.8000000000000007,2023/24
2023,29,2023-07-23,19-64,486.7749739999998,34769641,1.3999999999999995,2023/24
2023,30,2023-07-30,19-64,625.8535380000003,34769641,1.8000000000000007,2023/24
2023,31,2023-08-06,19-64,556.3142560000002,34769641,1.6000000000000008,2023/24
2023,32,2023-08-13,19-64,591.0838970000001,34769641,1.7000000000000004,2023/24
2023,33,2023-08-20,19-64,556.3142560000002,34769641,1.6000000000000008,2023/24
2023,34,2023-08-27,19-64,486.7749739999998,34769641,1.3999999999999995,2023/24
2023,35,2023-09-03,19-64,486.7749739999998,34769641,1.3999999999999995,2023/24
2023,36,2023-09-10,19-64,591.0838970000001,34769641,1.7000000000000004,2023/24
2023,37,2023-09-17,19-64,625.8535380000003,34769641,1.8000000000000007,2023/24
2023,38,2023-09-24,19-64,695.39282,34769641,2,2023/24
2023,39,2023-10-01,19-64,1147.3981529999996,34769641,3.299999999999999,2023/24
2023,40,2023-10-08,19-64,1286.476717,34769641,3.7,2023/24
2023,41,2023-10-15,19-64,1390.78564,34769641,4,2023/24
2023,42,2023-10-22,19-64,1356.0159990000002,34769641,3.9000000000000004,2023/24
2023,43,2023-10-29,19-64,1286.476717,34769641,3.7,2023/24
2023,44,2023-11-05,19-64,1425.5552809999997,34769641,4.099999999999999,2023/24
2023,45,2023-11-12,19-64,1529.8642039999995,34769641,4.399999999999999,2023/24
2023,46,2023-11-19,19-64,1356.0159990000002,34769641,3.9000000000000004,2023/24
2023,47,2023-11-26,19-64,1495.0945629999997,34769641,4.299999999999999,2023/24
2023,48,2023-12-03,19-64,1842.790973,34769641,5.3,2023/24
2023,49,2023-12-10,19-64,2190.4873829999997,34769641,6.3,2023/24
2023,50,2023-12-17,19-64,2572.953434,34769641,7.4,2023/24
2023,51,2023-12-24,19-64,2990.1891259999993,34769641,8.599999999999998,2023/24
2023,52,2023-12-31,19-64,1877.5606139999998,34769641,5.3999999999999995,2023/24
2024,1,2024-01-07,19-64,2990.1891259999993,34769641,8.599999999999998,2023/24
2024,2,2024-01-14,19-64,3164.0373310000004,34769641,9.100000000000001,2023/24
2024,3,2024-01-21,19-64,2920.649844000001,34769641,8.400000000000002,2023/24
2024,4,2024-01-28,19-64,3720.351587,34769641,10.7,2023/24
2024,5,2024-02-04,19-64,3407.4248180000004,34769641,9.8,2023/24
2024,6,2024-02-11,19-64,3372.655177,34769641,9.7,2023/24
2024,7,2024-02-18,19-64,2781.57128,34769641,8,2023/24
2024,8,2024-02-25,19-64,2503.414152000001,34769641,7.200000000000003,2023/24
2024,9,2024-03-03,19-64,2155.7177420000003,34769641,6.2,2023/24
2024,10,2024-03-10,19-64,2086.1784599999996,34769641,5.999999999999999,2023/24
2024,11,2024-03-17,19-64,2086.1784599999996,34769641,5.999999999999999,2023/24
2024,12,2024-03-24,19-64,1877.5606139999998,34769641,5.3999999999999995,2023/24
2024,13,2024-03-31,19-64,1356.0159990000002,34769641,3.9000000000000004,2023/24
2024,14,2024-04-07,19-64,1321.246358,34769641,3.8000000000000003,2023/24
2024,15,2024-04-14,19-64,1321.246358,34769641,3.8000000000000003,2023/24
2024,16,2024-04-21,19-64,1286.476717,34769641,3.7,2023/24
2024,17,2024-04-28,19-64,1216.937435,34769641,3.5,2023/24
2024,18,2024-05-05,19-64,1147.3981529999996,34769641,3.299999999999999,2023/24
2024,19,2024-05-12,19-64,730.1624610000002,34769641,2.1000000000000005,2023/24
2024,20,2024-05-19,19-64,973.5499479999996,34769641,2.799999999999999,2023/24
2024,21,2024-05-26,19-64,730.1624610000002,34769641,2.1000000000000005,2023/24
2024,22,2024-06-02,19-64,660.623179,34769641,1.9000000000000001,2023/24
2024,23,2024-06-09,19-64,764.9321019999998,34769641,2.1999999999999993,2023/24
2024,24,2024-06-16,19-64,904.0106659999998,34769641,2.599999999999999,2023/24
2024,25,2024-06-23,19-64,799.701743,34769641,2.3,2023/24
2024,26,2024-06-30,19-64,660.623179,34769641,1.9000000000000001,2023/24
2024,27,2024-07-07,19-64,625.8535380000003,34769641,1.8000000000000007,2024/25
2024,28,2024-07-14,19-64,799.701743,34769641,2.3,2024/25
2024,29,2024-07-21,19-64,730.1624610000002,34769641,2.1000000000000005,2024/25
2024,30,2024-07-28,19-64,730.1624610000002,34769641,2.1000000000000005,2024/25
2024,31,2024-08-04,19-64,591.0838970000001,34769641,1.7000000000000004,2024/25
2024,32,2024-08-11,19-64,452.0053329999999,34769641,1.2999999999999996,2024/25
2024,33,2024-08-18,19-64,417.23569200000003,34769641,1.2000000000000002,2024/25
2024,34,2024-08-25,19-64,417.23569200000003,34769641,1.2000000000000002,2024/25
2024,35,2024-09-01,19-64,347.69641,34769641,1,2024/25
2024,36,2024-09-08,19-64,591.0838970000001,34769641,1.7000000000000004,2024/25
2024,37,2024-09-15,19-64,625.8535380000003,34769641,1.8000000000000007,2024/25
2024,38,2024-09-22,19-64,869.2410249999999,34769641,2.4999999999999996,2024/25
2024,39,2024-09-29,19-64,973.5499479999996,34769641,2.799999999999999,2024/25
2024,40,2024-10-06,19-64,1251.7070760000006,34769641,3.6000000000000014,2024/25
2024,41,2024-10-13,19-64,1390.78564,34769641,4,2024/25
2024,42,2024-10-20,19-64,1529.8642039999995,34769641,4.399999999999999,2024/25
2024,43,2024-10-27,19-64,1425.5552809999997,34769641,4.099999999999999,2024/25
2024,44,2024-11-03,19-64,1425.5552809999997,34769641,4.099999999999999,2024/25
2024,45,2024-11-10,19-64,1529.8642039999995,34769641,4.399999999999999,2024/25
2024,46,2024-11-17,19-64,1425.5552809999997,34769641,4.099999999999999,2024/25
2024,47,2024-11-24,19-64,1773.2516910000002,34769641,5.1000000000000005,2024/25
2024,48,2024-12-01,19-64,2294.7963059999993,34769641,6.599999999999998,2024/25
2024,49,2024-12-08,19-64,3442.194459000001,34769641,9.900000000000002,2024/25
2024,50,2024-12-15,19-64,4902.519380999999,34769641,14.099999999999998,2024/25
2024,51,2024-12-22,19-64,6745.310354,34769641,19.4,2024/25
2024,52,2024-12-29,19-64,5145.906868,34769641,14.8,2024/25
2025,1,2025-01-05,19-64,7475.472814999999,34769641,21.499999999999996,2024/25
2025,2,2025-01-12,19-64,9005.337019000002,34769641,25.900000000000006,2024/25
2025,3,2025-01-19,19-64,6536.692508000001,34769641,18.8,2024/25
2025,4,2025-01-26,19-64,5736.990765,34769641,16.5,2024/25
2025,5,2025-02-02,19-64,5250.215790999999,34769641,15.099999999999996,2024/25
2025,6,2025-02-09,19-64,4798.210458,34769641,13.799999999999999,2024/25
2025,7,2025-02-16,19-64,4380.974765999999,34769641,12.6,2024/25
2025,8,2025-02-23,19-64,4172.356919999999,34769641,11.999999999999998,2024/25
2025,9,2025-03-02,19-64,3859.4301509999996,34769641,11.1,2024/25
2025,10,2025-03-09,19-64,3233.5766130000006,34769641,9.300000000000002,2024/25
2025,11,2025-03-16,19-64,2746.801639,34769641,7.8999999999999995,2024/25
2025,12,2025-03-23,19-64,2538.1837929999997,34769641,7.3,2024/25
2025,13,2025-03-30,19-64,2260.026665,34769641,6.5,2024/25
2025,14,2025-04-06,19-64,1912.3302549999996,34769641,5.499999999999999,2024/25
2025,15,2025-04-13,19-64,1529.8642039999995,34769641,4.399999999999999,2024/25
2025,16,2025-04-20,19-64,1043.0892299999998,34769641,2.9999999999999996,2024/25
2025,17,2025-04-27,19-64,938.7803069999999,34769641,2.6999999999999997,2024/25
2025,18,2025-05-04,19-64,764.9321019999998,34769641,2.1999999999999993,2024/25
