3.943, 0.647
4.996, 0.647
5.413, 0.647
5.632, 0.971
5.852, 2.913
6.268, 0.647
6.685, 0.647
6.905, 0.647
7.102, 0.647
8.791, 0.647
10.085, 0.971
11.357, 1.618
11.555, 0.647
11.774, 1.618
11.994, 3.560
12.192, 5.825
12.411, 3.560
12.631, 7.767
12.827, 3.883
13.047, 3.883
13.250, 30.744
13.446, 24.595
13.694, 52.751
13.884, 20.712
14.101, 9.709
14.297, 4.854
14.538, 2.589
15.590, 0.647
15.788, 1.618
16.205, 0.647
16.424, 0.647
16.665, 0.647
16.841, 0.647
22.785, 2.265
23.004, 0.324
23.443, 1.294
23.597, 1.294
23.816, 0.324
24.058, 3.236
24.255, 4.207
24.497, 5.178
24.697, 18.123
24.935, 5.178
