Year,Week,date,age_group,ILI,ILI_per_100k,flu_samples,prop_flu,smooth_total_samples,smooth_flu_samples,smooth_prop,ILI_flu
2022,47,2022-11-27,5-18,782.2110160000001,7.984087331742732,77.676,1.1834719809854648,73.82566666666665,89.57733333333334,1.2133630128636386,949.105915068888
2022,48,2022-12-04,5-18,1165.452143,11.89585866261786,132.849,1.293274145030811,111.53366666666665,86.01800000000001,0.7712290160519547,898.830509501532
2022,49,2022-12-11,5-18,1834.368879,18.72354266175026,47.529,0.28589903996535215,165.31633333333332,63.75733333333335,0.3856686877078088,707.4586383359743
2022,50,2022-12-18,5-18,2577.8985599999996,26.312806665220663,10.894,0.0479949951978571,230.22733333333335,20.940333333333353,0.09095502706021014,234.4728332832767
2022,51,2022-12-25,5-18,2967.781355,30.29237000650701,4.398,0.014785380022591575,211.985,6.407333333333351,0.030225409030513246,89.70240536800584
2022,52,2023-01-01,5-18,1464.955742,14.952914676499486,3.93,0.03524126366383601,153.40233333333336,3.0026666666666837,0.019573800485433838,28.67475141389869
2023,1,2023-01-08,5-18,2483.0077890000002,25.344249348660963,0.68,0.013272436272787602,72.25466666666668,2.3800000000000168,0.032939048919562515,81.78791502952576
2023,2,2023-01-15,5-18,1416.8190699999998,14.461580004338005,2.53,0.04684057541702923,51.84800000000001,2.9936666666666834,0.0577392892043412,81.80612603295573
2023,3,2023-01-22,5-18,825.8736020000001,8.42975466782347,5.771,0.11473845358570094,55.243666666666684,2.834666666666683,0.051312065938177207,42.377280722423926
2023,4,2023-01-29,5-18,569.3865019999998,5.8117713308751275,0.203,0.003305058530470035,60.80300000000002,1.99133333333335,0.03275057700003864,18.647736476533648
2023,5,2023-02-05,5-18,601.692979,6.141525998698598,0,0,64.19900000000001,0.28800000000001685,0.004486051184598152,2.699225501207341
2023,6,2023-02-12,5-18,608.372136,6.2097006621840585,0.661,0.010928329337852361,62.649333333333345,0.22033333333335015,0.003516930214740515,2.1396023469046255
2023,7,2023-02-19,5-18,559.589377,5.71177133087513,0,0,55.689666666666675,1.05633333333335,0.018968210739275685,10.61440923039599
2023,8,2023-02-26,5-18,506.433965,5.169209997830996,2.508,0.05034931341845339,44.40233333333334,0.8976666666666834,0.020216655280879008,10.238400892933745
2023,9,2023-03-05,5-18,485.483597,4.955367998264797,0.185,0.006948878789017015,40.533666666666676,1.8850000000000169,0.0465045517717786,22.577197071035794
2023,10,2023-03-12,5-18,463.0756779999999,4.726648664786863,2.962,0.06558030376832132,41.92033333333334,1.4166666666666836,0.03379426054182179,15.64930011291277
2023,11,2023-03-19,5-18,453.075687,4.624577996095794,1.103,0.0204365226413696,55.981000000000016,2.185000000000017,0.03903109983744514,17.684042373216045
2023,12,2023-03-26,5-18,416.700856,4.253297329573727,2.49,0.03618923043383475,59.37700000000001,1.1976666666666838,0.02017054864116886,8.405084884764701
2023,13,2023-04-02,5-18,394.49580299999997,4.026648664786864,0,0,52.88066666666668,0.830000000000017,0.01569571740144508,6.19189463994415
2023,14,2023-04-09,5-18,237.843236,2.427683999132398,0,0,35.87433333333334,0.20733333333335016,0.005779433764158687,1.374599228715163
2023,15,2023-04-16,5-18,250.45403,2.556403332610332,0.622,0.03497132576183515,26.442000000000007,0.20733333333335016,0.007841060938406705,1.963825311499541
2023,16,2023-04-23,5-18,260.149722,2.655367998264797,0,0,27.983666666666675,0.5656666666666835,0.020214172553037486,5.258711370132732
2023,17,2023-04-30,5-18,187.40006,1.9128066652206641,1.075,0.02748798199856807,27.670666666666676,0.3583333333333501,0.012949934949164578,2.426818586469539
2023,18,2023-05-07,5-18,167.907243,1.7138419995661993,0,0,27.82033333333334,0.3583333333333501,0.012880267430297384,2.1626901933239284
2023,19,2023-05-14,5-18,103.70002100000002,1.0584740013014025,0,0,27.352000000000015,1.6801375105994037e-14,6.142649570778747e-16,6.369928894853972e-14
2023,20,2023-05-21,5-18,128.820176,1.3148773339117343,0,0,32.911333333333346,1.6801375105994037e-14,5.10504236817936e-16,6.57632456356322e-14
2023,21,2023-05-28,5-18,103.70002100000002,1.0584740013014025,0,0,30.58833333333335,1.6801375105994037e-14,5.492739641255607e-16,5.69597216145739e-14
2022,22,2022-06-05,19-64,243.3874869999999,0.6999999999999997,0,0,16.860333333333337,0.5526666666666665,0.03277910677922539,7.978024425100328
2022,23,2022-06-12,19-64,521.5446149999999,1.4999999999999998,0.829,0.11108133458394746,16.307333333333336,0.27633333333333326,0.016945341564122474,8.837751642103752
2022,24,2022-06-19,19-64,521.5446149999999,1.4999999999999998,0,0,14.37266666666667,0.27633333333333326,0.01922630919801474,10.027378028549554
2022,25,2022-06-26,19-64,382.4660509999999,1.0999999999999996,0,0,24.046333333333337,-7.401486830834377e-17,-3.07801057576389e-18,-1.1772345498486509e-15
2022,26,2022-07-03,19-64,486.7749739999998,1.3999999999999995,0,0,28.468666666666667,-7.401486830834377e-17,-2.5998712610944347e-18,-1.2655522655225902e-15
2022,27,2022-07-10,19-64,625.8535380000003,1.8000000000000007,0,0,37.589666666666666,0.5526666666666665,0.014702622174533778,9.201688105809223
2022,28,2022-07-17,19-64,347.69641,1,1.658,0.038452618396029495,37.86600000000001,0.8289999999999998,0.021892991073786502,7.612114400517612
2022,29,2022-07-24,19-64,173.848205,0.5,0.829,0.02221745772250958,35.37866666666667,0.8289999999999998,0.02343220019597497,4.073645943270897
2022,30,2022-07-31,19-64,417.23569200000003,1.2000000000000002,0,0,31.509000000000004,0.27633333333333326,0.00876998106361145,3.65914911790282
2022,31,2022-08-07,19-64,382.4660509999999,1.0999999999999996,0,0,27.086666666666673,0.27633333333333326,0.010201821314299774,3.901850311087863
2022,32,2022-08-14,19-64,278.1571280000001,0.8000000000000004,0.829,0.034475588455460365,30.40333333333334,0.5526666666666665,0.018177831378138352,5.056293369411248
2022,33,2022-08-21,19-64,347.69641,1,0.829,0.023250595989342305,27.91566666666667,0.5526666666666665,0.019797724097579607,6.883597594898919
2022,34,2022-08-28,19-64,278.1571280000001,0.8000000000000004,0,0,24.046333333333337,0.27633333333333326,0.011491703516821687,3.1964992460666215
2022,35,2022-09-04,19-64,312.92676900000015,0.9000000000000004,0,0,19.07133333333334,3.040333333333333,0.15941902331597155,49.886479883402664
2022,36,2022-09-11,19-64,347.69641,1,9.121,0.4399903521466474,19.07133333333334,5.804333333333332,0.30434858601041687,105.82091074439818
2022,37,2022-09-18,19-64,452.0053329999999,1.2999999999999996,8.292,0.3448390584712634,34.82566666666667,7.739,0.22222115872392964,100.44514884865565
2022,38,2022-09-25,19-64,521.5446149999999,1.4999999999999998,5.804,0.09721780204686689,42.841,7.739,0.18064470950724773,94.21427547174434
2022,39,2022-10-02,19-64,1043.0892299999998,2.9999999999999996,9.121,0.2037028765410041,50.303666666666665,4.975,0.09889935127326702,103.16084816713159
2022,40,2022-10-09,19-64,1251.7070760000006,3.6000000000000014,0,0,70.20433333333334,6.080666666666666,0.08661383675271705,108.41515234288485
2022,41,2022-10-16,19-64,1495.0945629999997,4.299999999999999,9.121,0.07638836545145432,95.63266666666668,5.804333333333332,0.06069404457333266,90.7433360480693
2022,42,2022-10-23,19-64,1286.476717,3.7,8.292,0.0684943953874493,117.19166666666668,12.161333333333332,0.1037730214036834,133.50157588858136
2022,43,2022-10-30,19-64,1390.78564,4,19.071,0.17163917163917164,124.10166666666669,12.713999999999999,0.10244826150602326,142.48357094554194
2022,44,2022-11-06,19-64,1356.0159990000002,3.9000000000000004,10.779,0.0769197833486759,137.09233333333336,18.51833333333333,0.13507927746992898,183.16966138258397
2022,45,2022-11-13,19-64,1808.0213319999996,5.199999999999998,25.705,0.1606231214811945,150.083,22.111666666666665,0.1473295887386757,266.37503927431254
2022,46,2022-11-20,19-64,1981.8695369999994,5.6999999999999975,29.851,0.19889661054216667,149.53,39.52466666666667,0.2643259992420696,523.8596457349427
2022,47,2022-11-27,19-64,2503.414152000001,7.200000000000003,63.018,0.4550890419862213,131.8406666666667,84.71533333333333,0.6425584417554522,1608.5898965776676
2022,48,2022-12-04,19-64,3442.194459000001,9.900000000000002,161.277,1.5077548730893282,142.62,103.78666666666668,0.7277146730238864,2504.9354152158194
2022,49,2022-12-11,19-64,5667.451483000003,16.300000000000008,87.065,0.4772750944244358,170.81233333333333,105.16866666666668,0.6156971491129642,3489.4337208191428
2022,50,2022-12-18,19-64,8901.028096000004,25.600000000000012,67.164,0.30111499163868355,270.315,59.70166666666668,0.22085961440048343,1965.87763305043
2022,51,2022-12-25,19-64,11647.829735,33.5,24.876,0.061350570814826144,291.04466666666667,32.89100000000001,0.11301014506364433,1316.32292802898
2022,52,2023-01-01,19-64,6884.388918000002,19.800000000000004,6.633,0.02711663464290094,310.3926666666667,13.543333333333349,0.04363290369832625,300.38587868091855
