Year,Week,date,group,ILI,N,ILI_per_100k,positivity,Season,percentage_h3,Influenza_cases,ILIplus
2023,42,2023-10-22,1-4,99.93723999999999,2498431,3.999999999999999,0.017,2023 to 2024,0.4285714285714286,1.69893308,0.7281141771428572
2023,43,2023-10-29,1-4,72.454499,2498431,2.9,0.013999999999999997,2023 to 2024,0.5714285714285715,1.0143629859999999,0.579635992
2023,44,2023-11-05,1-4,57.463913,2498431,2.3,0.018000000000000002,2023 to 2024,0.4444444444444444,1.034350434,0.459711304
2023,45,2023-11-12,1-4,107.43253299999998,2498431,4.299999999999999,0.019999999999999997,2023 to 2024,0.5555555555555556,2.148650659999999,1.1936948111111105
2023,46,2023-11-19,1-4,149.90586,2498431,5.999999999999999,0.013000000000000001,2023 to 2024,0.6,1.94877618,1.169265708
2023,47,2023-11-26,1-4,87.445085,2498431,3.5,0.019,2023 to 2024,0.7,1.661456615,1.1630196305
2023,48,2023-12-03,1-4,112.429395,2498431,4.5,0.023,2023 to 2024,0.588235294117647,2.5858760849999998,1.5211035794117644
2023,49,2023-12-10,1-4,122.42311900000001,2498431,4.900000000000001,0.057999999999999996,2023 to 2024,0.6129032258064515,7.1005409020000005,4.351944423806451
2023,50,2023-12-17,1-4,147.407429,2498431,5.9,0.12400000000000001,2023 to 2024,0.6326530612244897,18.278521196000003,11.563962389306123
2023,51,2023-12-24,1-4,209.86820400000002,2498431,8.4,0.128,2023 to 2024,0.5769230769230769,26.863130112000004,15.497959680000001
2023,52,2023-12-31,1-4,119.92468799999999,2498431,4.8,0.133,2023 to 2024,0.5625000000000001,15.949983503999999,8.971865721
2024,1,2024-01-07,1-4,107.43253299999998,2498431,4.299999999999999,0.098,2023 to 2024,0.5365853658536585,10.528388233999998,5.649379052390242
2024,2,2024-01-14,1-4,122.42311900000001,2498431,4.900000000000001,0.11599999999999999,2023 to 2024,0.5,14.201081804000001,7.1005409020000005
2024,3,2024-01-21,1-4,177.38860099999997,2498431,7.099999999999999,0.151,2023 to 2024,0.5,26.785678750999995,13.392839375499998
2024,4,2024-01-28,1-4,277.325841,2498431,11.100000000000001,0.183,2023 to 2024,0.49438202247191015,50.750628903000006,25.090198558786522
2024,5,2024-02-04,1-4,374.76464999999996,2498431,14.999999999999996,0.166,2023 to 2024,0.5308641975308642,62.2109319,33.02555644074074
2024,6,2024-02-11,1-4,272.328979,2498431,10.9,0.158,2023 to 2024,0.5211267605633803,43.027978682000004,22.423031144140847
2024,7,2024-02-18,1-4,247.344669,2498431,9.9,0.12000000000000001,2023 to 2024,0.4827586206896551,29.681360280000003,14.328932548965517
2024,8,2024-02-25,1-4,137.413705,2498431,5.5,0.091,2023 to 2024,0.45454545454545453,12.504647154999999,5.683930524999999
2024,9,2024-03-03,1-4,164.896446,2498431,6.6,0.07,2023 to 2024,0.4571428571428572,11.542751220000001,5.276686272000001
2024,10,2024-03-10,1-4,117.426257,2498431,4.7,0.051,2023 to 2024,0.3888888888888889,5.988739107,2.3289540971666667
2024,11,2024-03-17,1-4,134.915274,2498431,5.4,0.059000000000000004,2023 to 2024,0.393939393939394,7.960001166000001,3.13575803509091
2024,12,2024-03-24,1-4,74.95293,2498431,2.9999999999999996,0.039999999999999994,2023 to 2024,0.3076923076923077,2.9981171999999994,0.9224975999999998
2024,13,2024-03-31,1-4,49.968619999999994,2498431,1.9999999999999996,0.037000000000000005,2023 to 2024,0.3157894736842105,1.84883894,0.5838438757894736
2024,14,2024-04-07,1-4,57.463913,2498431,2.3,0.025,2023 to 2024,0.3333333333333333,1.436597825,0.47886594166666663
2024,15,2024-04-14,1-4,37.476465,2498431,1.4999999999999998,0.034,2023 to 2024,0.37499999999999994,1.27419981,0.47782492874999993
2024,16,2024-04-21,1-4,27.482741,2498431,1.1,0.023,2023 to 2024,0.3333333333333333,0.632103043,0.21070101433333333
2024,17,2024-04-28,1-4,22.485879,2498431,0.8999999999999999,0.009999999999999998,2023 to 2024,0.26666666666666666,0.22485878999999998,0.059962343999999994
2024,18,2024-05-05,1-4,22.485879,2498431,0.8999999999999999,0.021,2023 to 2024,0.3333333333333333,0.47220345900000005,0.15740115300000002
2024,19,2024-05-12,1-4,24.984309999999997,2498431,0.9999999999999998,0.019,2023 to 2024,0.23076923076923075,0.47470188999999996,0.10954658999999999
2024,20,2024-05-19,1-4,19.987448,2498431,0.8,0.017,2023 to 2024,0.3,0.33978661600000004,0.1019359848
2024,21,2024-05-26,1-4,34.978034,2498431,1.4,0.013000000000000001,2023 to 2024,0.2857142857142857,0.45471444200000005,0.129918412
2024,22,2024-06-02,1-4,37.476465,2498431,1.4999999999999998,0.008,2023 to 2024,0.4,0.29981172,0.119924688
2024,23,2024-06-09,1-4,34.978034,2498431,1.4,0.003,2023 to 2024,0.25,0.104934102,0.0262335255
