Year,Week,date,group,ILI,N,ILI_per_100k,positivity,Season,percentage_h3,Influenza_cases,ILIplus
2024,24,2024-06-16,1-4,37.476465,2498431,1.4999999999999998,0.009000000000000001,2023 to 2024,0.25,0.337288185,0.08432204625
2024,25,2024-06-23,1-4,37.476465,2498431,1.4999999999999998,0.004999999999999999,2023 to 2024,0.5,0.18738232499999996,0.09369116249999998
2024,26,2024-06-30,1-4,24.984309999999997,2498431,0.9999999999999998,0.002,2023 to 2024,0.3333333333333333,0.04996862,0.016656206666666666
2024,27,2024-07-07,1-4,24.984309999999997,2498431,0.9999999999999998,0.004999999999999999,2024 to 2025,0.25,0.12492154999999996,0.03123038749999999
2024,28,2024-07-14,1-4,39.974896,2498431,1.6,0.009999999999999998,2024 to 2025,0.5,0.39974895999999993,0.19987447999999997
2024,29,2024-07-21,1-4,32.479603,2498431,1.2999999999999998,0.016,2024 to 2025,0.5555555555555556,0.5196736479999999,0.2887075822222222
2024,30,2024-07-28,1-4,22.485879,2498431,0.8999999999999999,0.006999999999999998,2024 to 2025,0.5714285714285715,0.15740115299999996,0.08994351599999999
2024,31,2024-08-04,1-4,22.485879,2498431,0.8999999999999999,0.009000000000000001,2024 to 2025,0.7,0.20237291100000002,0.1416610377
2024,32,2024-08-11,1-4,2.498431,2498431,0.1,0.009000000000000001,2024 to 2025,1,0.022485879000000004,0.022485879000000004
2024,33,2024-08-18,1-4,22.485879,2498431,0.8999999999999999,0.006999999999999998,2024 to 2025,0.4,0.15740115299999996,0.06296046119999998
2024,34,2024-08-25,1-4,14.990585999999999,2498431,0.6,0.013999999999999997,2024 to 2025,0.4,0.20986820399999992,0.08394728159999998
2024,35,2024-09-01,1-4,14.990585999999999,2498431,0.6,0.004,2024 to 2025,0.5,0.059962343999999994,0.029981171999999997
2024,36,2024-09-08,1-4,17.489017,2498431,0.7,0.012,2024 to 2025,0.5,0.209868204,0.104934102
2024,37,2024-09-15,1-4,22.485879,2498431,0.8999999999999999,0.006999999999999998,2024 to 2025,0.5,0.15740115299999996,0.07870057649999998
2024,38,2024-09-22,1-4,74.95293,2498431,2.9999999999999996,0.012,2024 to 2025,0.4285714285714286,0.89943516,0.38547221142857147
2024,39,2024-09-29,1-4,52.467051000000005,2498431,2.1,0.016,2024 to 2025,0.2222222222222222,0.8394728160000001,0.1865495146666667
2024,40,2024-10-06,1-4,54.965482,2498431,2.2,0.030000000000000002,2024 to 2025,0.625,1.6489644600000002,1.0306027875000001
2024,41,2024-10-13,1-4,64.959206,2498431,2.5999999999999996,0.036000000000000004,2024 to 2025,0.375,2.338531416,0.8769492809999999
2024,42,2024-10-20,1-4,104.93410200000001,2498431,4.2,0.019,2024 to 2025,0.36363636363636365,1.993747938,0.7249992501818182
2024,43,2024-10-27,1-4,107.43253299999998,2498431,4.299999999999999,0.032,2024 to 2025,0.23529411764705882,3.4378410559999995,0.8089037778823528
2024,44,2024-11-03,1-4,99.93723999999999,2498431,3.999999999999999,0.027999999999999994,2024 to 2025,0.3571428571428571,2.798242719999999,0.9993723999999995
2024,45,2024-11-10,1-4,47.470189,2498431,1.8999999999999997,0.022000000000000002,2024 to 2025,0.25000000000000006,1.0443441580000001,0.2610860395000001
2024,46,2024-11-17,1-4,117.426257,2498431,4.7,0.045,2024 to 2025,0.3,5.284181565,1.5852544695
2024,47,2024-11-24,1-4,164.896446,2498431,6.6,0.063,2024 to 2025,0.22500000000000003,10.388476098,2.33740712205
2024,48,2024-12-01,1-4,274.82741,2498431,11,0.079,2024 to 2025,0.18749999999999997,21.711365389999997,4.070881010624999
2024,49,2024-12-08,1-4,277.325841,2498431,11.100000000000001,0.126,2024 to 2025,0.08888888888888889,34.943055966,3.1060494192000005
2024,50,2024-12-15,1-4,472.20345899999995,2498431,18.9,0.185,2024 to 2025,0.06382978723404255,87.357639915,5.576019569042552
2024,51,2024-12-22,1-4,854.4634020000001,2498431,34.2,0.25,2024 to 2025,0.06481481481481481,213.61585050000002,13.845471791666668
2024,52,2024-12-29,1-4,617.112457,2498431,24.7,0.289,2024 to 2025,0.07766990291262135,178.34550007299998,13.852077675572813
2025,2,2025-01-12,1-4,654.588922,2498431,26.200000000000003,0.192,2024 to 2025,0.07407407407407407,125.68107302400001,9.30970911288889
2025,3,2025-01-19,1-4,699.56068,2498431,28,0.2,2024 to 2025,0.08695652173913045,139.912136,12.166272695652175
2025,4,2025-01-26,1-4,659.585784,2498431,26.4,0.18600000000000003,2024 to 2025,0.12195121951219513,122.68295582400002,14.961336076097565
2025,5,2025-02-02,1-4,664.5826460000001,2498431,26.600000000000005,0.166,2024 to 2025,0.16470588235294117,110.32071923600002,18.170471403576475
2025,6,2025-02-09,1-4,517.175217,2498431,20.7,0.125,2024 to 2025,0.1395348837209302,64.646902125,9.020497970930231
2025,7,2025-02-16,1-4,392.25366699999995,2498431,15.699999999999998,0.12900000000000003,2024 to 2025,0.15584415584415584,50.60072304300001,7.885826967740261
2025,8,2025-02-23,1-4,322.29759900000005,2498431,12.900000000000002,0.096,2024 to 2025,0.1728395061728395,30.940569504000006,5.347752753777779
2025,10,2025-03-09,1-4,277.325841,2498431,11.100000000000001,0.075,2024 to 2025,0.16666666666666666,20.799438075,3.4665730125
2025,11,2025-03-16,1-4,209.86820400000002,2498431,8.4,0.09400000000000001,2024 to 2025,0.2586206896551724,19.727611176000003,5.101968407586207
2025,12,2025-03-23,1-4,167.39487699999998,2498431,6.699999999999999,0.059000000000000004,2024 to 2025,0.22000000000000003,9.876297743,2.1727855034600005
2025,13,2025-03-30,1-4,169.893308,2498431,6.800000000000001,0.060000000000000005,2024 to 2025,0.18367346938775508,10.19359848,1.8722935983673468
2025,14,2025-04-06,1-4,139.912136,2498431,5.6,0.039999999999999994,2024 to 2025,0.2647058823529412,5.5964854399999995,1.4814226164705881
2025,15,2025-04-13,1-4,119.92468799999999,2498431,4.8,0.036000000000000004,2024 to 2025,0.3,4.317288768,1.2951866304
2025,16,2025-04-20,1-4,47.470189,2498431,1.8999999999999997,0.027000000000000007,2024 to 2025,0.22727272727272727,1.2816951030000003,0.29129434159090917
2025,17,2025-04-27,1-4,47.470189,2498431,1.8999999999999997,0.019,2024 to 2025,0.3333333333333333,0.9019335909999999,0.30064453033333327
2025,18,2025-05-04,1-4,52.467051000000005,2498431,2.1,0.012,2024 to 2025,0.4666666666666666,0.6296046120000001,0.2938154856
2025,19,2025-05-11,1-4,24.984309999999997,2498431,0.9999999999999998,0.009000000000000001,2024 to 2025,0.36363636363636365,0.22485879,0.08176683272727273
2025,20,2025-05-18,1-4,49.968619999999994,2498431,1.9999999999999996,0.004,2024 to 2025,0.22222222222222227,0.19987448,0.04441655111111112
2025,21,2025-05-25,1-4,37.476465,2498431,1.4999999999999998,0.006,2024 to 2025,0.27272727272727276,0.22485879,0.06132512454545455
2025,22,2025-06-01,1-4,39.974896,2498431,1.6,0.006,2024 to 2025,0.375,0.239849376,0.089943516
2025,23,2025-06-08,1-4,39.974896,2498431,1.6,0.002,2024 to 2025,0.25,0.079949792,0.019987448
2025,24,2025-06-15,1-4,12.492154999999999,2498431,0.4999999999999999,0.009999999999999998,2024 to 2025,0.3333333333333333,0.12492154999999996,0.041640516666666655
2025,25,2025-06-22,1-4,29.981171999999997,2498431,1.2,0.008,2024 to 2025,0.33333333333333337,0.23984937599999998,0.079949792
2025,26,2025-06-29,1-4,14.990585999999999,2498431,0.6,0.004999999999999999,2024 to 2025,0.4,0.07495292999999999,0.029981171999999997
2025,27,2025-07-06,1-4,12.492154999999999,2498431,0.4999999999999999,0.009000000000000001,2025 to 2026,0,0.112429395,0
2025,28,2025-07-13,1-4,32.479603,2498431,1.2999999999999998,0.009000000000000001,2025 to 2026,0.33333333333333337,0.292316427,0.097438809
2025,29,2025-07-20,1-4,12.492154999999999,2498431,0.4999999999999999,0.002,2025 to 2026,0.4,0.02498431,0.009993724
2025,30,2025-07-27,1-4,17.489017,2498431,0.7,0.004999999999999999,2025 to 2026,0.14285714285714288,0.08744508499999999,0.012492155000000001
2025,31,2025-08-03,1-4,12.492154999999999,2498431,0.4999999999999999,0.008,2025 to 2026,0.25,0.09993724,0.02498431
2025,32,2025-08-10,1-4,19.987448,2498431,0.8,0.004999999999999999,2025 to 2026,0.4285714285714286,0.09993723999999998,0.04283024571428571
2025,33,2025-08-17,1-4,27.482741,2498431,1.1,0.004999999999999999,2025 to 2026,0.25,0.13741370499999997,0.03435342624999999
2025,34,2025-08-24,1-4,0,2498431,0,0.003,2025 to 2026,0.37499999999999994,0,0
2025,35,2025-08-31,1-4,17.489017,2498431,0.7,0.021,2025 to 2026,0.35714285714285715,0.367269357,0.13116762750000002
2025,36,2025-09-07,1-4,17.489017,2498431,0.7,0.009000000000000001,2025 to 2026,0.5714285714285714,0.15740115300000002,0.089943516
2025,37,2025-09-14,1-4,17.489017,2498431,0.7,0.004,2025 to 2026,0.5,0.06995606800000001,0.034978034000000005
2025,38,2025-09-21,1-4,69.956068,2498431,2.8,0.006,2025 to 2026,0.6000000000000001,0.419736408,0.25184184480000005
2025,39,2025-09-28,1-4,62.460775,2498431,2.5,0.027000000000000007,2025 to 2026,0.5,1.6864409250000003,0.8432204625000002
2025,40,2025-10-05,1-4,79.949792,2498431,3.2,0.032,2025 to 2026,0.6470588235294118,2.558393344,1.6554309872941178
2025,41,2025-10-12,1-4,117.426257,2498431,4.7,0.061,2025 to 2026,0.6818181818181819,7.1630016770000005,4.883864779772728
2025,42,2025-10-19,1-4,179.887032,2498431,7.199999999999999,0.07999999999999999,2025 to 2026,0.7540983606557377,14.390962559999998,10.852201274754096
2025,43,2025-10-26,1-4,257.338393,2498431,10.3,0.106,2025 to 2026,0.8571428571428571,27.277869658,23.38103113542857
2025,44,2025-11-02,1-4,329.792892,2498431,13.2,0.153,2025 to 2026,0.9242424242424242,50.458312475999996,46.63571304599999
2023,1,2023-01-08,5-14,1557.310688,6983456,22.3,0.18899999999999997,2022 to 2023,0.6195652173913044,294.33172003199996,182.3576961067826
2023,2,2023-01-15,5-14,949.7500159999998,6983456,13.599999999999998,0.07300000000000001,2022 to 2023,0.5581395348837209,69.331751168,38.696791349581396
2023,3,2023-01-22,5-14,572.643392,6983456,8.2,0.049999999999999996,2022 to 2023,0.4736842105263158,28.632169599999994,13.562606652631576
2023,4,2023-01-29,5-14,439.957728,6983456,6.3,0.03,2022 to 2023,0.42857142857142855,13.198731839999999,5.6565993599999995
2023,5,2023-02-05,5-14,446.9411840000001,6983456,6.400000000000001,0.04299999999999999,2022 to 2023,0.2631578947368421,19.218470911999997,5.057492345263157
2023,6,2023-02-12,5-14,495.82537599999995,6983456,7.099999999999999,0.04599999999999999,2022 to 2023,0.125,22.807967295999994,2.8509959119999992
2023,7,2023-02-19,5-14,432.974272,6983456,6.199999999999999,0.04299999999999999,2022 to 2023,0.05,18.617893695999996,0.9308946847999998
2023,8,2023-02-26,5-14,391.07353600000005,6983456,5.6000000000000005,0.026,2022 to 2023,0.10526315789473684,10.167911936000001,1.0703065195789474
2023,9,2023-03-05,5-14,370.123168,6983456,5.300000000000001,0.031,2022 to 2023,0.11764705882352942,11.473818208,1.349860965647059
2023,10,2023-03-12,5-14,356.156256,6983456,5.1000000000000005,0.03600000000000001,2022 to 2023,0.11111111111111112,12.821625216000003,1.4246250240000005
2023,11,2023-03-19,5-14,377.106624,6983456,5.3999999999999995,0.031,2022 to 2023,0.05555555555555556,11.690305344,0.6494614080000001
2023,12,2023-03-26,5-14,349.1728,6983456,5,0.031,2022 to 2023,0.06666666666666667,10.8243568,0.7216237866666667
2023,13,2023-04-02,5-14,307.272064,6983456,4.3999999999999995,0.031999999999999994,2022 to 2023,0,9.832706047999999,0
2023,14,2023-04-09,5-14,181.56985600000002,6983456,2.6,0.026,2022 to 2023,0,4.720816256,0
2023,15,2023-04-16,5-14,188.553312,6983456,2.6999999999999997,0.011000000000000001,2022 to 2023,0,2.074086432,0
2023,16,2023-04-23,5-14,209.50367999999997,6983456,2.9999999999999996,0.006000000000000001,2022 to 2023,0,1.25702208,0
2023,17,2023-04-30,5-14,153.636032,6983456,2.1999999999999997,0.015,2022 to 2023,0,2.30454048,0
2023,18,2023-05-07,5-14,125.702208,6983456,1.8,0.027999999999999997,2022 to 2023,0,3.5196618239999995,0
2023,19,2023-05-14,5-14,55.86764800000001,6983456,0.8000000000000002,0.006000000000000001,2022 to 2023,0,0.3352058880000001,0
2023,20,2023-05-21,5-14,83.80147199999999,6983456,1.2,0.0030000000000000005,2022 to 2023,0,0.251404416,0
2023,21,2023-05-28,5-14,55.86764800000001,6983456,0.8000000000000002,0.0030000000000000005,2022 to 2023,0.2,0.16760294400000006,0.033520588800000015
2023,22,2023-06-04,5-14,34.917280000000005,6983456,0.5000000000000001,0.003999999999999999,2022 to 2023,0.3333333333333333,0.13966911999999998,0.046556373333333324
2023,23,2023-06-11,5-14,48.884192000000006,6983456,0.7000000000000001,0,2022 to 2023,0.5,0,0
2023,24,2023-06-18,5-14,62.851104,6983456,0.9,0.003999999999999999,2022 to 2023,0.5,0.25140441599999996,0.12570220799999998
2023,25,2023-06-25,5-14,41.900735999999995,6983456,0.6,0,2022 to 2023,0.25,0,0
2023,26,2023-07-02,5-14,41.900735999999995,6983456,0.6,0,2022 to 2023,0.3333333333333333,0,0
2023,27,2023-07-09,5-14,20.950367999999997,6983456,0.3,0.009000000000000003,2023 to 2024,0.25,0.18855331200000003,0.04713832800000001
2023,28,2023-07-16,5-14,20.950367999999997,6983456,0.3,0.013999999999999999,2023 to 2024,0.3333333333333333,0.29330515199999996,0.09776838399999999
2023,29,2023-07-23,5-14,20.950367999999997,6983456,0.3,0.013999999999999999,2023 to 2024,0.3333333333333333,0.29330515199999996,0.09776838399999999
2023,30,2023-07-30,5-14,6.983456000000001,6983456,0.10000000000000002,0,2023 to 2024,0.5,0,0
2023,31,2023-08-06,5-14,13.966912000000002,6983456,0.20000000000000004,0.015999999999999997,2023 to 2024,0.5,0.223470592,0.111735296
2023,32,2023-08-13,5-14,13.966912000000002,6983456,0.20000000000000004,0.005,2023 to 2024,0.25,0.06983456000000002,0.017458640000000004
2023,33,2023-08-20,5-14,6.983456000000001,6983456,0.10000000000000002,0.006000000000000001,2023 to 2024,0.25,0.041900736000000015,0.010475184000000004
2023,34,2023-08-27,5-14,13.966912000000002,6983456,0.20000000000000004,0.006000000000000001,2023 to 2024,0.4,0.08380147200000003,0.033520588800000015
2023,35,2023-09-03,5-14,27.933824000000005,6983456,0.4000000000000001,0,2023 to 2024,0.6666666666666666,0,0
2023,36,2023-09-10,5-14,34.917280000000005,6983456,0.5000000000000001,0.013,2023 to 2024,0.6,0.45392464000000005,0.272354784
2023,37,2023-09-17,5-14,69.83456000000001,6983456,1.0000000000000002,0.011000000000000001,2023 to 2024,0.4999999999999999,0.7681801600000002,0.38409008
2023,38,2023-09-24,5-14,125.702208,6983456,1.8,0.01,2023 to 2024,0.6666666666666667,1.25702208,0.8380147200000001
2023,39,2023-10-01,5-14,132.68566399999997,6983456,1.8999999999999995,0.009000000000000003,2023 to 2024,0.5,1.194170976,0.597085488
2023,40,2023-10-08,5-14,111.73529600000002,6983456,1.6000000000000003,0.018000000000000006,2023 to 2024,0.37499999999999994,2.011235328000001,0.7542132480000002
2023,41,2023-10-15,5-14,146.652576,6983456,2.1,0.019,2023 to 2024,0.28571428571428575,2.786398944,0.7961139840000001
2023,42,2023-10-22,5-14,146.652576,6983456,2.1,0.012000000000000002,2023 to 2024,0.4285714285714286,1.7598309120000004,0.7542132480000002
2023,43,2023-10-29,5-14,118.71875199999998,6983456,1.6999999999999997,0.013,2023 to 2024,0.5714285714285715,1.5433437759999997,0.8819107291428571
2023,44,2023-11-05,5-14,97.76838400000001,6983456,1.4000000000000001,0.015,2023 to 2024,0.4444444444444444,1.4665257600000001,0.6517892266666667
2023,45,2023-11-12,5-14,160.619488,6983456,2.3,0.037000000000000005,2023 to 2024,0.5555555555555556,5.942921056,3.3016228088888893
2023,46,2023-11-19,5-14,146.652576,6983456,2.1,0.03300000000000001,2023 to 2024,0.6,4.839535008000001,2.903721004800001
2023,47,2023-11-26,5-14,223.47059200000004,6983456,3.2000000000000006,0.024999999999999998,2023 to 2024,0.7,5.5867648,3.91073536
2023,48,2023-12-03,5-14,244.42095999999998,6983456,3.4999999999999996,0.04,2023 to 2024,0.588235294117647,9.776838399999999,5.751081411764704
2023,49,2023-12-10,5-14,279.33824000000004,6983456,4.000000000000001,0.08800000000000001,2023 to 2024,0.6129032258064515,24.581765120000007,15.066243138064518
2023,50,2023-12-17,5-14,300.28860799999995,6983456,4.3,0.131,2023 to 2024,0.6326530612244897,39.337807647999995,24.88718443036734
2023,51,2023-12-24,5-14,335.20588799999996,6983456,4.8,0.14800000000000002,2023 to 2024,0.5769230769230769,49.610471424000004,28.621425821538462
2023,52,2023-12-31,5-14,174.5864,6983456,2.5,0.08999999999999998,2023 to 2024,0.5625000000000001,15.712775999999996,8.8384365
2024,1,2024-01-07,5-14,209.50367999999997,6983456,2.9999999999999996,0.076,2023 to 2024,0.5365853658536585,15.922279679999997,8.543662267317071
2024,2,2024-01-14,5-14,230.454048,6983456,3.3000000000000003,0.09699999999999998,2023 to 2024,0.5,22.354042655999994,11.177021327999997
2024,3,2024-01-21,5-14,398.05699200000004,6983456,5.7,0.153,2023 to 2024,0.5,60.902719776000005,30.451359888000002
2024,4,2024-01-28,5-14,642.477952,6983456,9.2,0.20999999999999996,2023 to 2024,0.49438202247191015,134.92036991999996,66.70220535370785
2024,5,2024-02-04,5-14,565.659936,6983456,8.1,0.162,2023 to 2024,0.5308641975308642,91.63690963200001,48.64675449600001
2024,6,2024-02-11,5-14,551.6930239999999,6983456,7.899999999999999,0.153,2023 to 2024,0.5211267605633803,84.40903267199998,43.98780575864787
2024,7,2024-02-18,5-14,384.09007999999994,6983456,5.499999999999999,0.11199999999999999,2023 to 2024,0.4827586206896551,43.018088959999986,20.76735329103447
2024,8,2024-02-25,5-14,342.189344,6983456,4.8999999999999995,0.083,2023 to 2024,0.45454545454545453,28.401715552000002,12.909870705454546
2024,9,2024-03-03,5-14,293.305152,6983456,4.2,0.07400000000000001,2023 to 2024,0.4571428571428572,21.704581248000004,9.922094284800002
2024,10,2024-03-10,5-14,230.454048,6983456,3.3000000000000003,0.063,2023 to 2024,0.3888888888888889,14.518605024,5.646124176
2024,11,2024-03-17,5-14,293.305152,6983456,4.2,0.06,2023 to 2024,0.393939393939394,17.59830912,6.932667229090909
2024,12,2024-03-24,5-14,300.28860799999995,6983456,4.3,0.057,2023 to 2024,0.3076923076923077,17.116450655999998,5.2666002018461535
2024,13,2024-03-31,5-14,174.5864,6983456,2.5,0.04800000000000001,2023 to 2024,0.3157894736842105,8.380147200000001,2.6463622736842107
2024,14,2024-04-07,5-14,111.73529600000002,6983456,1.6000000000000003,0.033999999999999996,2023 to 2024,0.3333333333333333,3.7990000640000003,1.2663333546666666
2024,15,2024-04-14,5-14,111.73529600000002,6983456,1.6000000000000003,0.009000000000000003,2023 to 2024,0.37499999999999994,1.0056176640000005,0.3771066240000001
2024,16,2024-04-21,5-14,83.80147199999999,6983456,1.2,0.034999999999999996,2023 to 2024,0.3333333333333333,2.9330515199999994,0.9776838399999997
2024,17,2024-04-28,5-14,111.73529600000002,6983456,1.6000000000000003,0.024000000000000004,2023 to 2024,0.26666666666666666,2.681647104000001,0.7151058944000003
2024,18,2024-05-05,5-14,139.66912000000002,6983456,2.0000000000000004,0.038,2023 to 2024,0.3333333333333333,5.307426560000001,1.7691421866666668
2024,19,2024-05-12,5-14,118.71875199999998,6983456,1.6999999999999997,0.038,2023 to 2024,0.23076923076923075,4.511312575999999,1.0410721329230765
2024,20,2024-05-19,5-14,83.80147199999999,6983456,1.2,0.013999999999999999,2023 to 2024,0.3,1.1732206079999998,0.35196618239999994
2024,21,2024-05-26,5-14,76.818016,6983456,1.0999999999999999,0.011000000000000001,2023 to 2024,0.2857142857142857,0.844998176,0.2414280502857143
2024,22,2024-06-02,5-14,27.933824000000005,6983456,0.4000000000000001,0.015999999999999997,2023 to 2024,0.4,0.446941184,0.1787764736
2024,23,2024-06-09,5-14,76.818016,6983456,1.0999999999999999,0.0030000000000000005,2023 to 2024,0.25,0.23045404800000005,0.05761351200000001
2024,24,2024-06-16,5-14,83.80147199999999,6983456,1.2,0.007999999999999998,2023 to 2024,0.25,0.6704117759999998,0.16760294399999995
2024,25,2024-06-23,5-14,69.83456000000001,6983456,1.0000000000000002,0.016999999999999998,2023 to 2024,0.5,1.18718752,0.59359376
2024,26,2024-06-30,5-14,69.83456000000001,6983456,1.0000000000000002,0,2023 to 2024,0.3333333333333333,0,0
2024,27,2024-07-07,5-14,41.900735999999995,6983456,0.6,4.313957950651306e-4,2024 to 2025,0.25,0.018075801320534136,0.004518950330133534
2024,28,2024-07-14,5-14,62.851104,6983456,0.9,0.01639604588690882,2024 to 2025,0.5,1.0305095852268784,0.5152547926134392
2024,29,2024-07-21,5-14,55.86764800000001,6983456,0.8000000000000002,0.00869023327210421,2024 to 2025,0.5555555555555556,0.48550289348380626,0.2697238297132257
2024,30,2024-07-28,5-14,27.933824000000005,6983456,0.4000000000000001,0.0033451166360521046,2024 to 2025,0.5714285714285715,0.09344189937095156,0.05339537106911518
2024,31,2024-08-04,5-14,20.950367999999997,6983456,0.3,7.765124311172352e-4,2024 to 2025,0.7,0.016268221188480727,0.011387754831936507
2024,32,2024-08-11,5-14,20.950367999999997,6983456,0.3,0.009000000000000001,2024 to 2025,1,0.188553312,0.188553312
2024,33,2024-08-18,5-14,13.966912000000002,6983456,0.20000000000000004,0.028929300183687372,2024 to 2025,0.4,0.40405298988714544,0.1616211959548582
2024,34,2024-08-25,5-14,27.933824000000005,6983456,0.4000000000000001,0.014913720840986973,2024 to 2025,0.4,0.41659725315726215,0.16663890126290487
2024,35,2024-09-01,5-14,13.966912000000002,6983456,0.20000000000000004,0.02318813766072645,2024 to 2025,0.5,0.32386667815125225,0.16193333907562613
2024,36,2024-09-08,5-14,27.933824000000005,6983456,0.4000000000000001,0.014741162522960921,2024 to 2025,0.5,0.4117770394717864,0.2058885197358932
2024,37,2024-09-15,5-14,27.933824000000005,6983456,0.4000000000000001,0.02344697513776553,2024 to 2025,0.5,0.6549636768307182,0.3274818384153591
2024,38,2024-09-22,5-14,83.80147199999999,6983456,1.2,0.013827441681973945,2024 to 2025,0.4285714285714286,1.1587599669435724,0.4966114144043882
2024,39,2024-09-29,5-14,125.702208,6983456,1.8,0.01874116252296092,2024 to 2025,0.2222222222222222,2.355805509623038,0.5235123354717862
2024,40,2024-10-06,5-14,104.75183999999999,6983456,1.4999999999999998,0.03274116252296093,2024 to 2025,0.625,3.429697018019199,2.1435606362619994
2024,41,2024-10-13,5-14,104.75183999999999,6983456,1.4999999999999998,0.02960395411309118,2024 to 2025,0.375,3.101068664621869,1.1629007492332009
2024,42,2024-10-20,5-14,118.71875199999998,6983456,1.6999999999999997,0.03818813766072645,2024 to 2025,0.36363636363636365,4.533648044285643,1.648599288831143
2024,43,2024-10-27,5-14,139.66912000000002,6983456,2.0000000000000004,0.06854883363947897,2024 to 2025,0.23529411764705882,9.574155271452426,2.2527424168123353
2024,44,2024-11-03,5-14,90.78492800000001,6983456,1.3,0.05906650859355711,2024 to 2025,0.3571428571428571,5.362348729877464,1.9151245463848083
2024,45,2024-11-10,5-14,132.68566399999997,6983456,1.8999999999999995,0.07682325045921841,2024 to 2025,0.25000000000000006,10.193343997819698,2.548335999454925
2024,46,2024-11-17,5-14,202.520224,6983456,2.9000000000000004,0.0970820879362575,2024 to 2025,0.3,19.661086195238568,5.89832585857157
2024,47,2024-11-24,5-14,237.43750399999996,6983456,3.3999999999999995,0.10594487952638779,2024 to 2025,0.22500000000000003,25.155287756326214,5.659939745173399
2024,48,2024-12-01,5-14,307.272064,6983456,4.3999999999999995,0.17219952578067133,2024 to 2025,0.18749999999999997,52.91210370644809,9.921019444959017
2024,49,2024-12-08,5-14,474.8750079999999,6983456,6.799999999999999,0.22102696746264527,2024 to 2025,0.08888888888888889,104.9601829420394,9.329794039292391
2024,50,2024-12-15,5-14,642.477952,6983456,9.2,0.2791132466216584,2024 to 2025,0.06382978723404255,179.324107065554,11.446219599928977
2024,51,2024-12-22,5-14,1005.617664,6983456,14.4,0.3194427839150101,2024 to 2025,0.06481481481481481,321.2373061422692,20.82093650922115
2024,52,2024-12-29,5-14,565.659936,6983456,8.1,0.36483882980191884,2024 to 2025,0.07766990291262135,206.37470911606832,16.0291036206655
2025,2,2025-01-12,5-14,824.0478080000001,6983456,11.800000000000002,0.2504781338231663,2024 to 2025,0.07407407407407407,206.4059571289109,15.289330157697103
2025,3,2025-01-19,5-14,977.6838399999999,6983456,13.999999999999998,0.25208208793625747,2024 to 2025,0.08695652173913045,246.45658372873785,21.431007280759815
2025,4,2025-01-26,5-14,1040.534944,6983456,14.9,0.21798022943454406,2024 to 2025,0.12195121951219513,226.81604582778047,27.660493393631768
2025,5,2025-02-02,5-14,844.9981760000001,6983456,12.100000000000001,0.2454937131658667,2024 to 2025,0.16470588235294117,207.44173984462458,34.16687479793816
2025,6,2025-02-09,5-14,726.2794240000001,6983456,10.4,0.21728580493968436,2024 to 2025,0.1395348837209302,157.81020925497032,22.020029198367947
2025,7,2025-02-16,5-14,488.84191999999996,6983456,6.999999999999999,0.16372139195750496,2024 to 2025,0.15584415584415584,80.03387958957927,12.472812403570796
2025,8,2025-02-23,5-14,363.13971200000003,6983456,5.2,0.1846309215757365,2024 to 2025,0.1728395061728395,67.04681968730755,11.58833920521365
2025,10,2025-03-09,5-14,363.13971200000003,6983456,5.2,0.13439185466415332,2024 to 2025,0.16666666666666666,48.803019397886494,8.133836566314415
2025,11,2025-03-16,5-14,356.156256,6983456,5.1000000000000005,0.1250665085935571,2024 to 2025,0.2586206896551724,44.543219451673124,11.519798134053392
2025,12,2025-03-23,5-14,377.106624,6983456,5.3999999999999995,0.10194487952638778,2024 to 2025,0.22000000000000003,38.444089352282816,8.457699657502221
2025,13,2025-03-30,5-14,328.222432,6983456,4.7,0.11939185466415331,2024 to 2025,0.18367346938775508,39.18708489885894,7.197627838565928
2025,14,2025-04-06,5-14,223.47059200000004,6983456,3.2000000000000006,0.06741162522960922,2024 to 2025,0.2647058823529412,15.064515797742912,3.987665946461359
2025,15,2025-04-13,5-14,139.66912000000002,6983456,2.0000000000000004,0.05244697513776554,2024 to 2025,0.3,7.325222864153593,2.197566859246078
2025,16,2025-04-20,5-14,55.86764800000001,6983456,0.8000000000000002,0.03796465009184368,2024 to 2025,0.22727272727272727,2.120995707774291,0.48204447903961156
2025,17,2025-04-27,5-14,55.86764800000001,6983456,0.8000000000000002,0.020827441681973948,2024 to 2025,0.3333333333333333,1.1635801806290487,0.3878600602096829
2025,18,2025-05-04,5-14,55.86764800000001,6983456,0.8000000000000002,0.024792091773817634,2024 to 2025,0.4666666666666666,1.3850758564033394,0.646368732988225
2025,19,2025-05-11,5-14,41.900735999999995,6983456,0.6,0.010827441681973951,2024 to 2025,0.36363636363636365,0.45367777547178645,0.16497373653519506
2025,20,2025-05-18,5-14,62.851104,6983456,0.9,0.004,2024 to 2025,0.22222222222222227,0.251404416,0.05586764800000001
2025,21,2025-05-25,5-14,90.78492800000001,6983456,1.3,0.016050929250856712,2024 to 2025,0.27272727272727276,1.4571824563721207,0.3974133971923966
2025,22,2025-06-01,5-14,20.950367999999997,6983456,0.3,0.005086279159013026,2024 to 2025,0.375,0.1065594201320534,0.039959782549520026
2025,23,2025-06-08,5-14,48.884192000000006,6983456,0.7000000000000001,0.012964650091843687,2024 to 2025,0.25,0.6337664443025045,0.15844161107562613
