"inc_1_1","inc_2_1","inc_3_1","inc_4_1"
0.177991170652585,1.12886660691997,3.2961586456128,0.374802031910735
0.405915409206646,3.41061809008255,6.19370679867617,0.695977567119673
0.855752099846606,7.92202931800436,12.5719788194894,1.39247359051009
1.85303579739337,17.6156231086985,27.1034871747123,2.98931001290798
4.02376232700397,38.4196900831891,58.9496560144946,6.50198466334124
6.80006561978275,54.8209680363112,109.494603320194,13.2023432497908
6.47698342707748,36.6280076473624,123.935951511622,16.7263284784926
7.05904281932757,41.7290174635104,132.409988646585,17.5550380252144
13.1469843571265,108.185818524047,202.656538326405,23.3789246615315
24.1265529063112,215.971936593593,368.086721737284,41.7604635570484
41.4028267605928,368.403534845795,647.702187730665,74.2538906660681
74.6074967780124,601.919219026239,1273.85351074349,156.020088812277
123.690105896237,876.085803900632,2377.80654365426,313.721532598178
128.979566529448,816.673572120908,2869.0661576348,411.68379152956
105.729392308205,483.934089863345,2419.8765940502,387.99620330974
63.2362584234419,258.516801860666,1580.58007785378,276.626283854917
31.8824755855156,138.348519076815,902.232692310165,166.857906805392
11.7973830468465,64.910119358976,404.269242175251,75.0051495271751
4.09519318940438,27.3232831444954,161.939132196522,29.827860710142
1.70971100365463,11.6812984304035,69.1854234378707,12.8211913201277
0.722055847821059,4.98802048791004,29.5414667559094,5.491196620651
0.306622384103853,2.12911304819221,12.6108244554854,2.3476560038125
0.130550064729305,0.908692388269399,5.38277461173651,1.00281715878176
0.0556538490540348,0.38781213321276,2.29744688399117,0.428174953640217
0.0188720800425275,0.131569908843003,0.779476130222715,0.145295515296177
