date,Week,Influenza A not subtyped,Influenza A H1N1pdm09,Influenza A H3N2,Influenza B,Percentage testing positive for overall influenza,Year,total_cases,H1_prop,H3_prop,H1_adj,H3_adj,Season
2017-10-09,41,4,6,13,14,1.9,2017,37,0.3157894736842105,0.6842105263157895,7,16,2017/18
2017-10-16,42,12,2,12,6,1.7,2017,32,0.14285714285714285,0.8571428571428571,4,22,2017/18
2017-10-23,43,8,2,5,9,1.3,2017,24,0.2857142857142857,0.7142857142857143,4,11,2017/18
2017-10-30,44,8,1,6,4,1,2017,19,0.14285714285714285,0.8571428571428571,2,13,2017/18
2017-11-06,45,12,3,4,5,1.1,2017,24,0.42857142857142855,0.5714285714285714,8,11,2017/18
2017-11-13,46,14,9,14,7,1.8,2017,44,0.391304347826087,0.6086956521739131,14,23,2017/18
2017-11-20,47,22,20,25,19,3.4,2017,86,0.4444444444444444,0.5555555555555556,30,37,2017/18
2017-11-27,48,24,19,33,9,3.3,2017,85,0.36538461538461536,0.6346153846153846,28,48,2017/18
2017-12-04,49,50,32,59,58,7.4,2017,199,0.3516483516483517,0.6483516483516484,50,91,2017/18
2017-12-11,50,63,31,79,91,9.8,2017,264,0.2818181818181818,0.7181818181818181,49,124,2017/18
2017-12-18,51,85,32,246,284,19.9,2017,647,0.11510791366906475,0.8848920863309353,42,321,2017/18
2017-12-25,52,151,66,248,470,25.7,2017,935,0.21019108280254778,0.7898089171974523,98,367,2017/18
2018-01-01,1,178,83,358,694,25.6,2018,1313,0.18820861678004536,0.8117913832199547,117,502,2017/18
2018-01-08,2,169,70,381,846,25.4,2018,1466,0.15521064301552107,0.844789356984479,96,524,2017/18
2018-01-15,3,145,61,353,797,24.1,2018,1356,0.1473429951690821,0.8526570048309179,82,477,2017/18
2018-01-22,4,132,66,342,703,24.5,2018,1243,0.16176470588235295,0.8382352941176471,87,453,2017/18
2018-01-29,5,179,34,264,610,23.1,2018,1087,0.11409395973154363,0.8859060402684564,54,423,2017/18
2018-02-05,6,174,43,248,464,22.1,2018,929,0.14776632302405499,0.852233676975945,69,396,2017/18
2018-02-12,7,182,50,330,558,25.9,2018,1120,0.13157894736842105,0.868421052631579,74,488,2017/18
2018-02-19,8,191,61,313,486,25.6,2018,1051,0.16310160427807488,0.8368983957219251,92,473,2017/18
2018-02-26,9,176,59,320,381,23.3,2018,936,0.15567282321899736,0.8443271767810027,86,469,2017/18
2018-03-05,10,151,47,320,354,22.1,2018,872,0.12806539509536785,0.8719346049046321,66,452,2017/18
2018-03-12,11,114,50,258,221,18.7,2018,643,0.16233766233766234,0.8376623376623377,69,353,2017/18
2018-03-19,12,89,43,251,142,15.9,2018,525,0.14625850340136054,0.8537414965986394,56,327,2017/18
2018-03-26,13,116,29,235,116,16.5,2018,496,0.10984848484848485,0.8901515151515151,42,338,2017/18
2018-04-02,14,95,37,196,68,15.1,2018,396,0.15879828326180256,0.8412017167381974,52,276,2017/18
2018-04-09,15,57,16,109,45,9.8,2018,227,0.128,0.872,23,159,2017/18
2018-04-16,16,32,8,57,29,5.9,2018,126,0.12307692307692308,0.8769230769230769,12,85,2017/18
2018-04-23,17,15,3,20,17,2.9,2018,55,0.13043478260869565,0.8695652173913043,5,33,2017/18
2018-04-30,18,19,3,12,9,2.3,2018,43,0.2,0.8,7,27,2017/18
2018-05-07,19,7,5,9,6,1.5,2018,27,0.35714285714285715,0.6428571428571429,7,13,2017/18
2018-05-14,20,7,0,13,6,1.5,2018,26,0,1,0,20,2017/18
2018-05-21,21,5,2,8,2,1,2018,17,0.2,0.8,3,12,2017/18
2018-05-28,22,3,0,4,2,0.6,2018,9,0,1,0,7,2017/18
2018-06-04,23,0,0,4,1,0.3,2018,5,0,1,0,4,2017/18
2018-06-11,24,5,0,2,3,0.7,2018,10,0,1,0,7,2017/18
2018-06-18,25,2,0,3,1,0.4,2018,6,0,1,0,5,2017/18
2018-06-25,26,6,1,1,0,0.6,2018,8,0.5,0.5,4,4,2017/18
2018-07-02,27,3,2,1,1,0.5,2018,7,0.6666666666666666,0.3333333333333333,4,2,2018/19
2018-07-09,28,3,2,1,0,0.4,2018,6,0.6666666666666666,0.3333333333333333,4,2,2018/19
2018-07-16,29,2,0,0,0,0.2,2018,2,0,0,0,0,2018/19
2018-07-23,30,2,0,0,1,0.2,2018,3,0,0,0,0,2018/19
2018-07-30,31,1,1,4,0,0.5,2018,6,0.2,0.8,1,5,2018/19
2018-08-06,32,3,1,2,0,0.5,2018,6,0.3333333333333333,0.6666666666666666,2,4,2018/19
2018-08-13,33,1,0,3,2,0.5,2018,6,0,1,0,4,2018/19
2018-08-20,34,3,0,1,1,0.4,2018,5,0,1,0,4,2018/19
2018-08-27,35,12,1,1,1,1.3,2018,15,0.5,0.5,7,7,2018/19
2018-09-03,36,4,3,15,6,2.3,2018,28,0.16666666666666666,0.8333333333333334,4,18,2018/19
2018-09-10,37,8,3,5,0,1.1,2018,16,0.375,0.625,6,10,2018/19
2018-09-17,38,2,1,4,1,0.5,2018,8,0.2,0.8,1,6,2018/19
2018-09-24,39,4,0,2,1,0.4,2018,7,0,1,0,6,2018/19
2018-10-01,40,6,0,3,3,0.7,2018,12,0,1,0,9,2018/19
2018-10-08,41,4,6,3,1,0.8,2018,14,0.6666666666666666,0.3333333333333333,9,4,2018/19
2018-10-15,42,7,1,1,1,0.5,2018,10,0.5,0.5,5,5,2018/19
2018-10-22,43,5,10,1,3,0.9,2018,19,0.9090909090909091,0.09090909090909091,15,1,2018/19
2018-10-29,44,9,12,7,7,1.7,2018,35,0.631578947368421,0.3684210526315789,18,10,2018/19
2018-11-05,45,16,24,10,11,2.5,2018,61,0.7058823529411765,0.29411764705882354,35,15,2018/19
2018-11-12,46,14,30,8,5,2.4,2018,57,0.7894736842105263,0.21052631578947367,41,11,2018/19
2018-11-19,47,26,39,15,2,3.2,2018,82,0.7222222222222222,0.2777777777777778,58,22,2018/19
2018-11-26,48,26,58,14,3,3.8,2018,101,0.8055555555555556,0.19444444444444445,79,19,2018/19
2018-12-03,49,48,64,17,3,5.2,2018,132,0.7901234567901234,0.20987654320987653,102,27,2018/19
2018-12-10,50,42,101,18,2,6.4,2018,163,0.8487394957983193,0.15126050420168066,137,24,2018/19
2018-12-17,51,80,162,59,2,12.2,2018,303,0.7330316742081447,0.2669683257918552,221,80,2018/19
2018-12-24,52,113,245,95,4,17.3,2018,457,0.7205882352941176,0.27941176470588236,326,127,2018/19
2018-12-31,1,163,310,84,5,15.8,2018,562,0.7868020304568528,0.2131979695431472,438,119,2018/19
2019-01-07,2,312,410,111,4,20.9,2019,837,0.7869481765834933,0.21305182341650672,656,177,2018/19
2019-01-14,3,198,520,92,1,21.3,2019,811,0.8496732026143791,0.1503267973856209,688,122,2018/19
2019-01-21,4,170,563,132,1,23.4,2019,866,0.8100719424460432,0.18992805755395684,701,164,2018/19
2019-01-28,5,322,628,169,1,25.5,2019,1120,0.7879548306148055,0.2120451693851945,882,237,2018/19
2019-02-04,6,313,650,268,6,28.1,2019,1237,0.7080610021786492,0.29193899782135074,872,359,2018/19
2019-02-11,7,293,459,335,2,26.6,2019,1089,0.5780856423173804,0.42191435768261965,628,459,2018/19
2019-02-18,8,213,289,277,1,21.7,2019,780,0.5106007067137809,0.48939929328621906,398,381,2018/19
2019-02-25,9,130,144,225,5,15.6,2019,504,0.3902439024390244,0.6097560975609756,195,304,2018/19
2019-03-04,10,83,80,153,3,11.4,2019,319,0.34334763948497854,0.6566523605150214,108,208,2018/19
2019-03-11,11,107,44,167,3,11.3,2019,321,0.20853080568720378,0.7914691943127962,66,252,2018/19
2019-03-18,12,77,27,172,7,10.4,2019,283,0.135678391959799,0.864321608040201,37,239,2018/19
2019-03-25,13,64,17,140,3,9.3,2019,224,0.10828025477707007,0.89171974522293,24,197,2018/19
2019-04-01,14,54,13,138,1,7.4,2019,206,0.08609271523178808,0.9139072847682119,18,187,2018/19
2019-04-08,15,59,15,101,1,7.2,2019,176,0.12931034482758622,0.8706896551724138,23,152,2018/19
2019-04-15,16,63,4,89,1,6.5,2019,157,0.043010752688172046,0.956989247311828,7,149,2018/19
2019-04-22,17,31,5,78,7,5.5,2019,121,0.060240963855421686,0.9397590361445783,7,107,2018/19
2019-04-29,18,23,2,49,2,3.7,2019,76,0.0392156862745098,0.9607843137254902,3,71,2018/19
2019-05-06,19,21,7,37,1,3.4,2019,66,0.1590909090909091,0.8409090909090909,10,55,2018/19
2019-05-13,20,20,2,25,1,2.6,2019,48,0.07407407407407407,0.9259259259259259,3,44,2018/19
2019-05-20,21,18,3,24,3,2.7,2019,48,0.1111111111111111,0.8888888888888888,5,40,2018/19
2019-05-27,22,10,4,8,0,1.4,2019,22,0.3333333333333333,0.6666666666666666,7,15,2018/19
2019-06-03,23,12,0,12,7,2,2019,31,0,1,0,24,2018/19
2019-06-10,24,10,4,10,1,1.7,2019,25,0.2857142857142857,0.7142857142857143,7,17,2018/19
2019-06-17,25,3,3,9,3,1.2,2019,18,0.25,0.75,4,11,2018/19
2019-06-24,26,6,1,7,2,1,2019,16,0.125,0.875,2,12,2018/19
2019-07-01,27,4,3,10,3,1.2,2019,20,0.23076923076923078,0.7692307692307693,4,13,2019/20
2019-07-08,28,6,1,7,1,0.9,2019,15,0.125,0.875,2,12,2019/20
2019-07-15,29,5,3,6,3,1.1,2019,17,0.3333333333333333,0.6666666666666666,5,9,2019/20
2019-07-22,30,1,4,4,1,0.7,2019,10,0.5,0.5,4,4,2019/20
2019-07-29,31,4,2,5,2,1,2019,13,0.2857142857142857,0.7142857142857143,3,8,2019/20
2019-08-05,32,5,0,2,4,0.9,2019,11,0,1,0,7,2019/20
2019-08-12,33,14,2,7,0,1.9,2019,23,0.2222222222222222,0.7777777777777778,5,18,2019/20
2019-08-19,34,15,5,14,1,2.5,2019,35,0.2631578947368421,0.7368421052631579,9,25,2019/20
2019-08-26,35,13,4,8,2,2.3,2019,27,0.3333333333333333,0.6666666666666666,8,17,2019/20
2019-09-02,36,5,3,8,0,1.2,2019,16,0.2727272727272727,0.7272727272727273,4,12,2019/20
2019-09-09,37,5,3,11,2,1.4,2019,21,0.21428571428571427,0.7857142857142857,4,15,2019/20
2019-09-16,38,3,2,12,2,1.1,2019,19,0.14285714285714285,0.8571428571428571,2,15,2019/20
2019-09-23,39,13,3,21,3,2.1,2019,40,0.125,0.875,5,32,2019/20
2019-09-30,40,6,3,14,4,1.2,2019,27,0.17647058823529413,0.8235294117647058,4,19,2019/20
2019-10-07,41,27,4,27,5,2.5,2019,63,0.12903225806451613,0.8709677419354839,7,51,2019/20
2019-10-14,42,26,6,30,6,2.7,2019,68,0.16666666666666666,0.8333333333333334,10,52,2019/20
2019-10-21,43,39,2,35,3,2.7,2019,79,0.05405405405405406,0.9459459459459459,4,72,2019/20
2019-10-28,44,48,6,41,5,3.4,2019,100,0.1276595744680851,0.8723404255319149,12,83,2019/20
2019-11-04,45,52,7,35,8,3.6,2019,102,0.16666666666666666,0.8333333333333334,16,78,2019/20
2019-11-11,46,79,6,112,17,7.1,2019,214,0.05084745762711865,0.9491525423728814,10,187,2019/20
2019-11-18,47,195,14,274,13,15.2,2019,496,0.04861111111111111,0.9513888888888888,23,460,2019/20
2019-11-25,48,189,20,407,14,17,2019,630,0.0468384074941452,0.9531615925058547,29,587,2019/20
2019-12-02,49,227,22,585,18,20.2,2019,852,0.036243822075782535,0.9637561779242174,30,804,2019/20
2019-12-09,50,369,21,614,17,21.1,2019,1021,0.03307086614173228,0.9669291338582677,33,971,2019/20
2019-12-16,51,415,39,615,27,22.6,2019,1096,0.05963302752293578,0.9403669724770642,64,1005,2019/20
2019-12-23,52,301,50,613,24,25.9,2019,988,0.07541478129713423,0.9245852187028658,73,891,2019/20
2019-12-30,1,317,62,459,36,19.2,2019,874,0.11900191938579655,0.8809980806142035,100,738,2019/20
2020-01-06,2,233,67,175,22,12.9,2020,497,0.2768595041322314,0.7231404958677686,132,343,2019/20
2020-01-13,3,110,46,99,26,9.2,2020,281,0.31724137931034485,0.6827586206896552,81,174,2019/20
2020-01-20,4,60,53,81,30,6.9,2020,224,0.39552238805970147,0.6044776119402985,77,117,2019/20
2020-01-27,5,88,54,66,53,7.8,2020,261,0.45,0.55,94,114,2019/20
2020-02-03,6,47,53,45,48,5.7,2020,193,0.5408163265306123,0.45918367346938777,78,67,2019/20
2020-02-10,7,112,61,40,57,6.7,2020,270,0.6039603960396039,0.39603960396039606,129,84,2019/20
2020-02-17,8,77,51,37,58,6.4,2020,223,0.5795454545454546,0.42045454545454547,96,69,2019/20
2020-02-24,9,83,76,42,96,5.9,2020,297,0.6440677966101694,0.3559322033898305,129,72,2019/20
2020-03-02,10,64,77,22,79,5.5,2020,242,0.7777777777777778,0.2222222222222222,127,36,2019/20
2020-03-09,11,70,53,18,95,3.9,2020,236,0.7464788732394366,0.2535211267605634,105,36,2019/20
2020-03-16,12,41,29,4,41,2,2020,115,0.8787878787878788,0.12121212121212122,65,9,2019/20
2020-03-23,13,18,9,2,12,0.8,2020,41,0.8181818181818182,0.18181818181818182,24,5,2019/20
2020-03-30,14,2,2,0,2,0.1,2020,6,1,0,4,0,2019/20
2020-04-06,15,2,0,0,4,0.2,2020,6,0,0,0,0,2019/20
2020-04-13,16,1,0,0,1,0.1,2020,2,0,0,0,0,2019/20
2020-04-20,17,0,1,0,0,0,2020,1,1,0,1,0,2019/20
2020-04-27,18,1,0,0,0,0.1,2020,1,0,0,0,0,2019/20
2020-05-04,19,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-05-11,20,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-05-18,21,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-05-25,22,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-06-01,23,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-06-08,24,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-06-15,25,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-06-22,26,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-06-29,27,0,0,0,0,0,2020,0,0,0,0,0,2019/20
2020-07-06,28,1,0,0,0,0.1,2020,1,0,0,0,0,2020/21
2020-07-13,29,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-07-20,30,0,0,0,1,0.1,2020,1,0,0,0,0,2020/21
2020-07-27,31,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-08-03,32,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-08-10,33,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-08-17,34,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-08-24,35,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-08-31,36,1,0,0,0,0.1,2020,1,0,0,0,0,2020/21
2020-09-07,37,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-09-14,38,1,0,0,3,0.2,2020,4,0,0,0,0,2020/21
2020-09-21,39,0,0,0,1,0.1,2020,1,0,0,0,0,2020/21
2020-09-28,40,0,3,2,1,0.2,2020,6,0.6,0.4,3,2,2020/21
2020-10-05,41,1,0,0,1,0.1,2020,2,0,0,0,0,2020/21
2020-10-12,42,0,0,1,0,0.1,2020,1,0,1,0,1,2020/21
2020-10-19,43,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-10-26,44,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2020-11-02,45,0,1,1,1,0.1,2020,3,0.5,0.5,1,1,2020/21
2020-11-09,46,0,0,0,1,0.1,2020,1,0,0,0,0,2020/21
2020-11-16,47,0,3,1,2,0.3,2020,6,0.75,0.25,3,1,2020/21
2020-11-23,48,2,0,0,1,0.2,2020,3,0,0,0,0,2020/21
2020-11-30,49,0,1,1,1,0.1,2020,3,0.5,0.5,1,1,2020/21
2020-12-07,50,0,0,1,1,0.1,2020,2,0,1,0,1,2020/21
2020-12-14,51,0,2,1,3,0.2,2020,6,0.6666666666666666,0.3333333333333333,2,1,2020/21
2020-12-21,52,1,0,0,0,0.1,2020,1,0,0,0,0,2020/21
2020-12-28,53,0,0,0,0,0,2020,0,0,0,0,0,2020/21
2021-01-04,1,0,0,1,0,0,2021,1,0,1,0,1,2020/21
2021-01-11,2,0,0,1,0,0,2021,1,0,1,0,1,2020/21
2021-01-18,3,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-01-25,4,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-02-01,5,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-02-08,6,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-02-15,7,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-02-22,8,0,0,0,1,0,2021,1,0,0,0,0,2020/21
2021-03-01,9,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-03-08,10,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-03-15,11,0,0,1,0,0,2021,1,0,1,0,1,2020/21
2021-03-22,12,0,0,0,1,0,2021,1,0,0,0,0,2020/21
2021-03-29,13,1,0,0,1,0,2021,2,0,0,0,0,2020/21
2021-04-05,14,0,0,1,0,0,2021,1,0,1,0,1,2020/21
2021-04-12,15,1,0,2,1,0.1,2021,4,0,1,0,3,2020/21
2021-04-19,16,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-04-26,17,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-05-03,18,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-05-10,19,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-05-17,20,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-05-24,21,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-05-31,22,2,0,0,1,0.1,2021,3,0,0,0,0,2020/21
2021-06-07,23,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-06-14,24,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-06-21,25,0,0,0,0,0,2021,0,0,0,0,0,2020/21
2021-06-28,26,1,0,0,0,0,2021,1,0,0,0,0,2020/21
2021-07-05,27,0,0,0,0,0,2021,0,0,0,0,0,2021/22
2021-07-12,28,0,0,0,0,0,2021,0,0,0,0,0,2021/22
2021-07-19,29,0,0,0,0,0,2021,0,0,0,0,0,2021/22
2021-07-26,30,0,0,0,1,0,2021,1,0,0,0,0,2021/22
2021-08-02,31,1,0,0,1,0,2021,2,0,0,0,0,2021/22
2021-08-09,32,1,0,0,2,0.1,2021,3,0,0,0,0,2021/22
2021-08-16,33,0,0,0,1,0,2021,1,0,0,0,0,2021/22
2021-08-23,34,0,0,1,0,0,2021,1,0,1,0,1,2021/22
2021-08-30,35,1,0,0,0,0,2021,1,0,0,0,0,2021/22
2021-09-06,36,0,0,0,0,0,2021,0,0,0,0,0,2021/22
2021-09-13,37,1,0,0,3,0.1,2021,4,0,0,0,0,2021/22
2021-09-20,38,4,0,2,2,0.2,2021,8,0,1,0,6,2021/22
2021-09-27,39,4,3,9,3,0.5,2021,19,0.25,0.75,4,12,2021/22
2021-10-04,40,12,2,16,11,0.7,2021,41,0.1111111111111111,0.8888888888888888,3,27,2021/22
2021-10-11,41,14,1,18,9,0.7,2021,42,0.05263157894736842,0.9473684210526315,2,31,2021/22
2021-10-18,42,14,0,17,8,0.8,2021,39,0,1,0,31,2021/22
2021-10-25,43,20,0,10,8,0.8,2021,38,0,1,0,30,2021/22
2021-11-01,44,9,3,8,4,0.4,2021,24,0.2727272727272727,0.7272727272727273,5,15,2021/22
2021-11-08,45,11,4,30,5,0.9,2021,50,0.11764705882352941,0.8823529411764706,5,40,2021/22
2021-11-15,46,19,1,14,10,0.6,2021,44,0.06666666666666667,0.9333333333333333,2,32,2021/22
2021-11-22,47,24,2,19,11,0.8,2021,56,0.09523809523809523,0.9047619047619048,4,41,2021/22
2021-11-29,48,27,1,33,6,0.9,2021,67,0.029411764705882353,0.9705882352941176,2,59,2021/22
2021-12-06,49,26,1,32,7,1,2021,66,0.030303030303030304,0.9696969696969697,2,57,2021/22
2021-12-13,50,41,1,22,4,1.1,2021,68,0.043478260869565216,0.9565217391304348,3,61,2021/22
2021-12-20,51,31,0,22,0,0.8,2021,53,0,1,0,53,2021/22
2021-12-27,52,15,0,28,1,0.6,2021,44,0,1,0,43,2021/22
2022-01-03,1,19,5,16,1,0.6,2022,41,0.23809523809523808,0.7619047619047619,10,30,2021/22
2022-01-10,2,54,2,10,8,1,2022,74,0.16666666666666666,0.8333333333333334,11,55,2021/22
2022-01-17,3,6,1,13,3,0.4,2022,23,0.07142857142857142,0.9285714285714286,1,19,2021/22
2022-01-24,4,9,3,11,3,0.5,2022,26,0.21428571428571427,0.7857142857142857,5,18,2021/22
2022-01-31,5,7,1,17,0,0.4,2022,25,0.05555555555555555,0.9444444444444444,1,24,2021/22
2022-02-07,6,79,3,28,8,1.5,2022,118,0.0967741935483871,0.9032258064516129,11,99,2021/22
2022-02-14,7,22,15,24,2,0.9,2022,63,0.38461538461538464,0.6153846153846154,23,38,2021/22
2022-02-21,8,29,11,42,2,1.2,2022,84,0.20754716981132076,0.7924528301886793,17,65,2021/22
2022-02-28,9,36,6,63,2,1.6,2022,107,0.08695652173913043,0.9130434782608695,9,96,2021/22
2022-03-07,10,92,21,95,6,2.5,2022,214,0.1810344827586207,0.8189655172413793,38,170,2021/22
2022-03-14,11,68,24,128,1,3.1,2022,221,0.15789473684210525,0.8421052631578947,35,185,2021/22
2022-03-21,12,101,26,173,3,4.3,2022,303,0.1306532663316583,0.8693467336683417,39,261,2021/22
2022-03-28,13,96,40,190,5,5,2022,331,0.17391304347826086,0.8260869565217391,57,269,2021/22
2022-04-04,14,188,34,181,2,5,2022,405,0.15813953488372093,0.8418604651162791,64,339,2021/22
2022-04-11,15,166,25,149,8,4.8,2022,348,0.14367816091954022,0.8563218390804598,49,291,2021/22
2022-04-18,16,76,23,94,5,2.9,2022,198,0.19658119658119658,0.8034188034188035,38,155,2021/22
2022-04-25,17,76,12,77,7,2.2,2022,172,0.1348314606741573,0.8651685393258427,22,143,2021/22
2022-05-02,18,54,17,75,2,2,2022,148,0.18478260869565216,0.8152173913043478,27,119,2021/22
2022-05-09,19,127,15,58,9,2.6,2022,209,0.2054794520547945,0.7945205479452054,41,159,2021/22
2022-05-16,20,40,15,45,1,1.4,2022,101,0.25,0.75,25,75,2021/22
2022-05-23,21,29,11,26,4,0.9,2022,70,0.2972972972972973,0.7027027027027027,20,46,2021/22
2022-05-30,22,31,8,28,5,1,2022,72,0.2222222222222222,0.7777777777777778,15,52,2021/22
2022-06-06,23,98,9,21,3,1.6,2022,131,0.3,0.7,38,90,2021/22
2022-06-13,24,18,3,14,4,0.5,2022,39,0.17647058823529413,0.8235294117647058,6,29,2021/22
2022-06-20,25,17,2,11,6,0.5,2022,36,0.15384615384615385,0.8461538461538461,5,25,2021/22
2022-06-27,26,18,0,8,5,0.5,2022,31,0,1,0,26,2021/22
2022-07-04,27,35,2,11,2,0.7,2022,50,0.15384615384615385,0.8461538461538461,7,41,2022/23
2022-07-11,28,73,4,16,4,1.3,2022,97,0.2,0.8,19,74,2022/23
2022-07-18,29,25,4,6,1,0.6,2022,36,0.4,0.6,14,21,2022/23
2022-07-25,30,20,4,11,1,0.5,2022,36,0.26666666666666666,0.7333333333333333,9,26,2022/23
2022-08-01,31,16,6,9,0,0.8,2022,31,0.4,0.6,12,19,2022/23
2022-08-08,32,98,3,6,5,1.9,2022,112,0.3333333333333333,0.6666666666666666,36,71,2022/23
2022-08-15,33,25,8,6,6,0.9,2022,45,0.5714285714285714,0.42857142857142855,22,17,2022/23
2022-08-22,34,13,5,7,1,0.6,2022,26,0.4166666666666667,0.5833333333333334,10,15,2022/23
2022-08-29,35,15,6,13,1,1.2,2022,35,0.3157894736842105,0.6842105263157895,11,23,2022/23
2022-09-05,36,43,11,16,5,2.5,2022,75,0.4074074074074074,0.5925925925925926,29,41,2022/23
2022-09-12,37,95,15,13,5,3.4,2022,128,0.5357142857142857,0.4642857142857143,66,57,2022/23
2022-09-19,38,63,15,14,6,2.6,2022,98,0.5172413793103449,0.4827586206896552,48,44,2022/23
2022-09-26,39,53,11,29,12,3.1,2022,105,0.275,0.725,26,67,2022/23
2022-10-03,40,55,29,49,7,4.5,2022,140,0.3717948717948718,0.6282051282051282,49,84,2022/23
2022-10-10,41,194,35,49,20,5.7,2022,298,0.4166666666666667,0.5833333333333334,116,162,2022/23
2022-10-17,42,170,58,80,22,6.2,2022,330,0.42028985507246375,0.5797101449275363,129,179,2022/23
2022-10-24,43,250,60,91,14,7.6,2022,415,0.3973509933774834,0.6026490066225165,159,242,2022/23
2022-10-31,44,153,79,85,13,7.9,2022,330,0.4817073170731707,0.5182926829268293,153,164,2022/23
2022-11-07,45,253,70,74,27,9.3,2022,424,0.4861111111111111,0.5138888888888888,193,204,2022/23
2022-11-14,46,329,105,124,37,9.7,2022,595,0.4585152838427948,0.5414847161572053,256,302,2022/23
2022-11-21,47,427,109,224,35,12.4,2022,795,0.32732732732732733,0.6726726726726727,249,511,2022/23
2022-11-28,48,495,153,347,29,16.4,2022,1024,0.306,0.694,304,691,2022/23
2022-12-05,49,647,206,610,41,22.6,2022,1504,0.25245098039215685,0.7475490196078431,369,1094,2022/23
2022-12-12,50,1825,326,848,81,29.1,2022,3080,0.2776831345826235,0.7223168654173765,833,2166,2022/23
2022-12-19,51,2526,435,1331,112,32.6,2022,4404,0.24631936579841449,0.7536806342015855,1057,3235,2022/23
2022-12-26,52,1782,408,978,123,28,2022,3291,0.2943722943722944,0.7056277056277056,933,2235,2022/23
2023-01-02,1,541,235,546,106,14.6,2023,1428,0.30089628681177977,0.6991037131882202,398,924,2022/23
2023-01-09,2,228,82,194,71,7.1,2023,575,0.2971014492753623,0.7028985507246377,150,354,2022/23
2023-01-16,3,121,25,75,61,3.4,2023,282,0.25,0.75,55,166,2022/23
2023-01-23,4,103,26,74,78,3.3,2023,281,0.26,0.74,53,150,2022/23
2023-01-30,5,62,12,36,86,2.6,2023,196,0.25,0.75,28,82,2022/23
2023-02-06,6,27,5,15,79,2,2023,126,0.25,0.75,12,35,2022/23
2023-02-13,7,42,9,10,142,2.5,2023,203,0.47368421052631576,0.5263157894736842,29,32,2022/23
2023-02-20,8,37,6,15,125,2.4,2023,183,0.2857142857142857,0.7142857142857143,17,41,2022/23
2023-02-27,9,14,6,10,94,1.9,2023,124,0.375,0.625,11,19,2022/23
2023-03-06,10,39,8,13,88,2.5,2023,148,0.38095238095238093,0.6190476190476191,23,37,2022/23
2023-03-13,11,28,7,7,123,2.2,2023,165,0.5,0.5,21,21,2022/23
2023-03-20,12,6,4,9,96,1.6,2023,115,0.3076923076923077,0.6923076923076923,6,13,2022/23
2023-03-27,13,9,0,1,97,1.6,2023,107,0,1,0,10,2022/23
2023-04-03,14,6,1,0,70,1.6,2023,77,1,0,7,0,2022/23
2023-04-10,15,8,4,0,39,1.1,2023,51,1,0,12,0,2022/23
2023-04-17,16,4,4,2,37,0.9,2023,47,0.6666666666666666,0.3333333333333333,7,3,2022/23
2023-04-24,17,7,4,1,42,1.1,2023,54,0.8,0.2,10,2,2022/23
2023-05-01,18,7,4,0,30,0.9,2023,41,1,0,11,0,2022/23
2023-05-08,19,21,5,2,16,0.9,2023,44,0.7142857142857143,0.2857142857142857,20,8,2022/23
2023-05-15,20,2,2,0,15,0.4,2023,19,1,0,4,0,2022/23
2023-05-22,21,9,5,3,11,0.7,2023,28,0.625,0.375,11,6,2022/23
2023-05-29,22,6,2,4,3,0.4,2023,15,0.3333333333333333,0.6666666666666666,4,8,2022/23
2023-06-05,23,10,1,3,3,0.5,2023,17,0.25,0.75,3,11,2022/23
