week,virus,age,percent,date_start
67,H3,<5,0.09089935377914272,2025-04-07
67,A,<5,0,2025-04-07
68,fluB,<5,0.03477453675604303,2025-04-14
68,H1,<5,0,2025-04-14
68,H3,<5,0.03476561105359033,2025-04-14
68,A,<5,0,2025-04-14
69,fluB,<5,0,2025-04-21
69,H1,<5,0,2025-04-21
69,H3,<5,0,2025-04-21
69,A,<5,0,2025-04-21
70,fluB,<5,0,2025-04-28
70,H1,<5,0,2025-04-28
70,H3,<5,0,2025-04-28
70,A,<5,0,2025-04-28
71,fluB,<5,0,2025-05-05
71,H1,<5,0,2025-05-05
71,H3,<5,0,2025-05-05
71,A,<5,0,2025-05-05
72,fluB,<5,0,2025-05-12
72,H1,<5,0,2025-05-12
72,H3,<5,0,2025-05-12
72,A,<5,0,2025-05-12
73,fluB,<5,0,2025-05-19
73,H1,<5,0,2025-05-19
73,H3,<5,0,2025-05-19
73,A,<5,0,2025-05-19
74,fluB,<5,0,2025-05-26
74,H1,<5,0,2025-05-26
74,H3,<5,0.08239315934164049,2025-05-26
74,A,<5,0,2025-05-26
75,fluB,<5,0,2025-06-02
75,H1,<5,0,2025-06-02
75,H3,<5,0,2025-06-02
75,A,<5,0,2025-06-02
76,fluB,<5,0,2025-06-09
76,H1,<5,0,2025-06-09
76,H3,<5,0,2025-06-09
76,A,<5,0,2025-06-09
77,fluB,<5,0,2025-06-16
77,H1,<5,0,2025-06-16
77,H3,<5,0,2025-06-16
77,A,<5,0,2025-06-16
78,fluB,<5,0,2025-06-23
78,H1,<5,0,2025-06-23
78,H3,<5,0,2025-06-23
78,A,<5,0,2025-06-23
79,fluB,<5,0,2025-06-30
79,H1,<5,0,2025-06-30
79,H3,<5,0,2025-06-30
79,A,<5,0,2025-06-30
80,fluB,<5,0,2025-07-07
80,H1,<5,0,2025-07-07
80,H3,<5,0.09026562890499525,2025-07-07
80,A,<5,0,2025-07-07
81,fluB,<5,0,2025-07-14
81,H1,<5,0,2025-07-14
81,H3,<5,0,2025-07-14
81,A,<5,0,2025-07-14
82,fluB,<5,0,2025-07-21
82,H1,<5,0,2025-07-21
82,H3,<5,0,2025-07-21
82,A,<5,0,2025-07-21
83,fluB,<5,0,2025-07-28
83,H1,<5,0,2025-07-28
83,H3,<5,0,2025-07-28
83,A,<5,0,2025-07-28
84,fluB,<5,0,2025-08-04
84,H1,<5,0,2025-08-04
84,H3,<5,0,2025-08-04
84,A,<5,0,2025-08-04
85,fluB,<5,0,2025-08-11
85,H1,<5,0.23950337391552767,2025-08-11
85,H3,<5,0,2025-08-11
85,A,<5,0,2025-08-11
86,fluB,<5,0,2025-08-18
86,H1,<5,0.1892784462137176,2025-08-18
86,H3,<5,0.0487700382020064,2025-08-18
86,A,<5,0,2025-08-18
87,fluB,<5,0,2025-08-25
87,H1,<5,0,2025-08-25
87,H3,<5,0.1877967796065554,2025-08-25
87,A,<5,8.925702452922124e-6,2025-08-25
88,fluB,<5,0,2025-09-01
88,H1,<5,0,2025-09-01
88,H3,<5,0,2025-09-01
88,A,<5,0,2025-09-01
89,fluB,<5,0,2025-09-08
89,H1,<5,0.02532221785854571,2025-09-08
89,H3,<5,0,2025-09-08
89,A,<5,0,2025-09-08
90,fluB,<5,0,2025-09-15
90,H1,<5,0,2025-09-15
90,H3,<5,0.063613481380984993,2025-09-15
90,A,<5,0,2025-09-15
91,fluB,<5,0,2025-09-22
91,H1,<5,0,2025-09-22
91,H3,<5,0,2025-09-22
91,A,<5,0,2025-09-22
92,fluB,<5,0,2025-09-29
92,H1,<5,0.02189474811667713,2025-09-29
92,H3,<5,0,2025-09-29
92,A,<5,0,2025-09-29
93,fluB,<5,0,2025-10-06
93,H1,<5,0.08650790817237364,2025-10-06
93,H3,<5,0.11653397122353516,2025-10-06
93,A,<5,8.925702452922124e-6,2025-10-06
94,fluB,<5,0,2025-10-13
94,H1,<5,0,2025-10-13
94,H3,<5,0.1866721410975047,2025-10-13
94,A,<5,0.05007319076011288,2025-10-13
95,fluB,<5,0,2025-10-20
95,H1,<5,0.01107679674390427,2025-10-20
95,H3,<5,0.08559748652218935,2025-10-20
95,A,<5,0.00148166660716198,2025-10-20
96,fluB,<5,0,2025-10-27
96,H1,<5,0,2025-10-27
96,H3,<5,0.2570423792352463,2025-10-27
96,A,<5,0.00294548180941833,2025-10-27
97,fluB,<5,0,2025-11-03
97,H1,<5,0.00487343353921998,2025-11-03
97,H3,<5,0.28587239815773513,2025-11-03
97,A,<5,0,2025-11-03
98,fluB,<5,0,2025-11-10
98,H1,<5,0,2025-11-10
98,H3,<5,0.25376664643507496,2025-11-10
98,A,<5,0,2025-11-10
99,fluB,<5,2.9454818094221e-4,2025-11-17
99,H1,<5,0,2025-11-17
99,H3,<5,0.1902781248884291,2025-11-17
99,A,<5,0.0014727409047093,2025-11-17
100,fluB,<5,0,2025-11-24
100,H1,<5,0,2025-11-24
100,H3,<5,0.2784729908243784,2025-11-24
100,A,<5,0,2025-11-24
101,fluB,<5,0,2025-12-01
101,H3,<5,0,2025-12-01
101,A,<5,0.4859777214466785,2025-12-01
1,fluB,18,0.0163690070438538,2024-01-01
1,H1,18,0.14962054078618503,2024-01-01
1,H3,18,0.097768688934333,2024-01-01
1,A,18,0.00296296296296283,2024-01-01
2,fluB,18,0.01651442853896845,2024-01-08
2,H1,18,0.15112928879800047,2024-01-08
2,H3,18,0.08739831856396285,2024-01-08
2,A,18,0,2024-01-08
3,fluB,18,0.01816859804589876,2024-01-15
3,H1,18,0.12446262213133386,2024-01-15
3,H3,18,0.11109293342422166,2024-01-15
3,A,18,0,2024-01-15
4,fluB,18,0.05092478982049542,2024-01-22
4,H1,18,0.2577868666212225,2024-01-22
4,H3,18,0.11111111111111104,2024-01-22
4,A,18,0,2024-01-22
5,fluB,18,0.04664394455805509,2024-01-29
5,H1,18,0.2370461258804819,2024-01-29
5,H3,18,0.11999091115655502,2024-01-29
5,A,18,0,2024-01-29
6,fluB,18,0.04976141785957755,2024-02-05
6,H1,18,0.2592592592592593,2024-02-05
6,H3,18,0.1066757555101112,2024-02-05
6,A,18,0.00148148148148163,2024-02-05
7,fluB,18,0.06474892069984106,2024-02-12
7,H1,18,0.30074074074074086,2024-02-12
7,H3,18,0.09037945921381496,2024-02-12
7,A,18,0.00443535560099972,2024-02-12
8,fluB,18,0.0826902976596231,2024-02-19
8,H1,18,0.1777777777777778,2024-02-19
8,H3,18,0.07705521472392629,2024-02-19
8,A,18,0.00145421495114739,2024-02-19
9,fluB,18,0.05471483753692352,2024-02-26
9,H1,18,0.15703703703703709,2024-02-26
9,H3,18,0.10962962962962965,2024-02-26
9,A,18,0,2024-02-26
10,fluB,18,0.05634174051351981,2024-03-04
10,H1,18,0.20446262213133393,2024-03-04
10,H3,18,0.1051760963417404,2024-03-04
10,A,18,0.00296296296296283,2024-03-04
11,fluB,18,0.09652351738241328,2024-03-11
11,H1,18,0.15702794819359234,2024-03-11
11,H3,18,0.05925925925925934,2024-03-11
11,A,18,0.00297205180640747,2024-03-11
12,fluB,18,0.05964099068393569,2024-03-18
12,H1,18,0.09926834810270369,2024-03-18
12,H3,18,0.13628720745285183,2024-03-18
12,A,18,0,2024-03-18
13,fluB,18,0.06869347875482879,2024-03-25
13,H1,18,0,2024-03-25
13,H3,18,0.06664848897977715,2024-03-25
13,A,18,0,2024-03-25
14,fluB,18,0.08071801863212924,2024-04-01
14,H1,18,0.06074074074074076,2024-04-01
14,H3,18,0.04294478527607384,2024-04-01
14,A,18,9.088843444471362e-6,2024-04-01
15,fluB,18,0.05567825494205869,2024-04-08
15,H1,18,0.0577959554646672,2024-04-08
15,H3,18,0.07851851851851865,2024-04-08
15,A,18,0.01630538513974078,2024-04-08
16,fluB,18,0.07066575778232242,2024-04-15
16,H1,18,0.01482390365825958,2024-04-15
16,H3,18,0.01778686662122218,2024-04-15
16,A,18,0.01924108157237004,2024-04-15
17,fluB,18,0.0974960236309932,2024-04-22
17,H1,18,0,2024-04-22
17,H3,18,0,2024-04-22
17,A,18,0.0014814814814814,2024-04-22
18,fluB,18,0.10358554873892324,2024-04-29
18,H1,18,0.01927743694614855,2024-04-29
18,H3,18,0,2024-04-29
18,A,18,0,2024-04-29
19,fluB,18,0.07115655532833465,2024-05-06
19,H1,18,0,2024-05-06
19,H3,18,0,2024-05-06
19,A,18,0.00148148148148141,2024-05-06
20,fluB,18,0.03429220631674656,2024-05-13
20,H1,18,0.03703703703703698,2024-05-13
20,H3,18,0.03851851851851862,2024-05-13
20,A,18,0,2024-05-13
21,fluB,18,0.02554873892297227,2024-05-20
21,H1,18,0.0222313110656671,2024-05-20
21,H3,18,0.02370370370370356,2024-05-20
21,A,18,0.00296296296296305,2024-05-20
22,fluB,18,5.2715291979121e-4,2024-05-27
22,H1,18,0,2024-05-27
22,H3,18,0,2024-05-27
22,A,18,0.00202681208816191,2024-05-27
23,fluB,18,0,2024-06-03
23,H1,18,0.02440354464894367,2024-06-03
23,H3,18,0,2024-06-03
23,A,18,0.00148148148148163,2024-06-03
24,fluB,18,0.0275391956373554,2024-06-10
24,H1,18,0.02223131106566712,2024-06-10
24,H3,18,0.0251670074982957,2024-06-10
24,A,18,0.00147239263803689,2024-06-10
25,fluB,18,0.04695296523517411,2024-06-17
25,H1,18,0.02074982958418548,2024-06-17
25,H3,18,0.04147239263803692,2024-06-17
25,A,18,0.00149057032492616,2024-06-17
26,fluB,18,0.02193137923199306,2024-06-24
26,H1,18,0.01332424448988866,2024-06-24
26,H3,18,0.04890706657577826,2024-06-24
26,A,18,0,2024-06-24
27,fluB,18,0.02060440808907104,2024-07-01
27,H1,18,0.03261077027948201,2024-07-01
27,H3,18,0,2024-07-01
27,A,18,9.088843444533812e-6,2024-07-01
28,fluB,18,4.544421722352e-5,2024-07-08
28,H1,18,0.0029720518064078,2024-07-08
28,H3,18,0.02221313337877762,2024-07-08
28,A,18,0,2024-07-08
29,fluB,18,0.00168143603726456,2024-07-15
29,H1,18,0.00149057032492615,2024-07-15
29,H3,18,0.04444444444444451,2024-07-15
29,A,18,0.00294478527607378,2024-07-15
30,fluB,18,0.02258577596000943,2024-07-22
30,H1,18,0,2024-07-22
30,H3,18,0,2024-07-22
30,A,18,0,2024-07-22
31,fluB,18,0,2024-07-29
31,H1,18,0.00201772324471738,2024-07-29
31,H3,18,0.06220404453533291,2024-07-29
31,A,18,0,2024-07-29
32,fluB,18,6.9984094523989e-4,2024-08-05
32,H1,18,0.00149057032492639,2024-08-05
32,H3,18,0,2024-08-05
32,A,18,0.00445353328788945,2024-08-05
33,fluB,18,0,2024-08-12
33,H1,18,0.05715973642354055,2024-08-12
33,H3,18,0.0251851851851852,2024-08-12
33,A,18,0,2024-08-12
34,fluB,18,0.00102703930924819,2024-08-19
34,H1,18,0,2024-08-19
34,H3,18,0.0454714837536927,2024-08-19
34,A,18,0.00147239263803689,2024-08-19
35,fluB,18,0.0026812088161785,2024-08-26
35,H1,18,0.02960236309929565,2024-08-26
35,H3,18,9.088843444748916e-6,2024-08-26
35,A,18,0,2024-08-26
36,fluB,18,0.03690979322881205,2024-09-02
36,H1,18,0.02517609634174045,2024-09-02
36,H3,18,0.02963871847307442,2024-09-02
36,A,18,0.00296296296296305,2024-09-02
37,fluB,18,0,2024-09-09
37,H1,18,5.453306066849e-5,2024-09-09
37,H3,18,0.03552828902522177,2024-09-09
37,A,18,0.01629629629629624,2024-09-09
38,fluB,18,0.02536696205407906,2024-09-16
38,H1,18,0.02075891842763001,2024-09-16
38,H3,18,0.02962054078618514,2024-09-16
38,A,18,0.01333333333333319,2024-09-16
39,fluB,18,0.02553056123608321,2024-09-23
39,H1,18,0.01926834810270384,2024-09-23
39,H3,18,0.00149965916837068,2024-09-23
39,A,18,0,2024-09-23
40,fluB,18,0.00200863440127285,2024-09-30
40,H1,18,0.01184276300840726,2024-09-30
40,H3,18,0.01185185185185178,2024-09-30
40,A,18,0.01037037037037057,2024-09-30
41,fluB,18,0.01550556691661042,2024-10-07
41,H1,18,0.01334242217677795,2024-10-07
41,H3,18,0.01034310384003633,2024-10-07
41,A,18,3.6355373778773625e-5,2024-10-07
42,fluB,18,0.00234492160872568,2024-10-14
42,H1,18,0.02514882981140664,2024-10-14
42,H3,18,0.01485117018859338,2024-10-14
42,A,18,0.00147239263803689,2024-10-14
43,fluB,18,0.02471256532606269,2024-10-21
43,H1,18,0.01631447398318575,2024-10-21
43,H3,18,0.03405589638718465,2024-10-21
43,A,18,9.088843444748916e-6,2024-10-21
44,fluB,18,0.01746875710065953,2024-10-28
44,H1,18,0.03851851851851862,2024-10-28
44,H3,18,0.01185185185185178,2024-10-28
44,A,18,0.02223131106566689,2024-10-28
45,fluB,18,0.01466030447625588,2024-11-04
45,H1,18,0.05631447398318579,2024-11-04
45,H3,18,0.02666666666666684,2024-11-04
45,A,18,0.01628720745285149,2024-11-04
46,fluB,18,0.022240399909112082,2024-11-11
46,H1,18,0.05037037037037062,2024-11-11
46,H3,18,0.03703703703703698,2024-11-11
46,A,18,0,2024-11-11
47,fluB,18,0.02091342876619006,2024-11-18
47,H1,18,0.08743467393774143,2024-11-18
47,H3,18,0.01183367416496247,2024-11-18
47,A,18,0.01925925925925932,2024-11-18
48,fluB,18,0.02553965007952796,2024-11-25
48,H1,18,0.19261077027948192,2024-11-25
48,H3,18,0.01332424448988892,2024-11-25
48,A,18,0.01776868893433289,2024-11-25
49,fluB,18,0.03458304930697631,2024-12-02
49,H1,18,0.2251942740286299,2024-12-02
49,H3,18,0.02962962962962967,2024-12-02
49,A,18,0.03110202226766634,2024-12-02
50,fluB,18,0.04364462622131393,2024-12-09
50,H1,18,0.3051851851851852,2024-12-09
50,H3,18,0.02517609634174056,2024-12-09
50,A,18,0.00445353328788905,2024-12-09
51,fluB,18,0.04971597364235469,2024-12-16
51,H1,18,0.4133515110202227,2024-12-16
51,H3,18,0.01776868893433292,2024-12-16
51,A,18,0.04149057032492642,2024-12-16
52,fluB,18,0.05731424676210039,2024-12-23
52,H1,18,0.488879800045444,2024-12-23
52,H3,18,0.03405589638718487,2024-12-23
52,A,18,0.03260168143603725,2024-12-23
53,fluB,18,0.06932969779595632,2024-12-30
53,H1,18,0.48887071120199943,2024-12-30
53,H3,18,0.03557373324244484,2024-12-30
53,A,18,0.02812997046125898,2024-12-30
54,fluB,18,0.13318791183821932,2025-01-06
54,H1,18,0.4237037037037036,2025-01-06
54,H3,18,0.03555555555555567,2025-01-06
54,A,18,0.03703703703703698,2025-01-06
55,fluB,18,0.16446262213133456,2025-01-13
55,H1,18,0.26666666666666655,2025-01-13
55,H3,18,0.0503612815269257,2025-01-13
55,A,18,0.01185185185185189,2025-01-13
56,fluB,18,0.1275891842763015,2025-01-20
56,H1,18,0.2814723926380369,2025-01-20
56,H3,18,0.03703703703703709,2025-01-20
56,A,18,0.06074074074074065,2025-01-20
57,fluB,18,0.20627130197682408,2025-01-27
57,H1,18,0.1985094296750739,2025-01-27
57,H3,18,0.10371279254714838,2025-01-27
57,A,18,0.03851851851851851,2025-01-27
58,fluB,18,0.2612497159736431,2025-02-03
58,H1,18,0.17481481481481492,2025-02-03
58,H3,18,0.09481481481481474,2025-02-03
58,A,18,0.02369461486025903,2025-02-03
59,fluB,18,0.33696887071120285,2025-02-10
59,H1,18,0.05627811860940673,2025-02-10
59,H3,18,0.12149965916837097,2025-02-10
59,A,18,0.0088798000454443,2025-02-10
60,fluB,18,0.38749375142013265,2025-02-17
60,H1,18,0.11260168143603722,2025-02-17
60,H3,18,0.05925017041581459,2025-02-17
60,A,18,0,2025-02-17
61,fluB,18,0.4350738468529889,2025-02-24
61,H1,18,0.0814633037945921,2025-02-24
61,H3,18,0.0681754146784821,2025-02-24
61,A,18,0,2025-02-24
62,fluB,18,0.4322835719154745,2025-03-03
62,H1,18,0.03703703703703698,2025-03-03
62,H3,18,0.09332424448988884,2025-03-03
62,A,18,0,2025-03-03
63,fluB,18,0.3346603044762563,2025-03-10
63,H1,18,0.04887980004544412,2025-03-10
63,H3,18,0.05333333333333334,2025-03-10
63,A,18,9.088843444748916e-6,2025-03-10
64,fluB,18,0.3318518518518526,2025-03-17
64,H1,18,0.0533242444898887,2025-03-17
64,H3,18,0.09037945921381518,2025-03-17
64,A,18,0.0014996591683708,2025-03-17
65,fluB,18,0.29794137695978273,2025-03-24
65,H1,18,0.04001817768688942,2025-03-24
65,H3,18,0.07110202226766643,2025-03-24
65,A,18,0,2025-03-24
66,fluB,18,0.21366053169734256,2025-03-31
66,H1,18,0.02224039990911144,2025-03-31
66,H3,18,0.06962054078618471,2025-03-31
66,A,18,0,2025-03-31
67,fluB,18,0.18567598273119823,2025-04-07
67,H1,18,0.01333333333333342,2025-04-07
67,H3,18,0.04741649625085212,2025-04-07
67,A,18,0,2025-04-07
68,fluB,18,0.1547284708020913,2025-04-14
68,H1,18,0.01629629629629625,2025-04-14
68,H3,18,0.07111111111111112,2025-04-14
68,A,18,0.00296296296296283,2025-04-14
69,fluB,18,0.10897523290161426,2025-04-21
69,H1,18,0.00148148148148141,2025-04-21
69,H3,18,0.02814814814814825,2025-04-21
69,A,18,0,2025-04-21
70,fluB,18,0.07653715064758115,2025-04-28
70,H1,18,0.0962962962962961,2025-04-28
70,H3,18,0.03407407407407414,2025-04-28
70,A,18,0,2025-04-28
71,fluB,18,0.0100522608498077,2025-05-05
71,H1,18,0,2025-05-05
71,H3,18,0.03553737786866651,2025-05-05
71,A,18,0,2025-05-05
72,fluB,18,0.10798454896614484,2025-05-12
72,H1,18,0.03554646671211081,2025-05-12
72,H3,18,0.03259259259259273,2025-05-12
72,A,18,0,2025-05-12
73,fluB,18,0.06369461486025996,2025-05-19
73,H1,18,0.04741649625085208,2025-05-19
73,H3,18,0.0266575778232221,2025-05-19
73,A,18,0,2025-05-19
74,fluB,18,0.00758009543285687,2025-05-26
74,H1,18,0.04147239263803715,2025-05-26
74,H3,18,0.0340649852306294,2025-05-26
74,A,18,0.00149965916837069,2025-05-26
75,fluB,18,0.0092160872528979,2025-06-02
75,H1,18,0,2025-06-02
75,H3,18,0.00589865939559186,2025-06-02
75,A,18,9.088843444750652e-6,2025-06-02
76,fluB,18,0.00792547148375444,2025-06-09
76,H1,18,0.05478754828448107,2025-06-09
76,H3,18,0.00295387411951808,2025-06-09
76,A,18,9.088843444748916e-6,2025-06-09
77,fluB,18,0.00808907066575859,2025-06-16
77,H1,18,0,2025-06-16
77,H3,18,0.00444444444444447,2025-06-16
77,A,18,0.00148148148148141,2025-06-16
78,fluB,18,0.00824358100431799,2025-06-23
78,H1,18,0.13329697795955475,2025-06-23
78,H3,18,0,2025-06-23
78,A,18,0,2025-06-23
79,fluB,18,0.00696205407861927,2025-06-30
79,H1,18,0.09770506703022064,2025-06-30
79,H3,18,0.00149057032492615,2025-06-30
79,A,18,0,2025-06-30
80,fluB,18,0.00561690524880798,2025-07-07
80,H1,18,0.13775051124744375,2025-07-07
80,H3,18,0.00592592592592589,2025-07-07
80,A,18,0,2025-07-07
81,fluB,18,0.00875255623721971,2025-07-14
81,H1,18,0,2025-07-14
81,H3,18,0.05625994092251774,2025-07-14
81,A,18,0,2025-07-14
82,fluB,18,0.00593501476937152,2025-07-21
82,H1,18,0.09183367416496258,2025-07-21
82,H3,18,0,2025-07-21
82,A,18,1.8177686889261913e-5,2025-07-21
83,fluB,18,0.0060804362644864,2025-07-28
83,H1,18,0.06221313337877743,2025-07-28
83,H3,18,0.00298114064985233,2025-07-28
83,A,18,0,2025-07-28
84,fluB,18,0.00771642808452721,2025-08-04
84,H1,18,0.118527607361963,2025-08-04
84,H3,18,0.00445353328788922,2025-08-04
84,A,18,0,2025-08-04
85,fluB,18,0.00788002726653136,2025-08-11
85,H1,18,0.00446262213133374,2025-08-11
85,H3,18,0,2025-08-11
85,A,18,0.00145421495114739,2025-08-11
86,fluB,18,0.00659850034083264,2025-08-18
86,H1,18,0.08440808907066577,2025-08-18
86,H3,18,0.00739831856396278,2025-08-18
86,A,18,0,2025-08-18
87,fluB,18,0.00672574414905802,2025-08-25
87,H1,18,0.0977868666212227,2025-08-25
87,H3,18,0.09777777777777776,2025-08-25
87,A,18,0,2025-08-25
88,fluB,18,0.00838900249943286,2025-09-01
88,H1,18,0,2025-09-01
88,H3,18,0.00887980004544419,2025-09-01
88,A,18,0,2025-09-01
89,fluB,18,0.00856169052488176,2025-09-08
89,H1,18,0.00294478527607354,2025-09-08
89,H3,18,0.11406498523062952,2025-09-08
89,A,18,0,2025-09-08
90,fluB,18,0.01019768234492257,2025-09-15
90,H1,18,0.00147239263803689,2025-09-15
90,H3,18,0,2025-09-15
90,A,18,9.088843444519934e-6,2025-09-15
91,fluB,18,0.01037037037037125,2025-09-22
91,H1,18,0.02071347421040692,2025-09-22
91,H3,18,0.02962962962962967,2025-09-22
91,A,18,0,2025-09-22
92,fluB,18,0.04606225857759716,2025-09-29
92,H1,18,0.04888888888888876,2025-09-29
92,H3,18,0.06666666666666687,2025-09-29
92,A,18,0,2025-09-29
93,fluB,18,0.00772551692797196,2025-10-06
93,H1,18,0.05184276300840751,2025-10-06
93,H3,18,0.0829629629629629,2025-10-06
93,A,18,0,2025-10-06
94,fluB,18,0.00788002726653136,2025-10-13
94,H1,18,0.09482390365825966,2025-10-13
94,H3,18,0.1318336741649626,2025-10-13
94,A,18,1.817768688927579e-5,2025-10-13
95,fluB,18,0.00954328561690642,2025-10-20
95,H1,18,0.05924108157236985,2025-10-20
95,H3,18,0.32147239263803684,2025-10-20
95,A,18,0.01334242217677805,2025-10-20
96,fluB,18,0.01118836628039177,2025-10-27
96,H1,18,0.07257441490570349,2025-10-27
96,H3,18,0.33925925925925926,2025-10-27
96,A,18,0,2025-10-27
97,fluB,18,0.0128425357873223,2025-11-03
97,H1,18,0.03997273346966602,2025-11-03
97,H3,18,0.38814814814814824,2025-11-03
97,A,18,0.01776868893433292,2025-11-03
98,fluB,18,0.00856169052488198,2025-11-10
98,H1,18,0.05183367416496254,2025-11-10
98,H3,18,0.3155555555555556,2025-11-10
98,A,18,0,2025-11-10
99,fluB,18,0.01017041581458877,2025-11-17
99,H1,18,0.04444444444444451,2025-11-17
99,H3,18,0.4740831629175189,2025-11-17
99,A,18,0,2025-11-17
100,fluB,18,0.01033401499659292,2025-11-24
100,H1,18,0.08149057032492601,2025-11-24
100,H3,18,0.4888979777323338,2025-11-24
100,A,18,0.01775960009088839,2025-11-24
101,fluB,18,0.01047034764826282,2025-12-01
101,H1,18,0,2025-12-01
101,H3,18,0.0755373778686661,2025-12-01
101,A,18,0.6977777777777778,2025-12-01
1,fluB,65+,0,2024-01-01
1,H1,65+,0.10029498525073756,2024-01-01
1,H3,65+,0.09144542772861364,2024-01-01
1,A,65+,0,2024-01-01
2,fluB,65+,0,2024-01-08
2,H1,65+,0.05014749262536866,2024-01-08
2,H3,65+,0.02949852537463133,2024-01-08
2,A,65+,0,2024-01-08
3,fluB,65+,0,2024-01-15
3,H1,65+,0.0752212389380531,2024-01-15
3,H3,65+,0.04424778761061954,2024-01-15
3,A,65+,0,2024-01-15
4,fluB,65+,0,2024-01-22
4,H1,65+,0.112094395280236,2024-01-22
4,H3,65+,0.08997050147492615,2024-01-22
4,A,65+,0,2024-01-22
5,fluB,65+,0.02212389380530965,2024-01-29
5,H1,65+,0.16371681415929193,2024-01-29
5,H3,65+,0.08702064896755182,2024-01-29
5,A,65+,0,2024-01-29
6,fluB,65+,0.01622418879056053,2024-02-05
6,H1,65+,0.2610619469026547,2024-02-05
6,H3,65+,0.05309734513274344,2024-02-05
6,A,65+,0,2024-02-05
7,fluB,65+,0,2024-02-12
7,H1,65+,0.1297935103244836,2024-02-12
7,H3,65+,0.03392330383480835,2024-02-12
7,A,65+,0,2024-02-12
8,fluB,65+,0,2024-02-19
8,H1,65+,0.2418879056047196,2024-02-19
8,H3,65+,0.03982300884955772,2024-02-19
8,A,65+,0.0176991150442477,2024-02-19
9,fluB,65+,0,2024-02-26
9,H1,65+,0.04867256637168138,2024-02-26
9,H3,65+,0.13569321533923318,2024-02-26
9,A,65+,0,2024-02-26
10,fluB,65+,0,2024-03-04
10,H1,65+,0.05162241887905594,2024-03-04
10,H3,65+,0.02949852512094405,2024-03-04
10,A,65+,0,2024-03-04
11,fluB,65+,0.02212389380530965,2024-03-11
11,H1,65+,0.07817109144542791,2024-03-11
11,H3,65+,0.01917404129793508,2024-03-11
11,A,65+,0,2024-03-11
12,fluB,65+,0,2024-03-18
12,H1,65+,0.1017699115044246,2024-03-18
12,H3,65+,0.02359882005899716,2024-03-18
12,A,65+,0,2024-03-18
13,fluB,65+,0,2024-03-25
13,H1,65+,0.08259587020648951,2024-03-25
13,H3,65+,0.0752212389380531,2024-03-25
13,A,65+,0,2024-03-25
14,fluB,65+,0,2024-04-01
14,H1,65+,0.06489675516224191,2024-04-01
14,H3,65+,0.02802359883775808,2024-04-01
14,A,65+,0,2024-04-01
15,fluB,65+,0,2024-04-08
15,H1,65+,0.08849557522123885,2024-04-08
15,H3,65+,0.02507374631268444,2024-04-08
15,A,65+,0,2024-04-08
16,fluB,65+,0,2024-04-15
16,H1,65+,0,2024-04-15
16,H3,65+,0,2024-04-15
16,A,65+,0,2024-04-15
17,fluB,65+,0,2024-04-22
17,H1,65+,0,2024-04-22
17,H3,65+,0.044247788,2024-04-22
17,A,65+,0,2024-04-22
18,fluB,65+,0,2024-04-29
18,H1,65+,0.03687315634218291,2024-04-29
18,H3,65+,0.05604719765781708,2024-04-29
18,A,65+,0,2024-04-29
19,fluB,65+,0.03982300884955747,2024-05-06
19,H1,65+,0.00147492625368727,2024-05-06
19,H3,65+,0,2024-05-06
19,A,65+,0,2024-05-06
20,fluB,65+,0,2024-05-13
20,H1,65+,0,2024-05-13
20,H3,65+,0,2024-05-13
20,A,65+,0,2024-05-13
21,fluB,65+,0,2024-05-20
21,H1,65+,0,2024-05-20
21,H3,65+,0.087020649,2024-05-20
21,A,65+,0,2024-05-20
22,fluB,65+,0,2024-05-27
22,H1,65+,0,2024-05-27
22,H3,65+,0.05899705,2024-05-27
22,A,65+,1.4749256677104583e-10,2024-05-27
23,fluB,65+,0,2024-06-03
23,H1,65+,0.03834808259586997,2024-06-03
23,H3,65+,0.03687315640413002,2024-06-03
23,A,65+,0,2024-06-03
24,fluB,65+,0,2024-06-10
24,H1,65+,0,2024-06-10
24,H3,65+,0,2024-06-10
24,A,65+,0,2024-06-10
25,fluB,65+,0,2024-06-17
25,H1,65+,0,2024-06-17
25,H3,65+,0,2024-06-17
25,A,65+,0,2024-06-17
26,fluB,65+,0,2024-06-24
26,H1,65+,0,2024-06-24
26,H3,65+,0,2024-06-24
26,A,65+,0,2024-06-24
27,fluB,65+,0,2024-07-01
27,H1,65+,0,2024-07-01
27,H3,65+,0,2024-07-01
27,A,65+,0,2024-07-01
28,fluB,65+,0,2024-07-08
28,H1,65+,0,2024-07-08
28,H3,65+,0.03539823,2024-07-08
28,A,65+,8.849562749269069e-11,2024-07-08
29,fluB,65+,0,2024-07-15
29,H1,65+,0,2024-07-15
29,H3,65+,0,2024-07-15
29,A,65+,0,2024-07-15
30,fluB,65+,0,2024-07-22
30,H1,65+,0,2024-07-22
30,H3,65+,0,2024-07-22
30,A,65+,0,2024-07-22
31,fluB,65+,0,2024-07-29
31,H1,65+,0,2024-07-29
31,H3,65+,0,2024-07-29
31,A,65+,0,2024-07-29
32,fluB,65+,0,2024-08-05
32,H1,65+,0,2024-08-05
32,H3,65+,0,2024-08-05
32,A,65+,0,2024-08-05
33,fluB,65+,0,2024-08-12
33,H1,65+,0,2024-08-12
33,H3,65+,0,2024-08-12
33,A,65+,0,2024-08-12
34,fluB,65+,0,2024-08-19
34,H1,65+,0.07669616519174038,2024-08-19
34,H3,65+,0,2024-08-19
